,gene_id,value_1,y,scores
0,XLOC_000001,0.0,0,-6.9799595
1,XLOC_000003,0.0,0,-6.9799595
2,XLOC_000006,0.0888452,1,-6.9799595
3,XLOC_000007,4.04743,2,-6.9799595
4,XLOC_000008,26.7934,3,-5.144913
5,XLOC_000009,24.8548,3,-6.073059
6,XLOC_000014,0.0,0,-6.9799595
7,XLOC_000015,7.51023,2,-6.0986447
8,XLOC_000017,0.120855,1,-6.9799595
9,XLOC_000018,1.00624,1,-6.9799595
10,XLOC_000019,11.733,2,-6.198446
11,XLOC_000020,8.25444,2,-6.3122344
12,XLOC_000021,0.269335,1,-6.5089984
13,XLOC_000023,0.0,0,-6.9799595
14,XLOC_000024,9.82867,2,-4.7986913
15,XLOC_000025,7.46963,2,-5.851365
16,XLOC_000026,18.5982,3,-6.2660174
17,XLOC_000027,1.24157,2,-6.9799595
18,XLOC_000028,9.91076,2,-5.3633776
19,XLOC_000029,13.191,3,-4.3491654
20,XLOC_000031,8.76341,2,-6.0413213
21,XLOC_000032,0.131307,1,-6.7848506
22,XLOC_000033,0.0,0,-6.7848506
23,XLOC_000034,0.324163,1,-6.7848506
24,XLOC_000035,0.0475537,1,-6.9206367
25,XLOC_000036,0.0174318,1,-6.9799595
26,XLOC_000037,16.2494,3,-6.7875786
27,XLOC_000038,13.3034,3,-5.298415
28,XLOC_000039,24.2593,3,5.309357
29,XLOC_000040,0.156531,1,-6.9799595
30,XLOC_000041,10.7759,2,-6.499726
31,XLOC_000042,13.2496,3,-4.72098
32,XLOC_000043,0.0,0,-6.9799595
33,XLOC_000044,0.166568,1,-6.645562
34,XLOC_000045,0.0,0,-6.645562
35,XLOC_000046,8.07647,2,-6.5512676
36,XLOC_000047,30.36,3,-2.3567567
37,XLOC_000048,0.711576,1,-5.321315
38,XLOC_000049,0.0,0,-6.9799595
39,XLOC_000050,17.757,3,5.369223
40,XLOC_000051,2.97393,2,-4.01076
41,XLOC_000054,0.0349513,1,-6.9799595
42,XLOC_000055,6.40811,2,-6.3332505
43,XLOC_000056,2.68555,2,-6.9799595
44,XLOC_000058,0.143781,1,-6.9799595
45,XLOC_000059,23.896,3,-6.9799595
46,XLOC_000060,1.13738,1,-4.569974
47,XLOC_000061,3.33722,2,-5.5881658
48,XLOC_000062,6.2439,2,-6.7875786
49,XLOC_000063,4.87216,2,-4.159496
50,XLOC_000064,29.2068,3,-5.1627445
51,XLOC_000065,71.1452,3,-5.202553
52,XLOC_000066,2.69787,2,-6.9799595
53,XLOC_000067,196.96,3,-5.293768
54,XLOC_000068,0.255394,1,-4.3998837
55,XLOC_000071,0.0156715,1,-6.9799595
56,XLOC_000072,0.821226,1,-5.612633
57,XLOC_000073,0.0,0,-6.9799595
58,XLOC_000075,8.95032,2,-5.0152893
59,XLOC_000076,4.77137,2,-4.9820495
60,XLOC_000077,73.5095,3,-5.3314524
61,XLOC_000078,5.45664,2,-5.9103055
62,XLOC_000079,7.76107,2,-6.9799595
63,XLOC_000080,6.96306,2,-4.467699
64,XLOC_000081,0.186204,1,-6.9799595
65,XLOC_000082,13.003,3,-3.4589145
66,XLOC_000083,17.0285,3,-5.298136
67,XLOC_000084,100.183,3,-4.914872
68,XLOC_000085,10.6686,2,-6.9799595
69,XLOC_000086,9.67349,2,-5.8938518
70,XLOC_000087,63.2631,3,-5.8366466
71,XLOC_000088,0.0648115,1,-6.7051945
72,XLOC_000089,12.1394,2,-5.643411
73,XLOC_000090,0.0139357,0,-6.876866
74,XLOC_000091,8.64857,2,-6.697225
75,XLOC_000092,5.60168,2,-6.9799595
76,XLOC_000093,0.179327,1,-6.9799595
77,XLOC_000094,20.3065,3,-5.9836273
78,XLOC_000095,9.75584,2,-6.9799595
79,XLOC_000096,43.4767,3,-4.593712
80,XLOC_000097,27.6206,3,-5.63791
81,XLOC_000098,10.9222,2,-5.0851035
82,XLOC_000099,0.0175443,1,-6.9799595
83,XLOC_000100,0.0347552,1,-6.9799595
84,XLOC_000101,2.71852,2,-4.741679
85,XLOC_000102,0.0,0,-4.741679
86,XLOC_000105,0.0,0,-6.9799595
87,XLOC_000106,0.0,0,-6.9799595
88,XLOC_000107,0.0,0,-6.9799595
89,XLOC_000108,0.0,0,-6.9799595
90,XLOC_000109,0.0,0,-6.9799595
91,XLOC_000110,0.0,0,-6.9799595
92,XLOC_000111,0.0,0,-6.9799595
93,XLOC_000112,0.0,0,-6.9799595
94,XLOC_000113,0.0,0,-6.9799595
95,XLOC_000114,0.0,0,-6.9799595
96,XLOC_000115,0.0,0,-6.9799595
97,XLOC_000116,0.0,0,-6.9799595
98,XLOC_000117,0.0,0,-6.9799595
99,XLOC_000118,0.0,0,-6.9799595
100,XLOC_000119,0.0,0,-6.9799595
101,XLOC_000120,0.196942,1,-6.9799595
102,XLOC_000121,2.9901,2,-6.9799595
103,XLOC_000122,10.0675,2,-6.9799595
104,XLOC_000123,9.08193,2,-6.9799595
105,XLOC_000124,0.0293579,1,-6.9799595
106,XLOC_000125,10.8023,2,-6.389964
107,XLOC_000126,0.0,0,-6.9799595
108,XLOC_000127,0.0,0,-6.9799595
109,XLOC_000128,0.0,0,-6.9799595
110,XLOC_000129,9.02363,2,-5.168107
111,XLOC_000130,18.9302,3,-5.0247855
112,XLOC_000131,11.2215,2,-6.889606
113,XLOC_000132,0.110289,1,-6.9799595
114,XLOC_000133,0.613996,1,-6.9799595
115,XLOC_000134,8.85757,2,-6.9799595
116,XLOC_000135,5.71777,2,-4.2468867
117,XLOC_000136,11.2468,2,-6.0764284
118,XLOC_000137,0.0,0,-6.9799595
119,XLOC_000138,0.0,0,-6.9799595
120,XLOC_000140,30.4192,3,-2.6320443
121,XLOC_000141,16.5249,3,-5.823677
122,XLOC_000143,0.528457,1,-6.566831
123,XLOC_000144,0.0,0,-6.566831
124,XLOC_000147,2.92653,2,-6.9799595
125,XLOC_000149,0.0,0,-6.9799595
126,XLOC_000150,0.0336751,1,-6.9799595
127,XLOC_000151,0.014488,0,-6.9799595
128,XLOC_000153,13.4477,3,-5.139108
129,XLOC_000154,0.74506,1,-6.9799595
130,XLOC_000155,0.0,0,-6.9799595
131,XLOC_000156,1.63338,2,-5.7827673
132,XLOC_000157,0.0,0,-6.9799595
133,XLOC_000158,22.0826,3,-5.0617304
134,XLOC_000159,13.1135,3,-4.2022
135,XLOC_000160,12.4457,3,-3.1506963
136,XLOC_000161,5.22253,2,-3.1506963
137,XLOC_000162,0.0,0,-7.01099
138,XLOC_000163,3.87993,2,-4.5008574
139,XLOC_000164,0.0,0,-6.9799595
140,XLOC_000165,0.0,0,-6.9799595
141,XLOC_000166,0.0833001,1,-6.67436
142,XLOC_000167,0.0,0,-6.9799595
143,XLOC_000168,2.41063,2,-5.6516175
144,XLOC_000169,2.57017,2,-7.0776367
145,XLOC_000170,4.32737,2,-6.082244
146,XLOC_000171,2.66844,2,-4.4088135
147,XLOC_000172,1.05183,1,-6.5081897
148,XLOC_000173,0.0323338,1,-6.9799595
149,XLOC_000174,0.0,0,-6.9799595
150,XLOC_000175,0.0,0,-6.9799595
151,XLOC_000177,134.521,3,-5.913435
152,XLOC_000178,5.05657,2,-4.0941477
153,XLOC_000179,0.0,0,-6.9799595
154,XLOC_000180,0.0,0,-6.9799595
155,XLOC_000181,0.0,0,-6.9799595
156,XLOC_000182,0.0,0,-6.9799595
157,XLOC_000183,0.073954,1,-6.9799595
158,XLOC_000184,41.8192,3,-3.2201402
159,XLOC_000185,0.0,0,-3.2201402
160,XLOC_000186,1.00219,1,-3.3175652
161,XLOC_000187,0.791812,1,-5.59762
162,XLOC_000188,1.55233,2,-5.59762
163,XLOC_000189,0.0471918,1,-6.9799595
164,XLOC_000190,915.771,3,-4.9665837
165,XLOC_000191,10.6051,2,-6.5512676
166,XLOC_000192,22.9224,3,4.9017644
167,XLOC_000193,46.7782,3,-6.2439733
168,XLOC_000194,58.0344,3,-5.990336
169,XLOC_000197,0.0419583,1,-6.9799595
170,XLOC_000198,2.92734,2,-6.7394
171,XLOC_000199,7.57905,2,-5.778653
172,XLOC_000200,3.23312,2,-6.728709
173,XLOC_000201,16.651,3,-6.9799595
174,XLOC_000202,90.357,3,-6.9799595
175,XLOC_000204,0.16082,1,-5.518085
176,XLOC_000205,37.1892,3,-4.9920173
177,XLOC_000206,7.06927,2,-2.40439
178,XLOC_000207,4.55354,2,-6.9799595
179,XLOC_000209,0.0558323,1,-6.9799595
180,XLOC_000210,20.3949,3,-4.6671834
181,XLOC_000211,0.121057,1,-6.9799595
182,XLOC_000212,2.1687,2,-6.0052805
183,XLOC_000213,0.0,0,-6.9799595
184,XLOC_000214,39.5829,3,-4.8998337
185,XLOC_000215,2.02097,2,-6.7051945
186,XLOC_000216,0.0,0,-6.9799595
187,XLOC_000218,30.5976,3,-4.19598
188,XLOC_000219,0.220951,1,-6.9799595
189,XLOC_000220,0.899801,1,-6.9799595
190,XLOC_000221,127.128,3,-5.406275
191,XLOC_000222,13.791,3,-3.2647982
192,XLOC_000223,0.0,0,-3.2647982
193,XLOC_000224,9.42113,2,-4.2730007
194,XLOC_000225,6.95536,2,-4.7096596
195,XLOC_000226,8.0957,2,-6.448615
196,XLOC_000227,6.90897,2,-4.89224
197,XLOC_000228,98.6757,3,-6.0027223
198,XLOC_000229,52.4294,3,-4.691918
199,XLOC_000230,5.35409,2,-6.9799595
200,XLOC_000231,14.298,3,-5.5576553
201,XLOC_000232,0.807879,1,-5.5576553
202,XLOC_000233,9.33991,2,-5.5307007
203,XLOC_000234,2.2827,2,-6.8742733
204,XLOC_000235,0.938493,1,-5.0415297
205,XLOC_000236,4.74741,2,0.22464728
206,XLOC_000237,10.7571,2,-6.091118
207,XLOC_000238,25.3452,3,-6.263922
208,XLOC_000239,2.85794,2,-6.263922
209,XLOC_000240,0.304523,1,-6.165476
210,XLOC_000241,5.38893,2,-6.2711625
211,XLOC_000242,76.7176,3,-1.7565279
212,XLOC_000243,11.8602,2,-6.2163544
213,XLOC_000244,9.9758,2,-4.0095363
214,XLOC_000245,11.7336,2,-5.2688627
215,XLOC_000246,65.9041,3,-3.713521
216,XLOC_000247,6.01797,2,-1.2952348
217,XLOC_000248,8.31659,2,-2.3918672
218,XLOC_000250,2.22496,2,-4.49457
219,XLOC_000251,32.6551,3,-4.8385835
220,XLOC_000252,0.0,0,-6.9799595
221,XLOC_000253,16.2677,3,-6.2264166
222,XLOC_000254,16.1769,3,-4.4839325
223,XLOC_000255,0.047446,1,-6.9799595
224,XLOC_000257,0.288295,1,-6.9144325
225,XLOC_000258,19.2125,3,-2.302733
226,XLOC_000259,16.3773,3,-6.9799595
227,XLOC_000262,8.03788,2,-2.5321028
228,XLOC_000263,0.0,0,-6.633793
229,XLOC_000264,62.4155,3,-4.7340117
230,XLOC_000265,3.77614,2,-6.607667
231,XLOC_000266,14.203,3,-4.5124207
232,XLOC_000267,23.9011,3,-3.6710994
233,XLOC_000268,2.67059,2,-6.473366
234,XLOC_000269,110.298,3,-6.473366
235,XLOC_000270,0.284236,1,-5.3812304
236,XLOC_000271,0.465516,1,-5.100727
237,XLOC_000272,50.8854,3,-4.480944
238,XLOC_000273,0.696408,1,-5.458581
239,XLOC_000274,2.13995,2,-5.458581
240,XLOC_000275,0.0211071,1,-6.9799595
241,XLOC_000276,1.42782,2,-6.9799595
242,XLOC_000277,23.5632,3,-3.583263
243,XLOC_000278,10.1484,2,-5.0679827
244,XLOC_000279,9.38623,2,-5.0679827
245,XLOC_000280,0.0,0,-6.9799595
246,XLOC_000281,0.97247,1,-7.0776367
247,XLOC_000282,6.61293,2,-5.206432
248,XLOC_000283,0.0,0,-6.9799595
249,XLOC_000284,0.173196,1,-6.7875786
250,XLOC_000285,0.94857,1,-4.7100887
251,XLOC_000286,0.0,0,-6.9799595
252,XLOC_000287,0.0176207,1,-6.9799595
253,XLOC_000288,0.0,0,-5.107307
254,XLOC_000289,0.0,0,-5.107307
255,XLOC_000290,0.0,0,-5.107307
256,XLOC_000291,0.0,0,-5.107307
257,XLOC_000292,6.08989,2,-6.9799595
258,XLOC_000293,13.8527,3,-5.773504
259,XLOC_000294,6.21711,2,-5.7156525
260,XLOC_000295,0.262684,1,-6.477387
261,XLOC_000296,3.01746,2,-6.5090413
262,XLOC_000297,7.95817,2,-6.9799595
263,XLOC_000298,5.07368,2,-5.0592666
264,XLOC_000299,12.8958,3,-7.082441
265,XLOC_000300,6.49652,2,-4.7836843
266,XLOC_000301,39.5552,3,-3.4656625
267,XLOC_000302,2.61497,2,-5.7427144
268,XLOC_000304,7.35593,2,-5.6064124
269,XLOC_000305,0.166682,1,-6.9799595
270,XLOC_000306,15.1876,3,-4.292505
271,XLOC_000307,13.5863,3,-6.9243298
272,XLOC_000308,30.3918,3,-6.9243298
273,XLOC_000309,17.4864,3,-6.9799595
274,XLOC_000313,1.48782,2,-4.714533
275,XLOC_000314,55.234,3,-4.6963215
276,XLOC_000315,183.352,3,-1.0017741
277,XLOC_000317,13.5696,3,-5.626611
278,XLOC_000318,0.105154,1,-6.333157
279,XLOC_000319,7.86729,2,-6.9799595
280,XLOC_000320,0.152073,1,-6.9799595
281,XLOC_000321,88.2999,3,-5.156815
282,XLOC_000322,6.53673,2,-5.705344
283,XLOC_000323,0.0,0,-6.9799595
284,XLOC_000324,46.1544,3,-4.3416395
285,XLOC_000325,11.3093,2,-6.804927
286,XLOC_000326,4.01035,2,-5.64487
287,XLOC_000327,2.19793,2,-5.9178343
288,XLOC_000328,6.19628,2,-5.9178343
289,XLOC_000329,5.64451,2,-5.0999475
290,XLOC_000330,21.3134,3,-5.7049603
291,XLOC_000331,0.0,0,-5.7049603
292,XLOC_000332,0.0,0,-5.7049603
293,XLOC_000333,0.020878,1,-6.9799595
294,XLOC_000334,22.4639,3,-6.0082765
295,XLOC_000335,1.97771,2,-6.731949
296,XLOC_000336,0.1889,1,-6.731949
297,XLOC_000338,0.431812,1,-6.9799595
298,XLOC_000339,0.361531,1,-6.907408
299,XLOC_000340,25.2336,3,-2.3137538
300,XLOC_000341,0.346404,1,-2.3137538
301,XLOC_000342,0.803882,1,-6.907408
302,XLOC_000343,0.0484491,1,-6.907408
303,XLOC_000344,25.8958,3,-2.5629919
304,XLOC_000345,397.223,3,-3.8884711
305,XLOC_000346,7.71497,2,-4.2073636
306,XLOC_000347,1.69763,2,-5.6625032
307,XLOC_000348,4.62488,2,-2.8657815
308,XLOC_000349,0.0774845,1,-6.5663443
309,XLOC_000350,0.555752,1,-6.9799595
310,XLOC_000351,0.0231881,1,-6.9799595
311,XLOC_000352,0.0218113,1,-6.9799595
312,XLOC_000353,0.302419,1,-6.9799595
313,XLOC_000354,0.107899,1,-6.9799595
314,XLOC_000355,39.9207,3,-2.179336
315,XLOC_000356,2.62551,2,-1.9158767
316,XLOC_000357,0.268027,1,-1.9158767
317,XLOC_000358,34.9534,3,-6.9799595
318,XLOC_000359,10.6416,2,-3.3641188
319,XLOC_000360,5.1564,2,-6.9799595
320,XLOC_000361,7.28429,2,-4.2107515
321,XLOC_000362,12.5184,3,-6.098381
322,XLOC_000363,89.7514,3,-6.480593
323,XLOC_000364,28.5578,3,-5.989379
324,XLOC_000365,2.36425,2,-7.1490383
325,XLOC_000366,0.110797,1,-7.1490383
326,XLOC_000367,0.0112799,0,-6.9799595
327,XLOC_000368,10.2515,2,-3.6722288
328,XLOC_000369,22.5788,3,-7.082441
329,XLOC_000370,0.0,0,-5.4873414
330,XLOC_000371,21.7924,3,-1.8411925
331,XLOC_000372,1280.87,3,-5.697098
332,XLOC_000373,0.0,0,-5.697098
333,XLOC_000374,0.0,0,-5.697098
334,XLOC_000375,0.0,0,-5.697098
335,XLOC_000376,0.0,0,-5.697098
336,XLOC_000377,7.18257,2,-5.000877
337,XLOC_000378,2.20881,2,-5.000877
338,XLOC_000379,64.4972,3,-2.1991615
339,XLOC_000380,0.303308,1,-6.9799595
340,XLOC_000381,0.0968645,1,-6.9799595
341,XLOC_000382,7.86301,2,-3.4093819
342,XLOC_000383,5.04262,2,-5.2837396
343,XLOC_000384,58.7983,3,-5.763813
344,XLOC_000385,69.591,3,-5.4487696
345,XLOC_000386,33.9583,3,-3.256157
346,XLOC_000387,12.1527,2,-6.9799595
347,XLOC_000388,0.0,0,-6.9799595
348,XLOC_000389,1.95182,2,-6.9799595
349,XLOC_000390,0.0251358,1,-6.9799595
350,XLOC_000391,0.143557,1,-6.9799595
351,XLOC_000392,10.3176,2,-4.7140093
352,XLOC_000393,283.186,3,-4.7140093
353,XLOC_000394,10.4215,2,-2.4146075
354,XLOC_000396,0.0390648,1,-6.9799595
355,XLOC_000397,0.0,0,-6.9799595
356,XLOC_000398,0.0,0,-6.9799595
357,XLOC_000399,0.0,0,-6.9799595
358,XLOC_000400,0.0,0,-6.9799595
359,XLOC_000401,0.0420161,1,-6.9799595
360,XLOC_000403,92.8442,3,-5.219119
361,XLOC_000404,0.0,0,-6.9799595
362,XLOC_000405,0.456719,1,-6.9799595
363,XLOC_000406,11.315,2,-4.828386
364,XLOC_000407,0.0,0,-6.9799595
365,XLOC_000408,7.6761,2,-6.132919
366,XLOC_000409,0.0,0,-6.9799595
367,XLOC_000410,32.5391,3,-6.645562
368,XLOC_000411,0.0,0,-6.9799595
369,XLOC_000412,53.2904,3,-6.9799595
370,XLOC_000413,38.7378,3,-4.361952
371,XLOC_000414,8.46703,2,-4.721026
372,XLOC_000415,17.656,3,-3.7389712
373,XLOC_000416,6.90639,2,-5.2666535
374,XLOC_000417,0.0,0,-6.9206367
375,XLOC_000418,6.8974,2,-6.004413
376,XLOC_000419,0.0823188,1,-6.9799595
377,XLOC_000420,104.052,3,-5.0842886
378,XLOC_000421,0.0,0,-6.9799595
379,XLOC_000423,7.22294,2,-5.800915
380,XLOC_000424,0.0643091,1,-4.7756543
381,XLOC_000425,0.0,0,-6.9799595
382,XLOC_000426,33.1082,3,-6.8551097
383,XLOC_000427,25.1426,3,-4.8941364
384,XLOC_000428,4.77687,2,-4.3000765
385,XLOC_000429,81.6833,3,-6.9799595
386,XLOC_000430,1.62062,2,-3.7066982
387,XLOC_000431,13.4782,3,-6.9799595
388,XLOC_000432,0.0,0,-6.9799595
389,XLOC_000433,0.0,0,-6.9799595
390,XLOC_000434,0.0,0,-6.9799595
391,XLOC_000435,15.2671,3,-4.1653867
392,XLOC_000438,4.94691,2,-4.1537585
393,XLOC_000439,4.87224,2,-3.9406016
394,XLOC_000440,0.0,0,-6.9799595
395,XLOC_000444,6.33662,2,-5.9157357
396,XLOC_000445,18.0819,3,-3.9323123
397,XLOC_000446,3.34477,2,-6.9799595
398,XLOC_000447,3.90843,2,-4.547677
399,XLOC_000448,0.92021,1,-6.9799595
400,XLOC_000449,28.7819,3,-5.0527663
401,XLOC_000450,1.37359,2,-3.5031736
402,XLOC_000451,6.94836,2,-5.118573
403,XLOC_000452,0.022237,1,-6.86381
404,XLOC_000453,4.50815,2,-6.6715603
405,XLOC_000454,2.23246,2,-6.6715603
406,XLOC_000455,2.03669,2,-6.6715603
407,XLOC_000456,32.727,3,-4.436121
408,XLOC_000457,0.970146,1,-7.082441
409,XLOC_000458,0.0481977,1,-6.9799595
410,XLOC_000459,0.102471,1,-6.9799595
411,XLOC_000460,8.71239,2,-6.087788
412,XLOC_000461,48.6022,3,-5.9541254
413,XLOC_000462,1.65636,2,-6.9799595
414,XLOC_000463,27.6502,3,-4.4591746
415,XLOC_000464,0.0137091,0,-6.9799595
416,XLOC_000465,0.0,0,-6.9799595
417,XLOC_000466,0.0,0,-6.9799595
418,XLOC_000467,0.0,0,-6.9799595
419,XLOC_000468,13.0079,3,-5.6608806
420,XLOC_000469,0.0,0,-6.9799595
421,XLOC_000470,5475.9,3,-6.9799595
422,XLOC_000471,44.1261,3,-6.079243
423,XLOC_000472,0.0,0,-6.9799595
424,XLOC_000474,0.00557245,0,-6.9799595
425,XLOC_000475,0.0,0,-6.9799595
426,XLOC_000476,67.483,3,-6.9799595
427,XLOC_000477,4.35703,2,-4.28368
428,XLOC_000478,13.2085,3,-2.472742
429,XLOC_000480,0.0,0,-6.9799595
430,XLOC_000482,6.21198,2,-3.892821
431,XLOC_000484,5.27784,2,-5.1899843
432,XLOC_000485,26.4901,3,-4.3895755
433,XLOC_000486,0.0,0,-6.9799595
434,XLOC_000487,46.4472,3,-4.511476
435,XLOC_000488,103.211,3,-4.511476
436,XLOC_000489,0.0170887,1,-6.67436
437,XLOC_000490,0.0,0,-6.9799595
438,XLOC_000492,0.0,0,-6.9799595
439,XLOC_000493,5.72192,2,-5.385922
440,XLOC_000494,0.920658,1,-5.4952965
441,XLOC_000495,9.58579,2,-5.4952965
442,XLOC_000496,24.0281,3,-4.7121053
443,XLOC_000497,0.0846917,1,-6.9799595
444,XLOC_000498,0.0,0,-6.9799595
445,XLOC_000499,0.0830178,1,-6.9799595
446,XLOC_000500,6.56271,2,-6.9799595
447,XLOC_000501,4.1697,2,-3.975721
448,XLOC_000502,0.0456051,1,-6.0823193
449,XLOC_000503,0.0,0,-6.9799595
450,XLOC_000504,18.2912,3,-6.271686
451,XLOC_000505,0.175381,1,-6.271686
452,XLOC_000506,0.647069,1,-6.271686
453,XLOC_000507,0.115911,1,-6.9799595
454,XLOC_000508,4.4787,2,-5.8769145
455,XLOC_000509,0.0468583,1,-6.9799595
456,XLOC_000510,0.0,0,-6.9799595
457,XLOC_000511,0.0,0,-6.9799595
458,XLOC_000513,17.3319,3,-3.4981968
459,XLOC_000514,60.2093,3,-2.8609328
460,XLOC_000515,0.0,0,-2.8609328
461,XLOC_000516,7.17645,2,-5.55689
462,XLOC_000517,22.2375,3,-4.049789
463,XLOC_000518,0.0,0,-6.9799595
464,XLOC_000519,0.0423925,1,-6.9799595
465,XLOC_000521,6.43881,2,-4.828808
466,XLOC_000522,0.10973,1,-6.907408
467,XLOC_000523,26.8509,3,-7.082441
468,XLOC_000524,25.0313,3,-6.4190288
469,XLOC_000525,5.90059,2,-6.048932
470,XLOC_000527,0.0,0,-6.9799595
471,XLOC_000528,0.0400535,1,-7.082441
472,XLOC_000529,0.606088,1,-4.847711
473,XLOC_000530,0.0,0,-6.9799595
474,XLOC_000531,9.50549,2,-6.9799595
475,XLOC_000532,929.506,3,-4.832434
476,XLOC_000533,0.0,0,-4.832434
477,XLOC_000534,0.0,0,-4.832434
478,XLOC_000535,16.0812,3,-2.9473567
479,XLOC_000536,4.01408,2,-4.2671695
480,XLOC_000537,26.3733,3,-4.2671695
481,XLOC_000538,18.9931,3,-3.6866515
482,XLOC_000539,12.0453,2,-2.415522
483,XLOC_000540,0.0,0,-2.415522
484,XLOC_000541,0.0,0,-2.415522
485,XLOC_000543,64.152,3,-3.8124895
486,XLOC_000544,4.2384,2,-4.552789
487,XLOC_000546,17.2508,3,-6.2653627
488,XLOC_000548,6.17769,2,-4.638566
489,XLOC_000554,16.9595,3,-5.9662685
490,XLOC_000555,0.0,0,-6.9799595
491,XLOC_000556,0.00982372,0,-6.9799595
492,XLOC_000557,16.6782,3,-3.9154477
493,XLOC_000558,9.18426,2,-5.3433657
494,XLOC_000559,46.546,3,-4.5622916
495,XLOC_000560,8.25586,2,-2.564996
496,XLOC_000561,21.0285,3,-3.5479283
497,XLOC_000562,0.0,0,-3.5479283
498,XLOC_000563,1.70305,2,-6.9799595
499,XLOC_000564,0.0148986,0,-6.9799595
500,XLOC_000565,0.0,0,-6.9799595
501,XLOC_000566,9.27441,2,-4.5414486
502,XLOC_000567,2.8063,2,-0.026198253
503,XLOC_000568,0.0,0,-6.9144325
504,XLOC_000569,0.0,0,-6.9799595
505,XLOC_000570,5.99405,2,-5.874781
506,XLOC_000571,0.0,0,-5.874781
507,XLOC_000572,0.0,0,-5.874781
508,XLOC_000573,0.0,0,-5.874781
509,XLOC_000577,15.6176,3,-4.9830112
510,XLOC_000578,0.0744665,1,-6.9799595
511,XLOC_000580,0.0,0,-6.9799595
512,XLOC_000581,1.06829,1,-6.8400335
513,XLOC_000582,18.9655,3,-5.3450646
514,XLOC_000583,0.0,0,-6.9799595
515,XLOC_000584,16.0867,3,-2.7896147
516,XLOC_000585,0.0,0,-5.636298
517,XLOC_000586,6.00249,2,-5.636298
518,XLOC_000587,16.2018,3,-5.988456
519,XLOC_000589,0.134779,1,-6.9799595
520,XLOC_000590,80.984,3,-5.9939523
521,XLOC_000591,2.49262,2,-6.7875786
522,XLOC_000592,0.170266,1,-6.807676
523,XLOC_000593,1.08083,1,-6.602207
524,XLOC_000594,2.46103,2,-5.065728
525,XLOC_000595,0.0131354,0,-6.9799595
526,XLOC_000596,26.6451,3,-6.9799595
527,XLOC_000597,11.3212,2,-6.9799595
528,XLOC_000598,12.1479,2,-6.3732376
529,XLOC_000599,4.21561,2,-6.8359575
530,XLOC_000600,0.522738,1,-6.8359575
531,XLOC_000601,0.0,0,-6.9799595
532,XLOC_000602,0.0412174,1,-6.9799595
533,XLOC_000603,5.71592,2,-4.827159
534,XLOC_000604,32.1788,3,-6.3356476
535,XLOC_000605,9.01243,2,-6.7394
536,XLOC_000606,0.0,0,-6.7394
537,XLOC_000608,0.0,0,-6.9799595
538,XLOC_000609,0.025931,1,-6.9799595
539,XLOC_000610,0.628994,1,-6.9799595
540,XLOC_000611,9.50393,2,-5.4863997
541,XLOC_000612,0.223099,1,-5.7156525
542,XLOC_000613,0.0,0,-6.9799595
543,XLOC_000615,0.0,0,-6.9799595
544,XLOC_000616,22.0642,3,-5.2426486
545,XLOC_000617,0.232211,1,-6.9799595
546,XLOC_000619,0.0,0,-6.9799595
547,XLOC_000620,0.373128,1,-6.876866
548,XLOC_000621,0.140106,1,-4.1457024
549,XLOC_000622,101.184,3,-4.1457024
550,XLOC_000623,0.348552,1,-6.9799595
551,XLOC_000624,0.0,0,-6.9799595
552,XLOC_000625,30.096,3,-6.9799595
553,XLOC_000626,9.87524,2,-6.2163544
554,XLOC_000630,3.24191,2,-1.9074302
555,XLOC_000631,0.229331,1,-6.9799595
556,XLOC_000632,69.9618,3,-6.7394
557,XLOC_000633,17.4969,3,-6.9799595
558,XLOC_000634,0.0,0,-6.9799595
559,XLOC_000636,0.40844,1,-4.788859
560,XLOC_000637,1.8528,2,-4.788859
561,XLOC_000639,4.54498,2,-5.373973
562,XLOC_000640,3.44411,2,-4.8569093
563,XLOC_000641,4.32961,2,-3.919588
564,XLOC_000642,13.5853,3,1.1226417
565,XLOC_000643,3.20182,2,-6.0632753
566,XLOC_000644,0.0,0,-6.9799595
567,XLOC_000645,0.0,0,-6.9799595
568,XLOC_000646,6.11547,2,-5.310817
569,XLOC_000647,1.86054,2,-3.4464412
570,XLOC_000648,1.39825,2,-3.6071508
571,XLOC_000649,242.145,3,-6.645562
572,XLOC_000650,1.87644,2,-5.9811034
573,XLOC_000652,0.0,0,-6.9799595
574,XLOC_000653,3.06707,2,-3.7451177
575,XLOC_000654,0.0,0,-6.9799595
576,XLOC_000655,8.52065,2,-3.0856705
577,XLOC_000656,0.0,0,-3.0856705
578,XLOC_000657,11.1026,2,-4.6181207
579,XLOC_000658,0.0244386,1,-6.8742733
580,XLOC_000659,21.3658,3,-5.4982324
581,XLOC_000660,6.21838,2,-5.7062063
582,XLOC_000662,0.334225,1,-6.9799595
583,XLOC_000663,0.0,0,-6.9799595
584,XLOC_000664,0.0,0,-6.9799595
585,XLOC_000668,0.00811696,0,-5.4431586
586,XLOC_000669,1.07958,1,-5.4431586
587,XLOC_000670,113.997,3,-6.9799595
588,XLOC_000671,1.6711,2,-6.9799595
589,XLOC_000681,0.5899,1,-6.9206367
590,XLOC_000682,0.287353,1,-6.9799595
591,XLOC_000684,2.2831,2,-5.103424
592,XLOC_000685,0.216617,1,-5.814499
593,XLOC_000686,0.303486,1,-6.9799595
