,gene_id,value_1,y,scores
292,XLOC_000332,0.0,0,-3.2478762
293,XLOC_000333,0.020878,0,-6.970554
294,XLOC_000334,22.4639,1,-5.38354
295,XLOC_000335,1.97771,1,-7.112543
296,XLOC_000336,0.1889,0,-7.112543
297,XLOC_000338,0.431812,0,-6.970554
298,XLOC_000339,0.361531,0,-6.7054825
299,XLOC_000340,25.2336,1,-3.287451
300,XLOC_000341,0.346404,0,-3.287451
301,XLOC_000342,0.803882,0,-6.7054825
302,XLOC_000343,0.0484491,0,-6.7054825
303,XLOC_000344,25.8958,1,-3.0671678
304,XLOC_000345,397.223,1,-0.9718096
305,XLOC_000346,7.71497,1,-5.3082404
306,XLOC_000347,1.69763,1,-5.962564
307,XLOC_000348,4.62488,1,-0.96209115
308,XLOC_000349,0.0774845,0,-6.6814594
309,XLOC_000350,0.555752,0,-6.970554
310,XLOC_000351,0.0231881,0,-6.970554
311,XLOC_000352,0.0218113,0,-6.970554
312,XLOC_000353,0.302419,0,-6.970554
313,XLOC_000354,0.107899,0,-6.970554
314,XLOC_000355,39.9207,1,-3.3227139
315,XLOC_000356,2.62551,1,-3.6026883
316,XLOC_000357,0.268027,0,-3.6026883
317,XLOC_000358,34.9534,1,-6.970554
318,XLOC_000359,10.6416,1,-2.0683763
319,XLOC_000360,5.1564,1,-5.9895935
320,XLOC_000361,7.28429,1,-2.1345181
321,XLOC_000362,12.5184,1,-6.166269
322,XLOC_000363,89.7514,1,-6.0129585
323,XLOC_000364,28.5578,1,-5.57619
324,XLOC_000365,2.36425,1,-6.058949
325,XLOC_000366,0.110797,0,-6.058949
326,XLOC_000367,0.0112799,0,-6.970554
327,XLOC_000368,10.2515,1,-5.434054
328,XLOC_000369,22.5788,1,-5.023802
329,XLOC_000370,0.0,0,-5.554495
330,XLOC_000371,21.7924,1,-3.5545244
331,XLOC_000372,1280.87,1,-4.6218696
332,XLOC_000373,0.0,0,-4.6218696
333,XLOC_000374,0.0,0,-4.6218696
334,XLOC_000375,0.0,0,-4.6218696
335,XLOC_000376,0.0,0,-4.6218696
336,XLOC_000377,7.18257,1,-5.8922677
337,XLOC_000378,2.20881,1,-5.8922677
338,XLOC_000379,64.4972,1,1.6370928
339,XLOC_000380,0.303308,0,-6.970554
340,XLOC_000381,0.0968645,0,-6.970554
341,XLOC_000382,7.86301,1,-5.1977015
342,XLOC_000383,5.04262,1,-2.8888094
343,XLOC_000384,58.7983,1,-5.207912
344,XLOC_000385,69.591,1,-5.2477474
345,XLOC_000386,33.9583,1,-1.5146658
346,XLOC_000387,12.1527,1,-6.970554
347,XLOC_000388,0.0,0,-6.970554
348,XLOC_000389,1.95182,1,-6.970554
349,XLOC_000390,0.0251358,0,-6.970554
350,XLOC_000391,0.143557,0,-6.970554
351,XLOC_000392,10.3176,1,-2.2424774
352,XLOC_000393,283.186,1,-2.2424774
353,XLOC_000394,10.4215,1,-3.4398398
354,XLOC_000396,0.0390648,0,-6.970554
355,XLOC_000397,0.0,0,-6.970554
356,XLOC_000398,0.0,0,-6.970554
357,XLOC_000399,0.0,0,-6.970554
358,XLOC_000400,0.0,0,-6.970554
359,XLOC_000401,0.0420161,0,-6.970554
360,XLOC_000403,92.8442,1,-4.00708
361,XLOC_000404,0.0,0,-6.970554
362,XLOC_000405,0.456719,0,-6.970554
363,XLOC_000406,11.315,1,-2.9453592
364,XLOC_000407,0.0,0,-6.970554
365,XLOC_000408,7.6761,1,-6.3393154
366,XLOC_000409,0.0,0,-6.970554
367,XLOC_000410,32.5391,1,-5.4381375
368,XLOC_000411,0.0,0,-6.8476286
369,XLOC_000412,53.2904,1,-6.970554
370,XLOC_000413,38.7378,1,-3.4761026
371,XLOC_000414,8.46703,1,-5.048605
372,XLOC_000415,17.656,1,-0.8484253
373,XLOC_000416,6.90639,1,-5.9618134
374,XLOC_000417,0.0,0,-6.3727283
375,XLOC_000418,6.8974,1,-3.946807
376,XLOC_000419,0.0823188,0,-6.970554
377,XLOC_000420,104.052,1,-5.947048
378,XLOC_000421,0.0,0,-6.822328
379,XLOC_000423,7.22294,1,-5.027088
380,XLOC_000424,0.0643091,0,-5.0437512
381,XLOC_000425,0.0,0,-6.970554
382,XLOC_000426,33.1082,1,-6.3727283
383,XLOC_000427,25.1426,1,-3.8573616
384,XLOC_000428,4.77687,1,-4.2955074
385,XLOC_000429,81.6833,1,-6.970554
386,XLOC_000430,1.62062,1,-2.9552958
387,XLOC_000431,13.4782,1,-6.970554
388,XLOC_000432,0.0,0,-6.970554
389,XLOC_000433,0.0,0,-6.970554
390,XLOC_000434,0.0,0,-6.970554
391,XLOC_000435,15.2671,1,-3.6878748
392,XLOC_000438,4.94691,1,-2.4603524
393,XLOC_000439,4.87224,1,-4.5007424
394,XLOC_000440,0.0,0,-6.970554
395,XLOC_000444,6.33662,1,-4.3511353
396,XLOC_000445,18.0819,1,-2.4451115
397,XLOC_000446,3.34477,1,-6.970554
398,XLOC_000447,3.90843,1,-3.905614
399,XLOC_000448,0.92021,0,-6.970554
400,XLOC_000449,28.7819,1,-2.2286012
401,XLOC_000450,1.37359,1,-3.7510862
402,XLOC_000451,6.94836,1,-4.5720644
403,XLOC_000452,0.022237,0,-6.970554
404,XLOC_000453,4.50815,1,-4.8588834
405,XLOC_000454,2.23246,1,-4.8588834
