train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
0.46,0.49,0.65,49.44,79.32,80.41,0.49,0.79,0.8,0.49,0.5,0.62,52.11,78.02,78.71,0.52,0.78,0.79,79.69,0.8
