histone_marker,val_accuracy_mean,val_accuracy_std,test_accuracy_mean,test_accuracy_std
H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,70.73832,6.973364235933756,74.0,4.582575694955842
H3K9ac-H3K9me3-H3K27ac,71.41578,3.2084364427240915,73.8,7.293833011524188
H3K4me3-H3K9ac-H3K9me3-H3K27ac,73.13111999999998,5.885243838363876,73.8,4.207136793592525
H3K9ac-H3K9me3-H3K27ac-H3K27me3,71.20448000000002,4.006662382457506,73.6,7.368853370776217
H3K9me3-H3K27ac,71.58811999999999,5.216984690125131,73.4,5.319774431308153
H3K4me3-H3K9me3-H3K27me3,71.28116,3.0650145820207793,73.4,3.7815340802378064
H3K9ac-H3K27ac,71.7106,4.464139196418499,73.2,6.833739825307955
H3K4me3-H3K9ac-H3K27ac,72.34172,4.8704588179143835,73.2,5.069516742254629
H3K4me3-H3K9ac-H3K27me3,70.56143999999999,5.691043278081791,73.0,3.240370349203931
H3K4me3-H3K9ac-H3K27ac-H3K27me3,72.00618,3.8385032274312296,73.0,5.830951894845301
H3K4me3-H3K9me3-H3K27ac,71.23242,5.652526936424103,73.0,5.291502622129181
H3K9ac-H3K27ac-H3K27me3,71.40462,3.525775037775383,72.8,7.463243262818117
H3K27ac,71.82235999999999,4.643802111201552,72.8,6.6858058601787125
H3K4me3-H3K9ac-H3K9me3,70.60510000000001,4.981067993914556,72.4,4.827007354458867
H3K4me3-H3K27ac,72.79141999999999,5.742351752722921,72.4,5.176871642217914
H3K27ac-H3K27me3,72.22362000000001,6.030681301229571,72.4,8.142481194328912
H3K4me3,70.90922,3.0753443867313504,72.4,3.781534080237805
H3K4me3-H3K9me3,70.65647999999999,4.058267765562046,72.0,3.5355339059327378
H3K4me3-H3K27me3,70.76812,4.215831512525138,72.0,5.431390245600108
H3K4me3-H3K9ac-H3K9me3-H3K27me3,70.01061999999999,4.039222185891735,72.0,4.898979485566357
H3K4me3-H3K27ac-H3K27me3,71.34688,5.699786863295856,72.0,4.0620192023179795
H3K4me3-H3K9me3-H3K27ac-H3K27me3,72.37084,4.740047945749071,71.4,6.1886993787063185
H3K4me3-H3K9ac,71.78115999999999,4.6790205634299165,71.4,5.319774431308153
H3K9ac-H3K9me3,69.91512,4.475822502289384,71.4,7.956129712366432
H3K9me3-H3K27ac-H3K27me3,70.33686,4.40552181109117,71.2,7.791020472312981
H3K9ac,68.78626,4.71053935531803,71.0,8.860022573334675
H3K9ac-H3K27me3,70.79656,4.833494787728648,70.2,7.91833315793166
H3K9ac-H3K9me3-H3K27me3,70.77382,5.53354375350914,70.0,7.582875444051551
H3K27me3,50.096,6.9125270343051834,52.4,6.4265076052238514
H3K9me3-H3K27me3,48.39254,6.1444557739477625,51.4,6.3874877690685254
H3K9me3,48.40706,4.307050233976846,50.6,5.683308895353129
