histone_marker,val_accuracy_mean,val_accuracy_std,test_accuracy_mean,test_accuracy_std
H3K9ac-H3K9me3-H3K27ac-H3K27me3,73.6559,1.3849799818047952,74.08000000000001,1.08027774206451
H3K9ac-H3K27ac-H3K27me3,73.52056000000002,1.3263370039322575,74.02000000000001,0.7791020472312955
H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,74.08403999999999,2.146478118453577,73.97999999999999,0.6260990336999431
H3K9ac-H3K9me3-H3K27ac,73.55582,1.2938987255577603,73.96,1.1238327277669022
H3K4me3-H3K9me3-H3K27ac,73.4632,1.9994446441449678,73.84,0.5412947441089735
H3K4me3-H3K27ac-H3K27me3,73.5458,1.9334341455037942,73.84,0.6693280212272661
H3K4me3-H3K9ac-H3K27ac-H3K27me3,74.0346,1.9872695992240188,73.83999999999999,0.8384509526501882
H3K4me3-H3K9ac-H3K9me3-H3K27ac,73.92952,2.0654841652745684,73.78,0.5069516742254665
H3K9ac-H3K27ac,73.44200000000001,1.219798784636222,73.78,0.9176055797563576
H3K4me3-H3K9ac-H3K27ac,73.79910000000001,1.9162448760531587,73.7,0.5958187643906487
H3K9me3-H3K27ac-H3K27me3,72.04972000000001,2.03236380035662,73.66,1.4707141122597542
H3K27ac-H3K27me3,72.43196,2.033217771907379,73.38,1.47715943621533
H3K4me3-H3K9me3-H3K27ac-H3K27me3,73.5049,2.390046293484709,73.34,1.1502173707608474
H3K4me3-H3K27ac,73.7914,2.1199308703351645,73.28,0.5263078946776338
H3K4me3-H3K9ac-H3K27me3,73.4835,1.9298108288119837,73.1,0.6892024376045155
H3K27ac,72.08207999999999,2.230114735164989,73.02,0.9602083107326234
H3K9me3-H3K27ac,71.89734000000001,2.1747656765729917,73.0,1.5572411502397439
H3K4me3-H3K9ac-H3K9me3-H3K27me3,73.52162,1.5407101859207661,72.74000000000001,0.6228964600958946
H3K4me3-H3K9ac,73.39081999999999,1.5360460139592218,72.64000000000001,0.6107372593841015
H3K4me3-H3K9ac-H3K9me3,73.41214,1.7328036582371382,72.36,0.6767569726275445
H3K4me3-H3K27me3,72.84398,1.4666012825577386,71.98,1.2296340919151598
H3K4me3-H3K9me3,72.76169999999999,1.2674342547051463,71.82000000000001,0.4438468204234464
H3K9ac-H3K27me3,72.10316,1.0639791482919179,71.66,1.5852444606432186
H3K4me3-H3K9me3-H3K27me3,72.79986,1.5424746863400998,71.64000000000001,0.4722287581247052
H3K4me3,72.45806,1.553570041227623,71.62,0.6099180272790753
H3K9ac-H3K9me3-H3K27me3,72.11128,1.4488612311053133,71.6,1.4525839046333968
H3K9ac,71.9412,1.4311969466149637,71.46,1.532318504750236
H3K9ac-H3K9me3,71.93289999999999,1.507742202765448,71.3,1.6109003693586987
H3K9me3-H3K27me3,50.7856,1.2801727617786602,52.7,0.8215838362577492
H3K9me3,49.212599999999995,0.8793112645701735,51.36,1.230040649734798
H3K27me3,49.294799999999995,1.3810866011948704,50.38,1.000999500499375
