model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
RandomForest,456,H3K4me3-H3K9me3-H3K27me3,,78.6,0.8651,76.0,0.8587,0.849,0.7825,0.7093,0.7441,0.84
RandomForest,789,H3K4me3-H3K9me3-H3K27me3,,77.3,0.8557,74.8,0.8345,0.8288,0.7618,0.699,0.729,0.801
RandomForest,1011,H3K4me3-H3K27ac-H3K27me3,,76.5,0.8493,75.9,0.8712,0.8718,0.7755,0.6994,0.7355,0.813
RandomForest,123,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8852,76.1,0.8481,0.8511,0.7837,0.7262,0.7539,0.861
RandomForest,42,H3K4me3-H3K27ac-H3K27me3,,79.3,0.8733,78.5,0.8697,0.857,0.8013,0.7475,0.7734,0.845
RandomForest,456,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8733,79.2,0.8731,0.8647,0.8156,0.7459,0.7792,0.863
RandomForest,789,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8718,77.8,0.8651,0.8623,0.7942,0.732,0.7618,0.818
RandomForest,1011,H3K9ac-H3K9me3-H3K27ac,,77.8,0.8565,78.2,0.8812,0.8693,0.8071,0.7161,0.7588,0.804
RandomForest,123,H3K9ac-H3K9me3-H3K27ac,,79.4,0.8891,75.8,0.8389,0.8383,0.7898,0.7083,0.7469,0.829
RandomForest,42,H3K9ac-H3K9me3-H3K27ac,,78.7,0.8706,79.3,0.8715,0.8567,0.817,0.7454,0.7796,0.819
RandomForest,456,H3K9ac-H3K9me3-H3K27ac,,78.2,0.8678,78.1,0.8711,0.8604,0.8289,0.6992,0.7585,0.808
RandomForest,789,H3K9ac-H3K9me3-H3K27ac,,78.8,0.872,78.1,0.8684,0.8675,0.8167,0.7072,0.758,0.805
RandomForest,1011,H3K9ac-H3K9me3-H3K27me3,,76.8,0.8548,79.7,0.881,0.8757,0.8286,0.7265,0.7742,0.794
RandomForest,123,H3K9ac-H3K9me3-H3K27me3,,79.5,0.8891,74.9,0.8369,0.839,0.7686,0.7183,0.7426,0.84
RandomForest,42,H3K9ac-H3K9me3-H3K27me3,,78.6,0.8673,78.3,0.8734,0.8649,0.7903,0.7597,0.7747,0.846
RandomForest,456,H3K9ac-H3K9me3-H3K27me3,,78.2,0.8705,77.2,0.8726,0.8644,0.8113,0.6992,0.7511,0.824
RandomForest,789,H3K9ac-H3K9me3-H3K27me3,,78.5,0.8745,76.2,0.8557,0.8532,0.7865,0.699,0.7402,0.818
RandomForest,1011,H3K9ac-H3K27ac-H3K27me3,,76.3,0.8516,77.8,0.877,0.8717,0.8038,0.7098,0.7539,0.8
RandomForest,123,H3K9ac-H3K27ac-H3K27me3,,79.7,0.8888,76.0,0.8435,0.8495,0.7857,0.7202,0.7516,0.841
RandomForest,42,H3K9ac-H3K27ac-H3K27me3,,78.3,0.8675,79.0,0.8794,0.8721,0.8035,0.7576,0.7799,0.836
RandomForest,456,H3K9ac-H3K27ac-H3K27me3,,79.2,0.8718,77.6,0.8735,0.8662,0.8116,0.7093,0.757,0.828
