histone_marker,val_accuracy_mean,val_accuracy_std,test_accuracy_mean,test_accuracy_std
H3K4me3-H3K9me3-H3K27ac-H3K27me3,74.85498,1.5808718977197378,74.84,1.7686152775547297
H3K4me3-H3K27ac-H3K27me3,74.70277999999999,1.6542591550298271,74.66,1.2461942063739526
H3K4me3-H3K27ac,74.3544,1.795974587793492,74.64,1.2601587201618705
H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,75.04356,1.8226786587328059,74.56000000000002,1.6257306049896427
H3K9ac-H3K9me3-H3K27ac-H3K27me3,74.45188,1.5262151132785944,74.44,0.8264381404557761
H3K9ac-H3K27ac-H3K27me3,74.49423999999999,1.543803602470215,74.41999999999999,1.331164903383497
H3K4me3-H3K9ac-H3K27ac-H3K27me3,74.91126000000001,1.8370528892767366,74.4,1.4404860290887973
H3K4me3-H3K9ac-H3K9me3-H3K27ac,74.49343999999999,1.6858635125655905,74.35999999999999,0.9864076236526108
H3K9me3-H3K27ac-H3K27me3,73.7328,1.6053810139652227,74.34,1.5469324484281777
H3K4me3-H3K9me3-H3K27ac,74.5282,1.8821566406651677,74.3,1.067707825203132
H3K4me3-H3K9ac-H3K27ac,74.70214,2.036063318760001,74.2,0.9027735042633848
H3K27ac-H3K27me3,73.76148,1.8566065420546152,74.1,1.4195069566578382
H3K9ac-H3K27ac,73.73830000000001,1.5752370996138967,73.96000000000001,1.279843740462094
H3K9ac-H3K9me3-H3K27ac,74.05072,1.401556567534824,73.9,1.0606601717798307
H3K27ac,73.23128,1.892565743111713,73.84,1.0945318634009753
H3K9me3-H3K27ac,73.097,1.744366217283515,73.82000000000001,1.4237275020171472
H3K4me3-H3K9ac-H3K27me3,74.32726,1.481820103116436,73.7,0.9082951062292519
H3K4me3-H3K9ac,73.89516,1.6510020118097932,73.22,1.0329569206893336
H3K4me3-H3K9ac-H3K9me3-H3K27me3,74.3913,1.5244822366954638,73.04,0.8018728078691796
H3K4me3-H3K9ac-H3K9me3,73.78464,1.4697676646327515,72.96000000000001,0.5770615218501379
H3K9ac-H3K27me3,73.339,1.3473126957020778,72.85999999999999,1.1349008767288848
H3K9ac-H3K9me3-H3K27me3,73.12827999999999,1.2877050485262567,72.84,1.3240090634130817
H3K4me3-H3K27me3,74.23182,1.846782535113429,72.44,1.3240090634130899
H3K4me3-H3K9me3-H3K27me3,74.2658,2.036641906423417,72.36,1.4892951352905206
H3K9ac-H3K9me3,72.03209999999999,0.7298837886951604,72.24000000000001,1.035857133006291
H3K9ac,72.3552,1.0071726267130179,72.12,1.7340703561274589
H3K4me3,73.30142000000001,1.4573471075896764,72.04,0.9126883367283701
H3K4me3-H3K9me3,73.34636,1.2571139061357974,71.7,0.6284902544988286
H3K9me3-H3K27me3,56.428999999999995,1.8388051827205616,56.339999999999996,1.184483009586885
H3K27me3,55.879200000000004,2.0922611452684388,55.839999999999996,0.6949820141557627
H3K9me3,48.9728,1.639105762298458,49.919999999999995,1.010940156488008
