gene_id,E000,E003,E004,E005,E006,E007,E011,E012,E013,E016,E024,E027,E028,E037,E038,E047,E050,E053,E054,E055,E056,E057,E058,E059,E061,E062,E065,E066,E070,E071,E079,E082,E084,E085,E087,E094,E095,E096,E097,E098,E100,E104,E105,E106,E109,E112,E113,E114,E116,E117,E118,E119,E120,E122,E123,E127,E128
ENSG00000004799,11.489,0.044,0.051,0.058,5.924,0.003,0.325,0.041,0.952,0.007,0.019,18.766,0.124,0.324,0.104,0.206,0.899,0.261,0.336,0.061,0.075,0.004,0.009,11.249,4.027,13.571,131.464,209.055,2.199,25.535,64.912,0.56,6.089,4.563,264.289,165.341,422.829,27.777,189.063,106.046,1795.88,116.744,319.479,37.805,89.593,133.951,50.41,13.661,0.021,102.066,0.025,0.0,0.181,0.64,0.055,0.001,0.095
ENSG00000004809,0.0,0.002,0.003,0.057,0.0,0.001,0.0,0.018,0.008,0.008,0.032,0.005,0.002,0.084,0.068,0.065,7.564,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.005,0.594,0.234,0.014,0.022,0.061,0.094,0.009,0.031,0.031,0.324,0.0,0.076,0.078,0.085,0.0,0.015,0.006,0.039,0.093,0.088,0.518,0.088,0.002,0.0,0.0,0.031,0.008,0.004,0.0,0.0,0.007,0.003
ENSG00000004838,0.621,0.105,0.036,0.087,0.106,0.398,0.535,0.493,0.16,0.115,0.124,0.286,0.025,0.401,0.392,0.468,0.665,1.285,0.943,0.211,0.163,0.173,0.069,0.871,0.572,0.576,0.477,0.165,1.353,5.723,0.226,1.101,0.358,0.152,0.325,0.52,0.096,10.3,0.225,5.079,0.215,0.121,0.146,0.231,0.206,1.542,0.714,0.119,0.207,0.08,0.401,0.096,0.126,0.085,0.665,0.038,0.128
ENSG00000004846,0.925,0.001,0.002,0.001,0.011,0.0,0.006,0.003,0.0,0.013,0.0,0.004,0.005,0.005,0.005,0.013,0.205,0.035,0.004,0.0,0.0,0.008,0.065,23.628,55.457,0.0,0.025,0.0,0.006,0.006,0.002,0.004,0.005,0.009,0.0,0.021,0.0,0.006,0.006,0.011,0.0,0.002,0.0,0.012,0.0,0.05,0.005,0.0,0.001,0.0,0.001,0.002,0.001,0.001,0.0,0.0,0.0
ENSG00000004848,0.127,0.033,0.036,0.016,0.0,1.577,0.081,3.05,0.005,0.016,0.229,0.048,0.024,0.015,0.015,0.0,0.0,34.347,17.225,0.004,0.0,0.007,0.0,0.0,0.003,0.0,0.0,0.009,129.787,3.751,0.005,20.404,1.235,0.975,22.09,1.571,0.0,0.693,98.311,4.012,2.297,0.0,0.0,0.116,0.367,0.1,0.0,0.737,0.0,0.0,0.0,0.0,0.247,0.004,0.005,0.001,0.0
ENSG00000004864,21.753,29.395,50.709,16.791,14.043,24.139,43.515,37.783,23.131,47.993,30.14,6.666,12.647,7.102,5.784,4.191,12.367,12.488,13.6,3.003,3.658,11.348,18.161,23.094,28.166,7.879,9.315,64.671,2.976,7.806,4.832,1.985,21.307,22.487,11.854,10.799,7.304,6.35,7.92,5.088,5.585,3.164,6.875,14.914,21.493,8.592,8.752,32.578,17.657,27.175,27.61,18.432,10.0,10.057,37.811,18.924,7.876
ENSG00000004866,10.209,5.637,4.29,5.146,7.278,1.257,5.075,1.926,4.663,3.905,6.611,6.929,5.513,2.067,0.85,1.088,9.959,3.906,4.99,6.234,6.277,5.878,7.135,9.947,17.01,2.015,8.767,11.889,15.191,3.953,2.833,11.741,5.343,5.89,13.425,5.558,7.986,15.112,5.447,4.705,2.36,8.902,8.65,2.417,4.827,3.49,3.744,7.396,18.465,19.429,5.664,5.467,3.302,7.127,13.052,5.338,7.214
ENSG00000004897,21.992,15.199,21.239,18.318,26.255,29.391,24.808,24.415,22.917,23.039,13.768,14.719,21.982,14.832,15.036,14.233,15.058,8.261,9.822,17.609,12.316,10.577,24.696,6.424,13.442,11.765,13.773,7.817,8.278,12.837,9.217,7.42,12.747,11.647,16.099,13.258,13.296,12.796,12.276,7.825,27.4,12.236,11.57,11.097,13.541,17.776,16.056,39.328,43.899,39.059,16.708,23.666,31.763,16.508,38.994,24.617,36.414
ENSG00000004939,0.457,0.027,0.015,0.008,0.001,0.012,0.0,0.022,0.0,0.006,0.021,0.009,0.009,0.008,0.01,0.051,0.091,0.0,0.0,0.002,0.0,0.004,0.0,0.0,0.0,0.381,0.26,0.069,2.384,1.106,0.006,0.421,4.919,0.684,0.0,0.034,0.009,0.069,0.008,0.04,0.016,0.013,0.004,0.025,0.006,0.185,6.37,0.008,0.002,0.003,0.014,0.0,0.0,0.0,0.613,0.003,0.0
ENSG00000004948,0.603,2.474,15.284,2.191,0.0,0.031,1.723,0.243,0.177,1.095,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.0,0.245,0.04,0.0,0.014,0.0,0.016,0.181,0.312,0.105,0.032,0.0,0.043,0.016,0.013,0.646,0.022,0.011,0.014,0.004,0.084,0.003,0.049,0.0,0.013,0.0,0.0,0.011,0.005,0.049,0.0,0.0
ENSG00000004961,17.243,17.444,26.159,13.048,18.295,12.414,11.152,11.182,10.788,16.989,15.474,26.073,24.659,4.192,3.97,4.178,5.966,6.316,6.037,11.276,13.387,18.296,20.87,15.066,17.502,5.023,23.92,14.767,4.479,5.639,9.197,4.5,13.451,12.404,9.584,16.111,36.0,10.419,7.738,4.483,43.019,40.125,32.902,16.44,15.151,12.428,17.585,22.413,24.868,63.143,8.79,16.044,16.891,8.443,29.827,24.026,18.543
ENSG00000004975,30.921,17.146,19.658,21.296,26.297,37.226,45.365,38.142,31.484,31.465,28.484,31.902,10.541,11.309,14.522,17.66,24.831,35.738,33.663,45.945,42.721,36.298,24.893,53.0,48.921,12.424,7.419,4.238,35.619,11.354,25.784,18.835,19.58,20.502,15.102,14.973,8.962,18.867,40.013,21.099,12.332,11.108,10.652,17.151,15.353,21.943,21.731,4.342,1.576,3.576,4.903,6.108,4.038,10.831,2.622,3.242,5.072
ENSG00000005001,0.942,1.395,0.371,1.269,0.007,0.0,0.087,0.003,0.043,0.195,1.545,40.222,10.777,0.503,0.017,0.392,0.0,0.0,0.0,0.074,0.015,1.433,0.843,0.027,0.0,0.587,1.945,0.078,0.01,0.021,167.264,0.0,0.26,0.377,12.825,32.212,0.006,28.409,0.086,75.017,0.004,0.008,0.0,12.097,3.288,3.012,0.127,0.027,0.0,0.065,0.261,2.912,0.003,0.0,0.032,2.185,0.013
ENSG00000005007,35.532,24.352,25.557,30.567,13.351,16.458,28.472,30.003,23.116,29.951,34.871,40.879,29.164,42.919,33.439,39.434,19.936,44.109,40.51,42.722,43.306,49.167,36.216,29.073,27.476,33.84,18.198,17.488,21.555,21.829,39.809,32.147,32.596,34.924,27.395,33.47,28.165,44.787,39.097,58.671,28.103,28.125,26.319,47.269,38.756,44.408,55.537,8.89,8.25,6.588,17.216,42.643,21.725,32.714,18.591,21.468,15.083
ENSG00000005020,8.727,2.331,1.616,2.629,5.843,0.918,2.783,1.692,4.118,2.813,1.205,5.561,17.822,3.086,0.971,2.138,27.405,0.292,0.103,3.362,3.289,4.181,8.046,4.156,12.684,15.004,10.578,8.694,2.242,12.762,9.784,0.825,15.387,22.11,4.103,10.523,1.399,8.845,7.545,3.26,5.58,4.467,2.005,16.297,12.435,8.463,27.803,11.938,13.65,2.59,2.58,5.015,2.288,2.69,2.791,7.536,11.116
ENSG00000005022,346.322,281.732,341.017,174.936,149.952,207.128,163.79,152.346,203.358,302.221,216.665,222.305,255.248,127.908,115.297,130.188,281.327,154.26,178.005,225.274,346.608,416.011,312.196,688.793,494.349,173.817,404.128,345.41,189.3,87.172,144.539,65.27,283.575,316.165,272.515,624.194,271.659,150.343,122.154,136.82,40.94,97.882,317.962,693.443,641.201,177.178,209.504,453.809,245.466,363.616,308.007,579.936,217.723,453.416,401.333,331.893,200.428
ENSG00000005059,6.042,5.041,5.213,1.849,2.99,14.57,0.782,2.341,2.833,3.595,4.034,3.047,4.668,51.244,64.125,50.7,22.233,10.132,8.578,6.803,6.313,8.593,7.748,5.914,3.601,32.039,3.586,1.203,32.7,1.802,4.312,3.2,2.706,1.79,9.255,4.06,1.996,7.103,5.441,2.713,0.408,9.88,3.201,9.302,8.196,36.423,16.206,9.0,30.197,10.424,0.338,9.984,10.481,10.163,1.754,7.701,11.409
ENSG00000005073,3.676,0.0,0.0,1.519,1.163,0.0,0.045,0.0,1.451,0.067,0.0,0.024,0.038,0.0,0.0,0.02,0.031,0.0,0.0,12.909,13.651,0.125,0.17,1.07,0.551,0.0,0.0,0.0,0.0,0.0,14.272,0.0,0.0,0.022,0.0,0.0,0.007,0.015,0.122,0.08,0.715,0.0,0.0,5.283,0.006,0.031,0.0,0.512,0.0,3.909,0.025,0.101,7.602,12.557,0.009,0.114,0.086
ENSG00000005075,66.385,77.63,82.882,66.23,67.891,82.391,36.02,38.431,46.787,50.425,33.656,35.709,22.369,41.189,39.983,37.292,26.027,30.889,30.758,45.051,79.402,70.921,38.432,42.52,40.023,41.987,74.954,90.308,56.953,81.724,58.683,17.247,21.677,21.757,38.022,132.363,79.74,115.07,56.97,67.689,118.476,113.896,109.218,50.078,52.676,47.982,72.091,42.368,44.454,46.172,50.234,44.235,48.891,72.015,66.744,41.215,35.885
ENSG00000005100,15.638,33.483,48.327,7.143,6.735,14.485,12.41,20.636,9.197,30.506,21.585,11.67,16.248,5.642,5.442,5.489,10.923,13.176,13.126,15.856,11.146,13.508,16.856,10.068,15.428,4.659,4.772,4.332,4.418,8.003,7.304,6.488,9.416,8.49,4.287,6.042,4.258,6.751,6.47,9.435,8.761,3.213,4.388,7.584,8.32,8.027,8.178,24.311,12.148,18.844,15.395,18.298,10.173,13.097,11.187,16.034,11.139
ENSG00000005102,0.325,0.041,0.024,5.596,0.002,0.09,0.813,1.831,0.614,0.403,0.028,0.266,0.018,1.37,0.221,0.342,0.018,0.011,0.003,0.0,0.02,0.068,0.025,0.084,0.0,0.26,0.551,0.02,0.0,0.0,3.526,0.012,1.538,1.526,0.423,1.383,11.254,1.046,0.311,4.359,4.4,10.364,18.576,2.259,5.414,1.751,5.236,0.003,6.921,2.802,0.0,0.011,0.011,0.032,0.0,0.06,0.005
ENSG00000005108,0.362,0.315,0.656,2.217,1.189,0.129,7.706,0.392,2.25,0.907,0.92,0.133,0.004,0.482,0.003,0.033,1.228,9.537,1.624,0.09,0.024,0.001,0.0,0.091,0.118,0.222,0.0,0.366,2.544,5.31,1.847,9.493,2.487,2.033,0.674,0.167,0.549,0.772,2.49,0.648,0.072,0.403,0.508,0.598,1.305,0.52,0.561,8.307,0.023,0.009,0.012,0.0,0.002,3.106,0.0,0.0,0.029
ENSG00000005156,9.4,14.794,17.756,8.374,3.713,19.34,17.229,17.387,11.19,19.865,20.701,8.727,5.175,10.671,12.442,11.668,6.521,8.341,8.527,6.35,7.687,7.582,9.04,5.198,7.499,8.584,3.825,2.35,8.876,2.848,4.999,8.738,6.613,6.05,5.339,3.461,5.114,4.285,5.576,6.626,5.505,3.304,4.136,5.812,5.678,4.16,5.748,17.569,11.345,11.258,10.899,8.598,7.711,7.39,18.876,8.311,8.091
ENSG00000005175,14.099,17.59,29.503,13.225,12.71,30.668,18.828,22.823,22.216,26.511,14.415,18.988,7.192,7.103,10.322,7.918,23.239,7.929,8.931,6.117,2.828,3.959,13.572,1.784,3.396,6.752,6.123,5.39,5.121,10.15,6.323,3.772,10.931,10.817,7.752,8.938,7.667,6.859,12.056,4.0,23.29,8.435,6.391,7.43,9.011,12.46,12.385,32.66,18.851,22.941,4.593,7.018,9.361,2.277,25.2,9.044,11.302
ENSG00000005187,31.308,2.233,0.784,0.25,0.045,1.226,0.364,1.358,0.183,0.908,2.033,0.427,1.647,1.705,4.457,6.368,46.214,0.144,0.104,0.33,0.013,0.077,0.218,0.076,0.209,1.662,0.365,91.824,0.056,0.317,1.482,0.072,6.653,8.61,14.576,24.347,1.338,13.158,47.181,23.288,0.152,1.13,3.318,5.01,2.342,2.065,1.252,10.053,14.167,0.424,20.004,0.281,0.052,2.884,266.914,0.231,0.097
ENSG00000005189,7.927,2.672,2.028,1.473,0.51,4.78,3.261,3.375,2.701,3.034,3.401,0.315,3.084,2.081,0.296,0.39,40.438,3.725,3.495,6.807,5.516,1.55,3.364,1.577,2.649,1.085,0.367,1.13,5.399,1.124,1.857,2.559,3.456,4.569,1.903,8.087,1.799,0.98,2.988,2.912,1.1,1.949,2.167,1.828,2.449,3.403,0.989,2.958,7.438,7.483,4.655,3.401,3.129,2.155,34.463,1.504,3.453
ENSG00000005194,36.045,33.226,40.704,23.633,22.165,39.033,44.641,46.742,34.757,49.007,37.895,29.392,34.385,15.392,31.476,42.053,24.177,26.291,26.346,24.271,27.137,47.183,36.477,51.839,50.59,19.564,18.278,20.395,23.806,15.046,14.339,33.063,23.456,20.732,16.747,37.499,40.881,21.811,14.301,14.83,41.495,27.822,49.023,32.542,32.608,47.359,25.727,66.626,32.717,77.534,56.003,51.417,47.916,62.785,81.252,61.67,26.968
ENSG00000005206,20.948,18.148,8.564,10.499,10.365,13.748,24.194,20.544,10.485,9.627,20.08,8.74,6.507,14.4,31.48,35.831,51.431,23.182,31.049,21.604,19.195,11.546,8.787,20.036,15.337,20.429,9.692,5.513,28.083,15.212,25.037,22.877,28.391,29.588,23.475,28.738,10.239,31.213,20.175,173.312,6.884,13.417,16.761,50.219,43.151,75.254,69.281,3.069,2.517,3.752,7.295,7.331,6.549,29.97,9.822,5.111,5.269
ENSG00000005238,3.984,2.642,2.827,7.374,17.006,9.863,10.168,5.72,10.864,2.623,1.98,4.134,11.621,1.719,1.045,1.276,8.354,10.364,9.405,15.762,14.74,15.596,12.195,18.412,19.003,11.474,7.666,1.932,16.352,9.115,10.019,13.608,3.472,2.93,4.643,9.368,14.952,8.16,3.912,5.772,7.89,7.158,16.341,11.566,5.468,7.659,13.109,4.589,2.051,3.147,3.487,16.754,22.27,29.407,4.316,17.187,8.229
ENSG00000005243,16.95,0.172,0.065,0.713,51.273,0.686,0.934,0.594,1.997,0.369,0.107,0.97,21.843,0.397,0.38,0.647,0.497,3.427,2.128,33.316,52.972,16.723,8.134,41.501,24.285,2.992,93.489,46.065,1.424,9.966,12.617,0.092,6.272,2.429,7.65,17.148,12.65,9.76,8.009,8.798,16.547,30.998,15.44,4.026,2.978,8.254,4.896,12.235,0.109,0.481,0.441,10.929,47.338,10.633,0.062,9.806,58.809
ENSG00000005249,15.736,15.378,9.493,6.441,29.57,21.933,8.503,13.249,11.136,13.955,14.582,1.071,0.126,1.15,0.518,0.978,41.4,4.36,6.097,3.849,2.831,0.009,0.049,1.917,3.605,6.159,3.294,3.574,22.65,19.023,15.672,49.626,9.666,3.875,11.275,28.827,6.176,5.491,24.763,10.877,1.242,30.655,6.668,9.541,11.882,6.578,31.412,2.554,0.062,0.02,0.013,0.007,0.104,8.369,127.692,0.005,5.586
ENSG00000005302,7.383,3.322,4.878,6.729,6.856,9.288,6.273,8.034,7.43,4.49,5.387,5.727,5.998,29.933,66.565,54.833,14.911,6.056,7.36,10.467,5.613,6.404,7.173,3.361,6.442,26.241,10.42,4.103,10.011,11.048,7.191,10.484,6.566,5.4,3.557,7.827,6.668,11.046,4.855,5.664,14.716,3.477,6.678,7.172,6.042,44.753,22.797,13.614,161.037,16.338,3.418,6.965,9.835,15.491,14.56,9.029,7.216
ENSG00000005339,17.236,12.588,28.355,20.023,12.599,16.255,18.685,26.933,12.962,19.854,32.186,45.769,14.186,77.281,82.707,79.066,17.827,37.754,36.624,42.829,30.522,25.325,19.248,14.702,19.508,72.996,6.644,5.766,57.872,14.508,15.483,54.362,21.307,22.853,23.577,9.095,11.515,14.654,32.637,26.549,17.61,14.087,7.984,16.67,13.938,19.39,17.853,6.029,1.506,2.016,3.535,2.742,4.05,9.698,1.652,2.541,3.537
ENSG00000005379,1.34,1.188,0.278,0.315,0.116,8.99,4.094,7.95,2.433,2.413,2.601,0.534,0.001,8.455,5.155,10.9,4.631,2.441,6.208,0.059,0.021,0.12,0.174,0.028,0.169,24.169,2.536,1.217,9.394,18.049,7.377,16.089,4.003,2.614,4.894,4.505,2.573,7.69,21.748,34.154,0.447,5.378,3.851,2.911,1.656,14.695,11.983,0.0,4.367,0.0,0.012,0.013,0.061,0.0,0.983,0.013,0.06
ENSG00000005381,0.013,0.038,0.032,0.001,0.0,0.013,0.0,0.0,0.0,0.0,0.102,0.039,0.049,6.007,17.58,12.575,114.865,0.0,0.015,0.0,0.0,0.0,0.0,0.008,0.043,13.902,0.592,0.397,0.227,0.547,0.145,0.143,0.498,0.666,0.066,0.117,0.074,0.694,0.039,0.065,0.111,0.062,0.104,0.255,0.14,5.833,2.243,0.0,0.335,0.0,0.005,0.0,0.199,0.01,0.238,0.0,0.013
ENSG00000005421,0.088,0.014,0.036,0.005,0.0,0.007,0.028,0.032,0.01,0.072,0.304,0.056,0.006,0.0,0.029,0.0,0.123,0.011,0.041,0.0,0.004,0.073,0.039,0.004,0.008,0.0,0.096,458.575,0.089,2.546,0.09,0.0,1.011,3.772,9.942,0.225,0.015,1.319,0.627,0.62,0.02,0.06,0.065,0.076,0.094,2.176,0.023,5.886,0.164,0.356,0.879,0.015,0.015,0.022,0.001,0.025,0.001
ENSG00000005436,8.194,4.578,5.856,2.532,3.33,6.747,6.609,7.578,4.152,7.526,4.093,4.053,6.351,5.394,7.457,6.612,11.111,3.076,3.375,3.278,2.007,1.913,6.053,1.335,3.046,3.527,4.836,8.786,3.8,3.844,4.195,2.682,8.459,7.846,10.261,5.353,3.214,6.587,7.551,7.147,4.405,3.179,4.19,3.42,4.231,11.293,7.73,9.132,9.8,8.753,6.238,2.015,2.114,1.658,7.463,3.379,3.928
ENSG00000005448,20.628,8.683,3.513,1.387,2.201,18.458,17.154,21.519,11.375,11.64,17.537,1.212,12.757,6.771,6.753,6.043,12.498,14.719,8.946,22.552,24.762,22.356,11.589,22.915,8.319,5.193,2.146,1.581,19.21,9.688,3.406,12.883,3.036,2.704,7.0,5.484,1.494,6.337,8.294,3.478,0.21,1.235,2.751,3.888,3.013,11.211,9.061,15.145,30.495,14.454,5.759,31.279,5.84,16.305,5.718,14.173,7.858
ENSG00000005469,4.753,1.141,0.576,5.036,3.0,8.456,2.501,5.832,2.577,1.693,1.703,4.426,3.972,3.649,3.892,2.988,6.149,7.202,5.58,1.362,1.248,1.887,4.552,0.932,2.984,2.373,9.509,11.346,4.48,3.154,11.537,1.09,21.591,17.551,4.311,5.405,3.081,4.047,5.032,2.917,4.731,3.453,2.989,5.903,7.327,9.932,3.262,6.136,8.265,2.246,2.915,7.513,4.914,1.821,0.558,9.999,8.069
ENSG00000005471,0.606,0.517,0.181,0.024,0.038,0.65,0.635,0.129,0.86,0.322,0.157,0.052,0.006,0.117,0.061,0.116,0.323,0.212,0.391,0.08,0.044,0.0,0.007,1.253,1.992,0.574,0.429,45.08,0.201,0.584,0.147,0.14,0.255,0.381,0.189,0.017,0.822,0.041,0.155,0.106,0.457,1.781,1.203,1.247,0.113,0.261,6.731,0.037,1.757,0.001,7.375,0.006,0.019,0.03,0.023,0.001,0.046
ENSG00000005483,23.487,13.872,14.515,13.452,21.31,34.207,26.282,22.224,18.255,15.188,26.361,41.378,9.391,98.422,71.178,69.167,28.611,23.602,26.045,22.667,18.912,10.57,18.54,4.297,11.94,61.12,13.16,8.416,56.118,45.357,14.685,37.024,21.973,22.371,27.221,12.079,10.157,15.994,24.44,13.309,8.02,10.8,9.961,17.81,11.556,18.638,13.695,6.282,5.321,2.915,3.08,0.805,1.39,6.402,4.762,3.072,2.275
ENSG00000005486,42.642,23.463,17.005,13.517,46.801,51.073,38.401,36.644,23.972,20.335,25.542,49.991,40.0,130.118,60.834,56.811,17.936,73.109,88.609,33.649,29.672,59.507,31.078,223.059,107.789,57.199,18.198,52.191,62.929,139.785,26.73,63.977,21.865,24.564,153.227,37.268,21.858,62.95,56.979,53.062,19.745,22.147,28.419,23.638,37.525,49.305,30.368,33.276,4.358,17.079,21.786,37.039,23.199,70.772,14.241,16.971,14.091
ENSG00000005513,4.132,4.15,1.797,1.656,0.107,5.22,4.118,2.508,4.355,3.785,2.578,0.628,0.202,0.984,1.612,1.359,0.025,46.38,95.887,1.409,1.008,0.049,0.011,0.67,0.396,0.391,1.185,0.273,98.156,99.428,1.096,14.133,2.448,1.365,0.705,0.762,0.598,0.434,0.287,5.752,0.922,1.594,1.441,2.088,1.08,2.213,3.082,0.052,0.0,0.0,0.378,0.0,15.16,0.626,0.131,0.035,0.015
ENSG00000005700,10.417,6.549,9.632,5.868,11.818,4.116,12.694,9.056,13.464,10.233,7.345,9.113,19.728,11.031,10.16,9.664,17.889,6.987,7.761,9.745,4.115,3.779,14.32,2.53,7.722,8.845,15.957,13.965,6.336,9.395,9.244,6.65,18.103,18.541,23.996,14.078,13.441,8.281,9.878,8.769,21.395,8.133,10.854,11.308,12.45,11.27,8.685,42.043,22.282,28.406,15.707,9.18,16.055,4.072,14.993,12.953,17.582
ENSG00000005801,8.437,27.449,24.802,6.872,3.831,13.521,10.803,13.205,8.207,19.993,21.93,6.949,5.927,8.081,10.147,9.416,14.722,5.737,8.184,4.155,2.321,2.501,6.371,0.577,2.377,5.45,2.041,2.747,8.895,7.771,4.664,13.028,9.646,10.016,6.97,6.102,3.043,9.455,3.478,10.731,4.05,3.403,4.047,6.904,7.84,16.492,9.221,8.834,17.995,17.794,4.709,5.508,6.233,3.88,18.877,6.752,3.621
ENSG00000005810,7.716,5.003,5.345,6.414,7.154,4.319,5.786,5.691,6.048,5.73,8.825,9.062,9.076,39.115,49.663,45.253,32.586,13.225,15.326,10.046,5.702,3.914,13.977,3.417,7.665,30.845,3.721,3.536,18.185,24.276,8.701,27.122,9.034,7.913,11.877,4.863,6.208,4.136,12.473,5.942,7.75,6.615,4.582,9.938,6.122,9.2,11.462,8.551,30.22,7.827,3.887,3.936,5.215,6.542,4.483,8.702,6.17
ENSG00000005812,10.762,4.082,7.509,16.144,12.32,6.406,7.844,7.61,12.922,7.297,4.294,34.204,17.498,45.929,48.038,42.421,24.084,11.778,13.68,11.775,5.971,4.657,12.678,5.083,11.967,28.465,38.546,13.311,14.669,10.974,13.263,9.377,22.852,22.122,18.591,17.416,11.715,13.966,31.359,6.896,18.083,13.753,11.467,14.624,14.89,30.198,25.134,12.585,17.003,35.998,6.786,10.782,12.821,7.568,6.469,12.685,22.214
ENSG00000005844,7.55,0.024,0.012,0.009,0.005,0.063,0.016,0.028,0.023,0.058,0.016,0.014,0.059,177.734,133.097,139.973,22.14,0.011,0.005,0.009,0.007,0.011,0.017,0.01,0.026,282.775,3.258,7.507,0.715,2.708,2.028,0.22,1.951,1.969,0.408,1.229,0.506,15.537,0.596,1.873,0.198,0.576,0.577,14.182,2.002,43.505,64.732,0.248,34.55,0.002,0.473,0.0,0.0,0.002,0.02,0.002,0.006
ENSG00000005882,7.856,3.497,2.311,2.627,7.218,8.539,4.697,7.061,6.123,3.69,5.233,3.107,7.943,5.487,6.72,6.724,11.182,14.697,15.38,6.955,11.877,3.141,1.674,41.76,20.747,7.178,11.027,23.63,23.566,19.802,12.315,18.48,15.811,24.715,19.245,10.099,53.352,6.79,27.316,15.538,19.94,57.139,50.182,9.688,11.716,5.659,8.111,5.056,2.539,7.007,10.096,1.703,7.78,17.05,0.608,2.239,5.818
ENSG00000005884,39.53,14.608,6.39,26.278,62.998,3.634,6.854,2.532,31.181,4.432,9.024,45.564,569.142,2.007,1.145,1.063,1.057,4.971,3.764,67.162,86.62,454.93,338.354,69.564,30.593,1.101,24.159,0.617,2.05,4.206,22.024,8.842,19.722,23.611,15.37,20.924,25.123,75.879,14.898,24.387,3.156,11.465,18.65,34.089,25.254,13.866,9.103,58.278,1.815,12.401,0.291,479.549,150.364,43.197,0.038,262.404,30.45
ENSG00000005889,8.191,2.709,4.723,4.149,3.68,4.397,4.975,6.128,4.24,5.671,8.342,13.299,11.365,13.596,15.277,13.33,13.603,8.075,8.659,5.082,2.784,2.347,4.989,2.328,5.338,11.911,7.547,5.357,3.704,4.514,5.029,4.685,8.346,8.043,6.833,4.035,4.251,7.773,13.196,6.161,7.761,4.708,3.946,4.237,3.915,8.151,6.26,11.692,13.68,31.632,8.192,10.219,8.533,4.71,6.202,11.149,11.882
ENSG00000005893,47.011,16.925,12.272,37.448,66.736,9.762,22.532,12.001,35.052,13.962,16.985,85.021,87.2,13.105,11.403,11.657,66.613,36.518,29.861,25.652,27.527,24.809,30.962,41.688,69.169,29.194,23.318,84.442,11.068,72.7,27.731,4.79,35.369,45.845,58.045,28.87,22.855,23.991,38.14,12.223,46.643,23.069,19.48,18.058,21.486,38.464,15.892,30.477,23.563,33.602,65.528,65.913,58.517,44.562,26.291,78.524,64.481
ENSG00000005955,11.013,8.025,9.99,12.508,16.883,12.377,10.354,9.937,13.215,8.299,6.116,14.791,23.357,36.47,47.165,60.71,17.03,9.561,10.228,12.94,6.36,5.0,12.131,2.57,6.508,31.065,14.339,13.144,10.304,29.768,13.366,9.023,18.863,18.79,14.149,12.523,9.229,14.873,19.019,11.172,11.799,10.375,11.146,13.925,12.316,29.669,18.065,29.416,17.926,27.1,15.32,12.612,16.451,7.83,17.982,18.551,17.615
ENSG00000005961,1.635,2.518,0.503,0.243,0.088,3.388,3.035,3.919,2.363,1.939,3.083,0.203,0.053,2.997,0.194,0.236,37.455,0.362,0.454,0.091,0.046,0.091,0.055,0.118,0.054,10.287,0.515,0.172,1.021,2.037,0.552,1.181,0.388,0.227,0.113,0.199,0.217,1.659,1.108,0.882,0.108,2.638,0.364,0.232,0.338,0.447,1.947,0.781,0.036,0.233,1.002,0.219,0.032,0.221,4.313,0.016,0.045
ENSG00000005981,0.802,0.004,0.003,0.001,0.003,0.02,0.112,0.016,0.039,0.007,0.002,0.018,0.0,0.0,0.0,0.0,0.0,0.057,0.028,0.0,0.0,0.002,0.007,0.017,0.004,0.0,0.0,1.131,0.031,1.279,0.086,0.007,0.12,0.138,2.957,0.254,0.611,0.113,0.178,0.415,15.392,1.157,0.618,0.025,0.03,0.639,0.028,1.187,0.405,0.085,1.188,0.0,0.036,0.007,0.009,0.001,0.001
ENSG00000006007,40.515,57.523,38.302,44.201,144.32,53.579,41.772,34.004,37.091,33.856,36.191,22.032,41.339,27.118,10.361,14.678,43.182,34.582,36.082,26.86,23.954,36.091,50.234,50.092,83.591,29.785,46.596,30.945,19.112,68.127,37.044,20.367,40.422,36.874,36.328,60.648,60.4,55.682,25.299,20.133,68.514,56.525,51.91,50.076,39.707,26.48,21.766,63.551,18.717,43.325,39.365,33.702,39.302,34.739,29.165,46.005,54.342
ENSG00000006015,30.03,44.149,42.68,30.033,32.408,45.746,24.362,24.621,25.039,36.978,33.832,18.927,9.139,31.579,42.31,47.548,36.396,21.285,16.427,27.052,61.154,61.582,28.552,77.897,45.968,37.729,21.931,48.751,37.529,67.941,48.023,34.414,22.088,22.552,40.197,119.445,38.14,72.62,63.824,139.012,35.767,65.352,55.739,42.904,45.799,66.067,137.221,10.784,6.304,5.526,5.247,33.663,15.87,69.445,12.476,22.079,10.08
ENSG00000006016,41.502,23.342,9.77,0.847,0.044,0.069,5.298,0.343,35.734,3.582,2.845,1.049,5.836,0.025,0.01,0.041,0.036,0.111,0.195,0.622,1.973,0.227,0.117,0.614,0.041,0.009,131.77,0.0,0.479,11.072,25.662,1.049,0.246,0.187,17.058,4.493,22.011,11.063,0.547,8.542,9.665,29.966,90.9,3.18,11.497,5.192,2.216,0.4,0.007,0.348,269.225,2.215,190.773,0.161,0.563,0.807,1.107
