gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value_1,value_2
XLOC_016920,37,0,21,42,3,0.0,0.0
XLOC_016921,22,4,19,10,0,24.8391,25.0125
XLOC_016922,22,5,22,11,4,9.77896,10.1297
XLOC_016923,19,6,19,16,0,45.1169,42.267
XLOC_016924,9,0,4,10,8,0.0687819,0.0701361
XLOC_016925,28,5,21,31,3,0.324248,0.245739
XLOC_016927,42,11,41,43,0,114.038,115.155
XLOC_016928,17,0,21,15,0,206.08,205.722
XLOC_016929,18,4,21,16,0,46.6896,46.4936
XLOC_016930,17,4,20,16,3,9.53957,9.33835
XLOC_016932,39,8,40,25,0,10.8567,10.9799
XLOC_016933,36,9,36,21,0,48.6605,49.2869
XLOC_016934,5,3,0,0,43,75.6708,73.9765
XLOC_016935,0,8,0,0,0,20.9428,21.1589
XLOC_016936,0,8,0,0,0,230.949,228.137
XLOC_016937,26,4,6,7,61,0.0291227,0.0231169
XLOC_016938,15,0,16,11,0,32.7078,32.4168
XLOC_016939,21,3,5,4,22,0.0,0.0
XLOC_016940,0,4,0,0,13,0.0,0.0
XLOC_016942,23,4,34,17,0,154.968,153.171
XLOC_016943,0,0,0,3,0,25.1162,24.7143
XLOC_016944,37,5,45,36,0,183.183,192.685
XLOC_016945,9,0,10,8,0,113.654,112.773
XLOC_016947,13,18,13,0,49,0.0,0.293405
XLOC_016948,29,11,13,10,9,0.146124,0.0
XLOC_016950,42,7,43,42,0,1.77546,1.78363
XLOC_016951,20,5,21,19,3,21.587,20.0602
XLOC_016952,22,0,19,15,0,22.2207,21.9027
XLOC_016953,38,7,31,30,19,6.58302,5.81624
XLOC_016954,24,0,18,16,3,27.4184,28.2392
XLOC_016955,17,7,16,15,0,12.6854,12.6669
XLOC_016956,35,2,32,24,0,0.733799,0.581216
XLOC_016957,4,1,0,0,42,0.0,0.0
XLOC_016959,26,4,28,20,0,53.9701,53.5564
XLOC_016960,29,0,24,19,0,14.8927,14.1104
XLOC_016961,24,0,14,13,0,6.62436,6.51646
XLOC_016962,7,7,8,4,36,0.0,0.00593831
XLOC_016968,26,15,21,4,67,0.539524,0.48942
XLOC_016969,48,12,31,41,0,4.97182,4.88952
XLOC_016970,20,0,18,10,0,0.861853,0.83263
XLOC_016971,16,0,25,16,0,8.98413,9.2742
XLOC_016972,0,0,0,0,53,0.0,0.00324371
XLOC_016974,1,1,1,0,8,0.0,0.0
XLOC_016975,14,4,8,0,20,0.0,0.0174546
XLOC_016976,27,11,36,23,0,32.3011,32.0954
XLOC_016977,20,0,17,9,0,19.8574,19.541
XLOC_016978,23,3,19,41,0,4.13278,5.17715
XLOC_016979,17,0,15,10,0,84.0093,84.1292
XLOC_016980,19,0,19,15,0,2.95801,2.79281
XLOC_016982,9,3,0,0,32,0.133999,0.0468138
XLOC_016983,14,13,13,0,62,0.106071,0.0958668
XLOC_016984,23,4,25,17,0,49.6245,48.9394
XLOC_016985,10,3,9,3,22,0.0,0.0
XLOC_016986,7,3,0,0,26,0.0417447,0.0
XLOC_016987,0,0,0,0,7,0.0,0.0
XLOC_016988,0,0,0,0,21,0.0767361,0.276627
XLOC_016989,8,11,0,0,74,0.0,0.0
XLOC_016990,45,7,32,36,4,101.791,104.653
XLOC_016991,43,0,31,37,0,0.612829,0.179099
XLOC_016992,0,0,0,0,0,0.0,0.0
XLOC_016993,0,0,0,0,12,0.0279681,0.0633196
XLOC_016994,0,0,0,0,10,0.0,0.0406392
XLOC_016995,0,0,0,0,3,0.0,0.0
XLOC_016996,0,0,0,0,5,0.0,0.0
XLOC_016997,0,0,0,0,3,0.0,0.0
XLOC_016998,16,0,17,7,3,0.0856782,0.0578728
XLOC_016999,18,6,19,18,0,5.5321,5.27648
XLOC_017000,18,6,19,18,0,20.4989,18.5443
XLOC_017001,12,0,9,9,0,6.93814,6.87922
XLOC_017002,12,0,9,9,0,28.6615,27.6764
XLOC_017003,23,6,22,17,0,4.97765,4.98829
XLOC_017004,15,4,18,8,8,0.330612,0.132727
XLOC_017005,16,9,22,13,7,16.2511,15.1429
XLOC_017006,24,24,20,4,86,0.0,0.0
XLOC_017007,16,5,16,13,0,21.811,21.1905
XLOC_017008,0,0,0,0,10,16.1797,16.4933
XLOC_017011,8,0,12,8,11,3.29546,3.33644
XLOC_017012,3,0,0,0,14,0.0,0.0
XLOC_017013,23,0,0,89,0,25.9758,27.4723
XLOC_017014,99,0,88,97,0,24.5863,24.3068
XLOC_017015,33,8,39,28,0,47.0932,45.7263
XLOC_017017,10,10,11,0,70,0.0465212,0.0443116
XLOC_017018,42,9,41,52,0,93.6125,90.6295
XLOC_017019,70,14,71,54,0,6.0301,5.82984
XLOC_017020,5,16,6,0,38,0.00973858,0.0465696
XLOC_017021,0,0,0,0,33,0.0837063,0.0730333
XLOC_017022,21,8,22,20,0,28.2392,27.9011
XLOC_017023,30,6,31,50,0,6.47026,5.85975
XLOC_017024,40,6,43,18,0,112.449,110.921
XLOC_017027,21,3,5,0,38,0.11251,0.12892
XLOC_017028,20,11,20,22,0,20.0163,20.1511
XLOC_017029,20,11,20,22,0,114.481,121.005
XLOC_017030,10,24,9,0,73,0.0480407,0.0622657
XLOC_017032,11,0,14,0,16,3.49699,3.449
XLOC_017033,11,0,14,0,16,0.0,0.0
XLOC_017034,17,4,22,17,9,4.90771,4.63105
XLOC_017035,20,7,22,10,21,0.153238,0.262838
XLOC_017036,0,0,0,0,3,8.21069,8.64937
XLOC_017037,0,0,0,6,0,26.4655,26.0451
XLOC_017040,8,0,0,4,0,0.38795,0.416093
XLOC_017041,33,6,29,30,0,30.9536,30.7323
XLOC_017042,0,28,0,0,26,0.0,0.0
XLOC_017043,29,4,34,23,0,66.3539,67.211
XLOC_017044,16,0,15,4,0,0.189974,0.0964299
XLOC_017045,8,16,0,0,93,0.0483123,0.111704
XLOC_017047,19,4,15,10,0,0.205114,0.135829
XLOC_017048,19,4,15,10,0,2.1426,1.91638
XLOC_017049,19,4,15,10,0,0.0,0.0
XLOC_017050,8,4,0,0,26,0.0,0.0
XLOC_017051,8,0,0,0,55,0.0,0.0181919
XLOC_017052,7,4,7,0,84,0.0,0.0434303
XLOC_017053,11,6,21,10,5,0.595055,0.738507
XLOC_017054,0,9,0,0,55,0.012808,0.0150346
XLOC_017056,0,8,0,0,32,0.0,0.0150993
XLOC_017057,17,0,19,19,4,0.587409,0.778572
XLOC_017058,17,0,19,19,4,803.768,846.285
XLOC_017059,14,3,14,10,10,18.3641,18.1917
XLOC_017060,7,4,10,0,7,0.0463064,0.00969594
XLOC_017061,7,4,10,0,7,2.60344,2.76848
XLOC_017062,0,4,0,0,71,0.448782,0.419611
XLOC_017064,52,7,37,45,3,0.348157,0.248822
XLOC_017065,52,7,37,45,3,8.99745,8.92735
XLOC_017067,63,7,33,47,0,329.336,323.879
XLOC_017068,13,39,11,0,100,0.104435,0.0888856
XLOC_017069,56,23,33,58,0,28.4969,27.0547
XLOC_017070,33,11,30,25,0,12.921,13.4939
XLOC_017071,27,41,0,0,93,0.484055,0.471957
XLOC_017072,41,34,20,14,87,0.658322,0.752548
XLOC_017073,45,52,0,3,100,0.0244453,0.0290545
XLOC_017075,51,16,22,51,31,0.685463,0.506003
XLOC_017076,54,17,23,48,39,0.0,0.133688
XLOC_017077,54,17,23,48,39,0.0,0.0
XLOC_017080,51,7,38,42,7,1.21134,1.95961
XLOC_017081,72,27,44,69,5,18.8441,17.867
XLOC_017082,51,11,36,33,0,28.1549,27.9937
XLOC_017083,32,42,10,0,86,0.0,0.0
XLOC_017086,50,11,22,16,40,34.5353,32.3972
XLOC_017087,52,12,29,18,10,0.0,0.0322086
XLOC_017088,10,22,0,0,95,0.0186586,0.0147855
XLOC_017089,23,33,0,0,97,0.194898,0.0
XLOC_017090,44,44,18,0,97,1.03112,0.789288
XLOC_017091,36,41,23,16,85,0.0,0.0
XLOC_017092,70,22,22,14,83,0.0280468,0.0512793
XLOC_017093,69,37,26,18,32,3.32243,3.32408
XLOC_017094,32,13,32,30,0,5.64855,5.32841
XLOC_017095,46,26,31,30,18,22.6994,22.5909
XLOC_017096,46,10,36,31,8,16.6598,16.2345
XLOC_017097,46,10,36,31,8,3.12961,3.34655
XLOC_017098,80,14,30,74,0,29.4072,29.8027
XLOC_017099,80,14,30,74,0,21.3147,20.3863
XLOC_017100,80,6,44,57,4,5.09879,5.00437
XLOC_017101,80,6,44,57,4,10.5081,11.0662
XLOC_017102,84,41,35,27,48,7.6085,8.93762
XLOC_017103,84,41,36,27,50,0.101706,0.18351
XLOC_017104,22,28,8,4,96,0.0,0.0
XLOC_017107,16,6,15,7,0,0.0,0.0
XLOC_017109,2,0,2,0,0,0.153207,0.441437
XLOC_017111,20,3,21,17,0,0.121803,0.200083
XLOC_017114,39,10,36,27,0,1.00034,0.951695
XLOC_017117,31,5,13,12,0,0.0617622,0.0
XLOC_017123,0,0,0,0,0,0.0,0.0
XLOC_017124,0,0,0,0,0,0.1953,0.226583
XLOC_017125,0,0,0,0,0,0.208775,0.181837
XLOC_017126,29,4,32,31,0,0.0423742,0.0490719
XLOC_017128,9,4,15,6,0,0.0437617,0.0
XLOC_017133,22,15,20,11,63,0.0,0.0
XLOC_017134,22,15,20,11,63,0.0,0.0680721
XLOC_017136,23,5,24,27,18,0.310782,0.0
XLOC_017137,5,0,7,4,4,0.0555944,0.19389
XLOC_017138,5,0,7,4,4,0.120368,0.840648
XLOC_017139,5,0,7,4,4,0.152976,0.178914
XLOC_017154,31,9,28,26,0,0.465715,0.229241
XLOC_017155,33,12,28,6,68,0.051128,0.0593576
XLOC_017161,0,8,0,0,0,0.0,0.0
XLOC_017171,0,0,0,0,8,0.174524,0.0556232
XLOC_017182,21,3,5,0,38,0.0,0.0
XLOC_017186,0,0,0,0,3,0.121756,0.0
XLOC_017187,0,0,0,0,3,0.0,0.0596664
XLOC_017188,0,0,0,0,3,0.262293,0.346423
XLOC_017189,0,0,0,6,0,0.0,0.0
XLOC_017195,33,6,31,25,5,1.09382,0.702341
XLOC_017197,52,7,37,45,3,0.172268,0.113424
XLOC_017202,54,17,23,48,39,0.0,0.0585246
XLOC_017207,86,7,55,66,4,0.630448,0.610174
XLOC_017208,6,11,0,0,66,0.017818,0.0
XLOC_017209,6,11,0,0,66,0.0,0.0368817
XLOC_017214,0,0,0,0,0,0.0,0.0
XLOC_017215,0,0,0,0,0,0.839438,0.630242
XLOC_017216,0,0,9,0,3,0.152698,0.0418636
XLOC_017219,17,9,31,16,6,10.4821,10.6516
XLOC_017224,3,0,0,37,0,0.408642,0.4742
XLOC_017225,44,10,44,45,0,37.9234,36.4364
XLOC_017227,0,0,0,0,3,0.0194613,0.0
XLOC_017228,6,0,8,0,5,0.0478645,0.0
XLOC_017231,11,0,13,0,11,0.0335017,0.0604402
XLOC_017232,34,0,37,25,0,9.17232,10.2204
XLOC_017236,29,0,31,26,0,20.3935,19.4273
XLOC_017237,19,0,20,13,0,0.0722183,0.0
XLOC_017238,4,0,0,8,0,0.0,0.0
XLOC_017239,4,0,0,8,0,12.6355,12.7552
XLOC_017240,4,0,0,8,0,0.0,0.203746
XLOC_017241,4,0,0,8,0,0.0,0.0
XLOC_017242,0,0,0,0,0,0.0,0.0
XLOC_017243,0,3,0,0,0,0.0,0.0
XLOC_017244,0,0,0,0,0,0.0,0.0
XLOC_017245,0,0,0,0,0,0.0,0.0
XLOC_017246,0,6,0,0,0,0.0,0.0
XLOC_017247,0,0,0,0,0,0.0,0.0
XLOC_017248,0,4,0,0,0,0.0,0.0
XLOC_017249,0,0,0,0,0,0.0,0.0
XLOC_017250,0,0,0,0,0,0.0,0.0
XLOC_017251,0,0,0,0,25,0.0,0.0
XLOC_017252,19,4,24,21,0,255.378,249.666
XLOC_017253,22,0,22,17,17,1.41599,1.32334
XLOC_017255,0,0,0,0,0,0.0,0.0474819
XLOC_017256,16,7,21,14,0,4.43307,4.65334
XLOC_017257,12,6,20,8,18,0.183057,0.0706715
XLOC_017258,19,3,26,16,0,0.101265,0.453263
XLOC_017259,22,10,29,21,0,3.68239,4.17216
XLOC_017260,21,9,29,21,0,0.0802106,0.228932
XLOC_017261,4,0,0,0,85,0.0,0.0
XLOC_017262,0,7,0,0,38,0.0,0.0
XLOC_017263,18,6,28,22,0,12.8489,14.7048
XLOC_017264,18,6,28,22,0,10.5848,10.7199
XLOC_017265,18,0,20,19,0,12.9819,14.1081
XLOC_017266,28,6,28,37,0,34.9051,33.6894
XLOC_017267,41,0,43,29,0,42.6816,42.2485
XLOC_017268,6,0,18,8,0,10.1646,10.6589
XLOC_017270,27,4,22,22,6,30.4658,27.7073
XLOC_017273,3,0,0,0,0,0.108438,0.0638833
XLOC_017274,14,0,11,28,0,23.7055,25.8288
XLOC_017275,13,17,16,0,26,0.0,0.106652
XLOC_017278,0,0,0,0,0,0.598544,0.351878
XLOC_017279,0,0,0,0,0,0.0,0.0
XLOC_017280,4,0,5,4,0,16.6674,17.8935
XLOC_017281,16,6,18,0,31,0.0349127,0.0
XLOC_017282,17,9,20,9,0,1.30501,1.34426
XLOC_017283,36,6,37,27,0,9.80748,9.632
XLOC_017284,36,6,37,27,0,7.42266,7.64037
XLOC_017285,0,0,0,0,9,0.0229641,0.0221728
XLOC_017286,38,28,39,18,79,0.2253,0.147705
XLOC_017287,22,0,32,10,16,0.432452,0.433203
XLOC_017288,37,10,40,37,3,38.3952,38.107
XLOC_017289,18,3,24,19,0,1.07443,1.04032
XLOC_017290,18,3,24,19,0,0.868659,0.858186
XLOC_017291,33,13,49,40,0,7.84897,8.91388
XLOC_017292,0,0,0,0,0,0.0,0.0
XLOC_017293,0,0,0,0,0,0.0,0.0
XLOC_017294,0,0,0,0,0,0.0165863,0.0
XLOC_017295,48,8,47,61,0,17.6764,17.4309
XLOC_017296,18,5,31,20,0,0.00388787,0.0
XLOC_017297,32,7,31,27,2,9.40501,10.6903
XLOC_017298,20,0,24,20,0,31.5645,30.8886
XLOC_017299,20,0,24,20,0,0.144043,0.167787
XLOC_017300,15,4,16,10,0,0.720367,0.438023
XLOC_017301,0,0,0,0,9,0.0460123,0.176214
XLOC_017302,0,3,0,0,3,0.138839,0.0522512
XLOC_017303,0,5,0,0,0,0.0844658,0.0
XLOC_017304,14,5,13,0,39,0.169539,0.0331845
XLOC_017305,0,0,0,0,0,18.0275,16.4439
XLOC_017306,2,0,8,5,0,9.8623,9.5925
XLOC_017307,13,3,17,14,3,2.57335,2.2042
XLOC_017310,30,11,28,25,4,0.890405,0.991705
XLOC_017312,0,11,0,0,67,0.0,0.0
XLOC_017313,0,3,0,0,15,0.012716,0.0448055
XLOC_017314,0,0,0,0,3,0.0,0.0
XLOC_017315,5,0,12,0,12,0.186705,0.110604
XLOC_017316,19,6,18,14,35,2.85747,3.15438
XLOC_017317,28,4,27,17,0,28.7081,25.6977
XLOC_017318,33,4,27,28,0,3.35623,3.32339
XLOC_017321,27,0,0,65,0,35.4082,37.0063
XLOC_017323,25,3,24,26,3,19.5589,18.744
XLOC_017324,44,17,31,32,6,17.6456,15.9732
XLOC_017325,23,3,21,17,0,14.2376,14.6604
XLOC_017326,41,13,55,43,9,19.1489,18.7638
XLOC_017327,23,4,28,25,0,9.09462,9.65241
XLOC_017328,24,8,21,19,3,9.25106,8.32774
XLOC_017329,37,9,22,23,0,42.7882,43.2336
XLOC_017331,17,12,0,0,51,0.893226,0.675467
XLOC_017332,3,8,0,0,88,0.0,0.0
XLOC_017333,63,10,31,44,25,49.0036,45.3014
XLOC_017334,4,0,0,0,54,0.0597723,0.0830597
XLOC_017335,28,0,17,34,7,6.10479,6.29751
XLOC_017336,5,0,0,0,56,5.96252,6.62595
XLOC_017337,5,0,0,0,56,0.0,0.0383814
XLOC_017338,5,0,0,0,56,0.0,0.0
XLOC_017339,5,0,0,0,56,0.0,0.0
XLOC_017340,5,0,0,0,56,0.0,0.0
XLOC_017341,5,0,0,0,56,0.0,0.0
XLOC_017342,5,0,0,0,56,0.0,0.0
XLOC_017343,5,0,0,0,56,0.0,0.0
XLOC_017344,5,0,0,0,56,0.0,0.0
XLOC_017345,22,8,26,24,0,0.0628861,0.352443
XLOC_017346,22,8,26,24,0,0.726586,0.692109
XLOC_017347,57,11,29,22,44,0.02555,0.0324721
XLOC_017348,57,11,29,22,44,20.8518,18.2801
XLOC_017349,29,19,25,19,9,4.68474,5.34667
XLOC_017352,55,14,48,53,34,42.3249,41.8192
XLOC_017355,0,4,0,0,16,0.0,0.0
XLOC_017357,20,9,14,8,57,1.31178,1.40501
XLOC_017358,20,19,14,10,57,0.235525,0.244755
XLOC_017359,20,10,25,18,3,1.10353,1.23859
XLOC_017360,20,10,25,18,3,1.81249,2.19198
XLOC_017361,20,10,25,18,3,4.68415,4.81349
XLOC_017362,43,3,41,35,0,3.50575,3.41989
XLOC_017363,29,6,29,23,0,7.00393,7.01391
XLOC_017364,15,2,19,16,0,21.1058,23.0533
XLOC_017368,0,19,0,0,0,0.0,0.0
XLOC_017369,0,19,0,0,0,0.103857,0.0
XLOC_017371,0,0,0,0,0,0.0162714,0.00969
XLOC_017375,0,0,0,0,0,0.0,0.0
XLOC_017376,18,0,22,14,0,28.1987,28.0419
XLOC_017377,0,0,0,0,0,0.0,0.0
XLOC_017379,54,13,55,51,0,30.9983,32.1701
XLOC_017383,44,10,44,45,0,1.64018,2.48133
XLOC_017384,44,10,44,45,0,17.5919,19.6006
XLOC_017385,15,5,24,13,0,4.29596,4.44885
XLOC_017387,0,0,0,0,0,0.0,0.0
XLOC_017392,18,0,23,10,0,41.9503,40.5639
XLOC_017393,34,0,37,25,0,86.7006,91.7439
XLOC_017394,36,12,38,37,18,67.7821,62.8301
XLOC_017395,0,0,0,0,0,0.0703373,0.0
XLOC_017396,18,0,22,0,39,0.0665799,0.0570658
XLOC_017397,0,10,0,0,12,0.0,0.0
XLOC_017398,7,0,11,9,0,5.40913,6.32628
XLOC_017399,19,0,17,9,0,13.5394,13.4529
XLOC_017401,29,0,31,22,0,13.9122,13.9731
XLOC_017402,28,0,31,12,0,148.964,156.198
XLOC_017403,4,0,0,8,0,0.0,0.0
XLOC_017404,0,0,0,0,0,0.0,0.0
XLOC_017405,0,0,0,0,0,0.0,0.0
XLOC_017406,0,0,0,0,0,0.0,0.0
XLOC_017407,0,0,0,0,0,0.0,0.0
XLOC_017408,0,0,0,0,0,0.0,0.0
XLOC_017409,0,0,0,0,0,0.0,0.0
XLOC_017410,0,8,0,0,0,0.0,0.0
XLOC_017411,0,0,0,0,0,0.0,0.0
XLOC_017413,0,2,0,0,0,0.0,0.0
XLOC_017414,0,0,0,0,0,0.0,0.0
XLOC_017415,0,4,0,0,0,0.0,0.0
XLOC_017416,0,0,0,0,0,0.0,0.0
XLOC_017417,0,3,0,0,0,0.0,0.0
XLOC_017418,0,3,0,0,0,0.0,0.0
XLOC_017419,0,2,0,0,0,0.0,0.0
XLOC_017420,0,0,0,0,0,0.0,0.0
XLOC_017421,0,0,0,0,0,0.0,0.0
XLOC_017422,0,0,0,0,0,0.0,0.0
XLOC_017423,0,0,0,0,0,0.0,0.0
XLOC_017424,0,4,0,0,0,0.0,0.0
XLOC_017425,0,0,0,0,1,0.0,0.0
XLOC_017426,0,0,0,0,0,0.0,0.0
XLOC_017427,0,3,0,0,0,0.0,0.0
XLOC_017429,0,0,0,0,0,0.0,0.0
XLOC_017430,0,0,0,0,0,0.0,0.0
XLOC_017431,0,0,0,0,25,0.0272644,0.0404426
XLOC_017432,19,4,24,21,0,11.754,11.6712
XLOC_017433,22,0,26,17,3,28.2973,26.2674
XLOC_017434,0,0,0,0,0,7.91285,7.77957
XLOC_017435,0,0,0,0,0,0.0,11.4579
XLOC_017436,6,0,0,6,0,0.189148,0.351813
XLOC_017437,27,7,29,25,0,23.4552,22.5799
XLOC_017438,19,3,26,16,0,2.02329,2.01788
XLOC_017439,22,10,29,21,0,23.5921,23.9109
XLOC_017440,21,9,29,21,0,0.127198,0.143395
XLOC_017441,0,0,0,0,16,0.0,0.0
XLOC_017442,18,6,28,22,0,0.485361,0.529849
XLOC_017443,28,6,28,37,0,22.2528,22.435
XLOC_017444,9,0,13,9,0,1.2448,1.297
XLOC_017445,41,0,43,29,0,44.1533,45.0356
XLOC_017446,41,0,43,29,0,30.2665,31.9182
XLOC_017447,6,0,18,8,0,215.418,224.376
XLOC_017448,14,0,11,28,0,0.457579,0.55724
XLOC_017449,14,0,11,28,0,0.712799,0.628836
XLOC_017450,4,0,0,0,0,0.0,0.013415
XLOC_017451,15,0,17,11,0,16.0255,16.4279
XLOC_017452,0,0,0,0,0,3.6194,3.48502
XLOC_017453,0,0,0,0,0,0.0,0.0
XLOC_017454,0,0,0,0,0,0.354003,0.23446
XLOC_017455,0,0,0,0,0,4.88202,5.64961
XLOC_017457,16,6,18,0,31,0.0450396,0.14885
XLOC_017458,0,0,0,0,9,0.277686,0.372337
XLOC_017459,38,28,39,18,79,4.42223,3.92874
XLOC_017460,37,10,40,37,3,19.7884,20.4827
XLOC_017461,18,3,24,19,0,16.288,16.8159
XLOC_017462,0,0,0,0,0,0.0,0.0
XLOC_017463,0,0,0,0,0,0.0,0.0
XLOC_017464,3,0,0,0,13,0.0,0.0
XLOC_017466,18,5,31,20,0,69.5907,72.5442
XLOC_017467,32,7,31,27,2,182.105,187.923
XLOC_017468,20,0,24,20,0,0.285904,0.290455
XLOC_017469,0,0,0,0,9,0.0595351,0.0
XLOC_017470,0,0,0,0,4,0.0,0.00693091
XLOC_017472,14,5,13,0,39,0.0,0.00502779
XLOC_017473,0,0,0,0,6,1.05497,1.12184
XLOC_017475,41,6,46,34,0,2.74096,2.64887
XLOC_017476,18,0,21,18,0,1.69762,1.97397
XLOC_017477,22,3,25,16,0,5.75813,4.87894
XLOC_017478,30,11,28,25,4,5.26338,4.93712
XLOC_017479,0,11,0,0,67,0.0,0.0
XLOC_017480,9,0,0,0,27,1.93182,1.53727
XLOC_017481,3,0,0,0,26,0.0,0.0770937
XLOC_017482,6,0,0,0,22,0.43253,0.130316
XLOC_017483,0,0,0,0,11,2.16327,2.45589
XLOC_017484,5,0,12,0,11,0.0247727,0.036911
XLOC_017486,28,4,27,17,0,10.4467,10.5119
XLOC_017488,49,12,41,39,0,33.1188,32.5874
XLOC_017489,36,0,36,33,0,84.2505,84.7186
XLOC_017490,27,0,0,65,0,0.788489,0.78684
XLOC_017493,52,10,38,43,0,8.76954,9.2291
XLOC_017496,25,3,24,26,3,1.06547,1.31318
XLOC_017497,27,9,20,15,0,95.4293,102.052
XLOC_017498,23,3,21,17,0,1.27897,0.985266
XLOC_017499,23,3,21,17,0,0.0,0.0
XLOC_017501,36,16,25,17,18,3.02328,2.73655
XLOC_017502,17,12,0,0,51,0.377888,0.297387
XLOC_017503,63,10,31,44,25,5.17089,4.95449
XLOC_017504,4,0,0,0,54,0.0,0.0
XLOC_017505,5,0,0,0,56,1.91111,1.53259
XLOC_017506,5,0,0,0,56,0.0,0.0
XLOC_017507,5,0,0,0,56,0.0,0.0
XLOC_017508,5,0,0,0,56,0.0,0.0
XLOC_017509,5,0,0,0,56,0.0,0.0
XLOC_017510,5,0,0,0,56,0.0,0.0
XLOC_017511,5,0,0,0,56,0.0,0.0
XLOC_017512,5,0,0,0,56,0.0,0.0
XLOC_017513,5,0,0,0,56,0.0,0.0
XLOC_017514,22,8,26,24,0,28.6774,29.7164
XLOC_017515,34,22,18,22,3,66.9768,66.7769
XLOC_017516,54,11,49,86,0,110.913,111.211
XLOC_017517,57,11,29,22,44,3.22653,3.4647
XLOC_017518,57,11,29,22,44,0.759218,0.856316
XLOC_017521,28,20,25,19,9,0.861049,0.634206
XLOC_017522,35,20,23,32,0,10.4332,10.4362
XLOC_017527,55,14,48,53,34,0.189406,0.305669
XLOC_017528,55,14,48,53,34,13.8769,13.3224
XLOC_017529,45,17,37,38,7,39.6108,39.6591
XLOC_017530,35,0,15,14,16,3.32048,3.13304
XLOC_017531,36,14,38,26,0,60.5572,58.216
XLOC_017532,20,10,25,18,3,16.5471,15.3741
XLOC_017533,43,3,41,35,0,1.71906,2.08971
XLOC_017534,3,3,0,0,12,0.0,0.0
XLOC_017552,0,0,0,0,0,0.0,0.0
XLOC_017555,0,0,0,0,0,0.240016,0.139679
XLOC_017556,0,0,0,0,0,0.459408,0.41785
XLOC_017557,0,0,0,0,0,0.308133,0.106699
XLOC_017570,44,10,44,45,0,0.274337,0.475453
XLOC_017576,4,0,0,8,0,0.373319,0.37875
XLOC_017577,4,0,0,8,0,0.0,0.0592383
XLOC_017583,0,0,0,0,0,0.519642,0.668584
XLOC_017584,0,0,0,0,0,0.391853,0.362702
XLOC_017588,0,0,0,0,9,0.0,0.0
XLOC_017590,33,13,49,40,0,0.146473,0.283229
XLOC_017592,0,0,0,0,0,0.0,0.0
XLOC_017601,28,4,27,17,0,0.0,0.187678
XLOC_017632,16,3,17,15,4,1.51296,1.52058
XLOC_017633,0,0,0,0,8,0.0,0.0
XLOC_017634,0,0,0,0,8,0.0,0.0
XLOC_017635,0,0,0,0,8,0.0416267,0.0764861
XLOC_017636,4,0,6,0,3,0.775893,0.719838
XLOC_017637,25,3,23,25,0,6.18577,6.50344
XLOC_017640,23,4,30,16,0,14.5489,13.6913
XLOC_017641,23,4,30,16,0,0.213089,0.104757
XLOC_017642,24,0,27,30,0,11.4563,10.3994
XLOC_017643,0,0,0,0,35,0.0262816,0.0517941
XLOC_017648,15,3,22,7,29,0.188157,0.112336
XLOC_017649,15,3,22,7,29,0.540857,0.35202
XLOC_017651,18,3,20,13,0,43.1966,45.9634
XLOC_017652,18,3,20,13,0,10.3253,11.8894
XLOC_017653,24,23,22,6,85,0.225534,0.277837
XLOC_017654,31,25,20,3,93,0.0475146,0.0629538
XLOC_017655,38,2,31,34,0,0.117825,0.135333
XLOC_017656,42,6,31,48,0,45.4188,43.3181
XLOC_017657,47,7,39,38,0,7.18879,5.99684
XLOC_017658,47,7,39,38,0,0.0,0.0
XLOC_017659,42,0,26,34,0,6.86059,6.42593
XLOC_017660,42,0,26,34,0,148.951,147.295
XLOC_017661,38,17,27,24,0,3.66412,3.51653
XLOC_017663,18,2,16,12,13,3.92858,3.60131
XLOC_017664,22,7,29,26,0,0.718386,1.15917
XLOC_017665,22,7,28,26,0,10.9407,9.96018
XLOC_017668,22,8,27,19,0,103.316,104.957
XLOC_017669,22,8,27,19,0,9.08801,8.17916
XLOC_017670,46,8,51,37,0,23.8784,22.2596
XLOC_017672,51,3,19,54,0,10.0699,8.83371
XLOC_017673,51,3,19,54,0,0.65164,1.31283
XLOC_017674,3,0,1,0,10,0.0367091,0.0436886
XLOC_017675,6,0,7,0,50,0.0264659,0.0307365
XLOC_017679,0,0,0,0,0,0.0,0.0
XLOC_017680,9,0,10,9,0,6.753,6.43365
XLOC_017681,0,0,0,0,0,37.1852,39.3596
XLOC_017682,41,12,17,18,4,0.11826,0.0529415
XLOC_017683,28,0,21,19,0,34.7799,31.2919
XLOC_017684,31,0,24,21,0,0.0,0.0
XLOC_017685,31,0,24,21,0,0.123341,0.0727667
XLOC_017686,31,0,24,21,0,13.3282,12.8681
XLOC_017687,0,3,0,0,28,0.0,0.0
XLOC_017689,7,0,4,3,3,0.0126119,0.0147148
XLOC_017690,0,0,0,0,5,0.0,0.0
XLOC_017693,0,5,0,0,22,0.03713,0.0892356
XLOC_017694,12,0,12,9,0,9.06062,9.05544
XLOC_017695,12,0,12,9,0,0.256122,0.181111
XLOC_017696,57,4,47,29,0,8.13805,7.37066
XLOC_017697,57,4,47,29,0,0.167659,0.197453
XLOC_017700,0,0,0,0,0,1.05912,1.03152
XLOC_017701,30,6,12,28,0,0.176028,0.053063
