gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value_1,value_2
XLOC_002190,12,0,26,11,0,69.8851,71.1974
XLOC_002191,12,0,26,10,0,0.0,0.0651601
XLOC_002192,21,6,22,25,15,5.10486,4.69222
XLOC_002193,19,4,25,16,0,12.0077,11.3869
XLOC_002194,8,0,12,0,17,0.0528929,0.0605258
XLOC_002195,24,0,28,20,0,8.96255,9.06465
XLOC_002196,21,10,27,19,0,25.6392,26.2068
XLOC_002197,7,0,8,0,0,0.0,0.0
XLOC_002198,7,0,8,0,0,24.2097,23.4482
XLOC_002199,7,0,8,0,0,0.0,0.0
XLOC_002200,0,0,0,0,0,0.0,0.0146847
XLOC_002202,0,0,0,0,4,0.0,0.0
XLOC_002203,0,0,0,0,0,1.68685,1.64043
XLOC_002204,2,0,0,0,0,4.83145,6.92336
XLOC_002205,31,6,37,28,0,22.0368,20.9781
XLOC_002206,31,6,37,28,0,30.0073,33.2785
XLOC_002207,21,0,24,14,0,0.0,0.050502
XLOC_002208,21,0,24,14,0,0.0329746,0.136494
XLOC_002209,0,3,6,0,7,0.127812,0.0145881
XLOC_002210,0,0,6,0,0,0.0,0.0
XLOC_002211,0,0,0,5,0,1.04456,0.929141
XLOC_002212,13,3,24,13,0,12.5238,12.1858
XLOC_002213,20,0,25,15,0,4.53626,4.33945
XLOC_002214,14,8,18,16,3,2.3566,2.22123
XLOC_002215,0,0,0,0,0,0.0,0.0
XLOC_002219,18,0,23,15,0,13.801,13.1951
XLOC_002221,9,0,26,5,0,5.35847,5.48667
XLOC_002222,19,6,19,15,0,6.39349,6.04653
XLOC_002223,10,0,11,3,32,0.230342,0.396737
XLOC_002224,10,0,7,3,35,0.0,0.0
XLOC_002225,4,0,0,0,20,0.0470516,0.0
XLOC_002226,4,0,0,0,20,0.0193289,0.0224613
XLOC_002227,11,0,12,15,0,30.5452,30.3708
XLOC_002228,0,4,0,0,14,0.024356,0.0290887
XLOC_002229,38,6,34,50,0,26.1317,25.0478
XLOC_002230,0,4,0,0,40,0.919641,1.04835
XLOC_002231,35,9,35,23,3,33.4182,30.8474
XLOC_002232,28,0,23,12,8,26.4945,28.2949
XLOC_002233,17,0,5,5,0,0.0,0.00850696
XLOC_002234,19,6,20,13,3,1.42191,1.64831
XLOC_002235,5,0,0,0,32,4.91365,7.1881
XLOC_002236,18,8,0,0,83,0.0,0.0
XLOC_002237,9,0,22,4,0,40.0693,43.9326
XLOC_002238,8,0,16,14,0,0.0568757,0.0548839
XLOC_002239,37,16,52,35,3,9.75266,9.34469
XLOC_002241,17,4,14,11,0,7.66674,6.75546
XLOC_002242,13,3,15,13,0,15.3164,14.1517
XLOC_002243,16,5,20,12,0,44.4679,45.8752
XLOC_002244,18,3,18,14,0,9.1663,9.5532
XLOC_002245,27,0,26,25,0,0.121222,0.0278088
XLOC_002246,27,0,26,25,0,0.0,0.0
XLOC_002247,0,0,0,0,38,0.0,0.0
XLOC_002248,0,4,0,0,18,3.00791,2.8578
XLOC_002249,7,0,0,0,18,0.0,0.0
XLOC_002251,0,4,0,0,10,0.0507438,0.0299171
XLOC_002252,0,0,0,0,28,0.0,0.0
XLOC_002254,25,13,18,15,15,11.8606,11.8075
XLOC_002255,0,0,0,0,14,0.0270327,0.0317116
XLOC_002256,6,0,0,0,8,0.229242,0.0695938
XLOC_002257,12,0,15,14,0,22.561,21.1125
XLOC_002258,17,0,25,20,0,5.09676,4.99062
XLOC_002259,17,0,25,20,0,0.127043,0.258379
XLOC_002260,41,0,53,29,0,13.0048,12.9238
XLOC_002261,19,5,19,15,4,1.76295,1.7182
XLOC_002262,0,3,0,0,42,0.010561,0.0252336
XLOC_002263,0,0,0,0,0,8.31828,7.66181
XLOC_002264,14,8,17,12,0,2.507,2.52679
XLOC_002265,30,5,31,32,4,1.08685,1.1047
XLOC_002266,0,0,0,0,18,0.0143126,0.016951
XLOC_002267,17,0,16,7,53,0.0,0.0
XLOC_002268,17,0,16,7,53,0.792194,0.978264
XLOC_002270,6,3,4,0,47,0.064029,0.152017
XLOC_002271,23,3,28,26,0,7.61576,7.9011
XLOC_002272,30,4,24,27,13,1.58686,1.54415
XLOC_002273,25,8,28,20,0,80.9914,80.5743
XLOC_002274,14,0,16,6,0,8.48195,8.69645
XLOC_002275,18,11,19,13,14,1.23523,1.41171
XLOC_002276,18,11,19,13,14,0.0,0.0
XLOC_002277,3,3,0,0,66,0.0488522,0.118594
XLOC_002278,36,0,31,50,0,12.128,11.7752
XLOC_002279,13,4,16,10,0,21.2267,21.2512
XLOC_002280,0,0,0,0,14,0.0547491,0.0963049
XLOC_002281,0,0,0,0,20,0.027082,0.0187261
XLOC_002282,0,0,0,0,11,0.0484848,0.056741
XLOC_002283,0,0,0,0,2,0.0,0.0231517
XLOC_002284,5,0,11,14,0,0.388986,0.275215
XLOC_002285,36,4,40,36,0,6.28196,6.44079
XLOC_002288,0,3,0,0,10,0.0,0.0
XLOC_002289,31,8,34,25,6,1.75124,1.92023
XLOC_002290,0,0,0,0,5,0.145632,0.127014
XLOC_002291,0,0,0,0,2,0.800597,0.81485
XLOC_002292,0,0,0,0,6,0.0772334,0.0589619
XLOC_002293,14,16,14,0,34,0.0545806,0.0
XLOC_002295,5,3,5,0,14,0.0344133,0.0737263
XLOC_002296,3,0,0,0,47,0.0,0.0
XLOC_002297,31,12,41,33,0,25.6815,26.1975
XLOC_002299,14,0,22,19,0,14.648,14.6643
XLOC_002300,19,5,22,19,0,21.6066,22.1175
XLOC_002301,17,0,33,24,0,11.114,10.9177
XLOC_002302,16,0,14,8,3,3.91661,4.34592
XLOC_002304,21,12,22,0,28,0.0327047,0.115463
XLOC_002305,28,3,27,35,0,4.68443,4.72104
XLOC_002306,0,0,0,0,0,0.121934,0.429941
XLOC_002307,27,7,35,22,0,5.93095,6.86532
XLOC_002308,14,0,19,16,0,6.70053,6.8177
XLOC_002309,34,12,25,46,1,0.927898,0.851841
XLOC_002310,28,6,30,43,3,0.104649,0.27871
XLOC_002311,26,5,27,19,0,2.35093,2.44241
XLOC_002312,0,0,0,0,0,0.0161076,0.0181605
XLOC_002313,5,0,5,0,52,0.0,0.0
XLOC_002314,12,0,16,8,0,6.3395,6.06723
XLOC_002316,0,0,0,0,0,12.1408,12.045
XLOC_002317,14,0,21,17,0,56.8403,58.4181
XLOC_002318,38,6,45,35,0,22.286,24.4863
XLOC_002319,38,6,45,35,0,0.0,0.0
XLOC_002320,38,6,45,35,0,0.0,0.0
XLOC_002321,15,5,18,13,0,11.9973,12.8779
XLOC_002322,15,5,18,13,0,0.0,0.0
XLOC_002323,15,5,18,13,0,0.452873,0.64491
XLOC_002324,19,8,20,16,0,0.0,0.0
XLOC_002326,32,7,35,23,0,1.2714,1.62184
XLOC_002328,10,0,12,3,0,0.519284,0.493144
XLOC_002329,15,0,20,12,0,5.38437,5.1621
XLOC_002330,21,4,22,16,2,36.1329,36.8074
XLOC_002331,5,3,4,0,18,0.0125586,0.0143582
XLOC_002332,5,5,10,0,23,0.0,0.0
XLOC_002333,0,0,0,0,6,0.0711453,0.02718
XLOC_002334,25,9,29,21,0,6.55775,6.40675
XLOC_002335,21,2,22,14,0,6.68511,6.91046
XLOC_002336,21,2,22,14,0,0.0,0.0
XLOC_002337,30,4,35,24,0,16.6777,16.7407
XLOC_002338,30,4,35,24,0,0.0,0.0
XLOC_002339,0,0,0,0,0,0.0,0.0
XLOC_002340,26,8,31,25,4,59.3129,60.9047
XLOC_002342,34,13,43,29,10,26.5832,23.8858
XLOC_002343,25,4,25,41,0,8.06244,8.09441
XLOC_002344,11,0,4,0,13,0.285217,0.239893
XLOC_002345,27,10,18,18,0,28.8132,31.57
XLOC_002346,18,6,9,7,25,0.0354119,0.042309
XLOC_002347,26,0,28,20,0,12.1118,13.2367
XLOC_002348,20,5,25,15,0,22.6569,22.9874
XLOC_002349,20,7,20,15,0,5.33753,5.44292
XLOC_002350,33,5,21,26,3,44.4718,43.3692
XLOC_002351,7,16,15,0,37,0.0,0.0127333
XLOC_002352,23,11,44,16,0,5.57806,5.97862
XLOC_002354,18,3,15,12,0,8.21892,7.48023
XLOC_002355,20,21,23,2,91,0.0180479,0.07378
XLOC_002356,56,19,47,41,0,41.8301,42.6939
XLOC_002357,35,6,32,37,0,0.869482,0.83833
XLOC_002358,39,6,23,26,0,0.213794,0.100413
XLOC_002359,10,21,8,0,83,0.0272456,0.00843033
XLOC_002360,37,8,29,32,0,7.28812,6.88581
XLOC_002361,0,0,0,0,3,0.118128,0.0
XLOC_002362,4,3,0,3,2,0.0,0.273528
XLOC_002364,33,6,38,40,0,3.87707,4.3519
XLOC_002365,8,5,11,0,34,3.9695,3.45468
XLOC_002366,16,3,22,16,0,19.9113,19.687
XLOC_002367,30,7,29,24,0,17.8236,18.535
XLOC_002368,22,9,29,18,0,8.52546,7.77267
XLOC_002369,4,8,9,0,21,0.119966,0.189882
XLOC_002370,49,0,48,65,0,428.302,434.901
XLOC_002371,24,3,25,19,0,11.3456,10.3766
XLOC_002372,26,6,26,17,0,6.53832,6.96085
XLOC_002373,25,24,22,12,22,0.365214,0.279653
XLOC_002374,36,0,31,55,0,19.3001,18.6821
XLOC_002375,45,4,51,34,0,5.16322,5.2159
XLOC_002376,32,16,36,35,5,14.5588,15.1254
XLOC_002378,18,0,19,15,0,0.0,0.0
XLOC_002379,18,0,19,15,0,0.0124043,0.013843
XLOC_002380,0,0,0,0,0,0.0513269,0.0651752
XLOC_002381,21,0,19,19,3,0.298523,0.362607
XLOC_002382,20,0,23,16,0,1.3827,0.741133
XLOC_002383,24,8,19,19,0,11.3833,11.9241
XLOC_002384,94,28,78,97,0,41.0336,39.0478
XLOC_002393,45,0,42,53,0,121.213,126.276
XLOC_002394,45,0,42,53,0,0.0,0.0
XLOC_002395,17,4,23,17,0,16.6565,16.9005
XLOC_002396,55,7,62,45,5,7.67191,8.26128
XLOC_002397,12,0,16,12,0,10.9279,10.7049
XLOC_002398,37,8,34,43,0,10.8012,10.5687
XLOC_002399,4,0,0,0,0,1.92803,2.02239
XLOC_002400,4,0,0,0,0,0.0,0.0
XLOC_002401,25,8,22,23,5,41.1644,40.6432
XLOC_002402,19,3,13,0,56,1.10382,1.05541
XLOC_002403,8,0,0,34,0,0.643576,0.736322
XLOC_002404,8,0,0,34,0,20.1043,19.6677
XLOC_002405,0,0,0,0,0,0.0,0.0
XLOC_002407,4,0,7,0,0,0.0228892,0.0260055
XLOC_002408,9,2,7,0,12,0.0,0.0846943
XLOC_002409,14,6,20,10,0,51.5495,52.4003
XLOC_002410,4,0,8,0,0,14.6415,15.532
XLOC_002411,0,0,0,0,10,0.0355872,0.084058
XLOC_002412,9,6,8,0,25,0.0,0.0883248
XLOC_002415,28,3,38,27,0,8.39358,7.84259
XLOC_002416,28,3,38,27,0,0.150726,0.205418
XLOC_002417,11,4,20,16,0,24.8367,26.4934
XLOC_002418,54,0,55,67,0,106.555,103.496
XLOC_002420,26,8,27,28,0,0.168411,0.157335
XLOC_002421,17,0,17,11,13,17.6518,18.4615
XLOC_002422,20,4,33,21,0,18.7788,18.4198
XLOC_002423,29,7,29,25,0,12.3692,11.2036
XLOC_002424,18,4,16,11,0,4.23574,5.88715
XLOC_002425,36,6,31,52,0,6.8555,6.90348
XLOC_002426,15,0,16,15,0,5.82568,6.38098
XLOC_002427,51,13,53,44,3,0.981384,1.21125
XLOC_002428,0,0,4,2,0,12.0339,9.36521
XLOC_002431,29,5,27,23,0,6.04303,6.39202
XLOC_002432,0,0,9,0,13,0.0,0.0
XLOC_002433,0,0,0,0,0,0.0,0.0
XLOC_002434,0,0,0,0,0,0.0,0.0
XLOC_002435,0,4,0,0,0,0.0,0.0
XLOC_002436,0,0,0,0,0,0.0,0.0
XLOC_002437,0,0,0,0,0,0.0,0.0
XLOC_002438,0,3,0,0,0,0.0,0.0
XLOC_002439,0,0,0,0,0,0.0,0.0
XLOC_002440,0,0,0,0,0,0.0,0.0
XLOC_002441,0,0,0,0,0,0.0,0.0
XLOC_002442,0,0,0,0,0,0.0,0.0
XLOC_002443,0,0,0,0,0,0.0,0.0
XLOC_002444,0,0,0,0,0,0.0,0.0
XLOC_002445,0,0,0,0,3,0.0,0.0
XLOC_002446,0,0,0,0,0,0.0,0.0
XLOC_002447,0,0,0,0,0,0.0,0.0
XLOC_002448,0,0,0,0,0,0.0,0.0
XLOC_002450,0,0,0,0,10,0.0,0.0
XLOC_002451,34,0,26,29,0,5.90745,5.80574
XLOC_002452,42,4,41,32,0,7.56588,7.09903
XLOC_002453,0,0,0,0,0,0.0392239,0.136148
XLOC_002457,21,9,20,12,45,0.199732,0.329129
XLOC_002470,47,5,15,36,19,0.194115,0.0562982
XLOC_002474,4,38,0,0,62,0.0,0.0
XLOC_002475,4,38,0,0,62,0.0459744,0.10658
XLOC_002476,9,4,0,0,75,0.276923,0.196171
XLOC_002484,26,2,30,23,0,0.239702,0.206871
XLOC_002485,68,21,63,75,8,0.152976,0.357791
XLOC_002509,0,0,0,0,0,0.138384,0.213906
XLOC_002520,18,8,32,21,0,0.486084,0.383317
XLOC_002532,27,5,21,19,3,0.520391,0.460636
XLOC_002535,18,0,13,11,3,0.196441,0.231167
XLOC_002538,42,5,16,42,0,1.38185,0.464673
XLOC_002539,4,0,8,0,14,0.0,0.0326784
XLOC_002540,4,0,8,0,14,0.0,0.0627685
XLOC_002541,39,4,32,28,0,0.288368,0.268329
XLOC_002547,10,0,11,5,8,0.0603654,0.0
XLOC_002550,20,0,21,14,0,0.140634,0.246257
XLOC_002551,21,9,30,20,0,0.307996,0.461627
XLOC_002557,29,4,32,21,0,0.26233,0.182803
XLOC_002558,15,5,17,10,5,0.340687,0.656703
XLOC_002559,24,14,24,37,0,0.0,0.0664403
XLOC_002560,20,5,20,15,0,0.186278,0.215406
XLOC_002564,0,4,0,0,10,0.0,0.0
XLOC_002570,28,0,30,20,0,0.0592125,0.0
XLOC_002572,14,0,13,10,0,0.159707,0.0924107
XLOC_002573,14,0,13,10,0,0.0,0.0
XLOC_002574,0,3,0,0,0,0.0,0.0
XLOC_002581,22,4,22,23,0,0.192602,0.34902
XLOC_002582,18,9,19,16,0,0.0,0.0
XLOC_002583,4,0,9,0,21,0.0,0.0
XLOC_002584,17,5,26,19,0,0.0,0.0
XLOC_002585,17,5,26,19,0,0.0,0.111405
XLOC_002591,15,8,21,14,0,0.52821,0.647895
XLOC_002592,15,8,21,14,0,0.630119,0.470737
XLOC_002593,15,8,21,14,0,0.0,0.653578
XLOC_002594,15,8,21,14,0,0.305266,0.301129
XLOC_002603,27,8,30,29,0,0.0,0.0
XLOC_002604,27,8,30,29,0,0.398222,0.42163
XLOC_002605,0,0,0,0,0,0.0539486,0.0626827
XLOC_002609,19,5,27,14,0,0.45228,0.394431
XLOC_002611,17,6,21,18,0,0.0585232,0.202563
XLOC_002623,17,4,21,16,0,0.388622,0.064598
XLOC_002639,9,0,14,0,18,0.0263761,0.0454392
XLOC_002646,21,5,22,22,0,0.0161592,0.0371489
XLOC_002647,25,10,21,17,59,0.0,0.0
XLOC_002655,18,4,21,12,0,0.511178,0.556035
XLOC_002661,20,4,20,17,0,2.52204,2.90407
XLOC_002670,15,0,20,15,0,1.04166,1.08832
XLOC_002683,5,5,7,0,12,0.0,0.0
XLOC_002687,37,8,46,20,0,0.0478445,0.166444
XLOC_002688,0,0,5,0,0,0.166993,0.0
XLOC_002699,21,0,25,21,0,0.0436248,0.133672
XLOC_002700,21,0,25,21,0,0.0546844,0.12715
XLOC_002701,21,0,25,21,0,0.190202,0.165485
XLOC_002704,16,0,24,19,0,2.61823,1.67659
XLOC_002705,5,5,7,0,7,0.0105311,0.0120859
XLOC_002711,10,0,10,9,0,0.0,0.0
XLOC_002712,10,0,10,9,0,0.751467,0.391365
XLOC_002713,9,0,18,5,0,0.261646,0.121546
XLOC_002714,9,0,18,5,0,0.209864,0.487475
XLOC_002715,9,0,18,5,0,0.403545,0.259811
XLOC_002716,40,4,38,45,0,0.369767,0.620968
XLOC_002717,40,4,38,45,0,0.388369,0.818362
XLOC_002718,40,4,38,45,0,0.787799,0.0
XLOC_002725,30,4,33,20,0,0.234061,0.272311
XLOC_002727,0,0,0,0,0,0.0,0.0
XLOC_002730,31,0,26,18,0,0.105575,0.128023
XLOC_002736,18,8,14,6,20,0.0753512,0.0871446
XLOC_002737,0,0,0,0,0,0.0,0.0
XLOC_002738,0,0,0,0,0,0.0,0.0
XLOC_002744,0,0,0,0,0,0.0313712,0.0269816
XLOC_002746,5,0,5,9,0,0.194572,0.0
XLOC_002766,0,0,0,0,0,0.108835,0.209697
XLOC_002803,30,4,35,24,0,0.0,0.0
XLOC_002804,30,4,35,24,0,0.0,0.0
XLOC_002809,0,0,0,0,0,0.719229,0.292856
XLOC_002822,33,6,38,40,0,0.260209,0.384821
XLOC_002823,33,6,38,40,0,0.521975,0.241269
XLOC_002850,0,13,0,0,0,0.0130336,0.0149685
XLOC_002854,9,6,8,0,25,0.0,0.0
XLOC_002868,25,5,29,22,3,21.5036,20.8635
XLOC_002869,22,7,20,12,16,1.53704,1.46193
XLOC_002870,28,10,36,29,0,0.0,0.0
XLOC_002872,26,3,32,27,0,37.4698,39.3861
XLOC_002873,26,3,32,27,0,1.44909,0.954951
XLOC_002874,26,3,32,27,0,4.00189,4.25365
XLOC_002876,0,0,0,0,22,0.0,0.0
XLOC_002877,0,0,0,0,22,0.0,0.0
XLOC_002878,12,3,10,0,21,1.7845,1.92726
XLOC_002883,0,0,0,0,0,0.0,0.0
XLOC_002884,0,0,0,0,0,447.617,418.933
XLOC_002885,0,0,0,15,0,149.689,143.779
XLOC_002886,0,0,0,4,0,0.886132,0.82628
XLOC_002887,4,0,5,0,9,0.057127,0.0
XLOC_002888,10,4,17,9,0,30.7972,30.6577
XLOC_002889,12,0,0,40,0,0.0,0.030774
XLOC_002891,10,5,19,10,4,15.5113,15.579
XLOC_002892,28,7,30,22,0,5.73513,11.2389
XLOC_002893,28,7,30,23,0,14.4625,14.2401
XLOC_002894,19,6,19,11,3,22.4624,23.1276
XLOC_002895,18,9,25,11,47,1.70576,1.59144
XLOC_002896,18,9,25,11,47,0.0,0.0
XLOC_002897,13,0,16,11,9,2.30816,1.91573
XLOC_002900,73,0,38,95,0,488.581,493.333
XLOC_002901,25,6,32,20,0,162.427,161.06
XLOC_002902,15,0,22,12,0,3.66146,3.16146
XLOC_002903,15,29,20,3,84,0.0,0.0
XLOC_002909,0,0,0,0,0,0.0244278,0.0541379
XLOC_002910,11,0,3,11,0,0.122887,0.325041
XLOC_002911,21,6,27,15,3,4.11609,3.86152
XLOC_002912,9,4,16,10,0,5.16068,5.01204
XLOC_002913,14,8,19,11,0,6.35357,6.98541
XLOC_002914,14,8,19,11,0,63.3062,66.0584
XLOC_002915,15,0,22,4,30,0.0832453,0.136974
XLOC_002916,24,4,32,24,0,19.6959,19.379
XLOC_002917,14,3,14,9,3,7.58571,8.7421
XLOC_002918,14,3,14,9,3,1.14683,1.05334
XLOC_002919,0,4,0,0,2,0.0308131,0.0174705
XLOC_002920,0,4,0,0,2,0.0,0.0
XLOC_002921,27,4,28,24,0,17.0036,17.7168
XLOC_002922,28,3,30,25,0,10.7875,12.5171
XLOC_002923,23,0,27,24,0,0.0,0.0
XLOC_002924,0,0,0,0,12,0.0834597,0.063808
XLOC_002925,25,4,27,20,0,7.37709,6.93886
XLOC_002926,9,4,12,8,0,4.57112,4.309
XLOC_002927,0,4,0,0,0,0.254045,0.444335
XLOC_002928,2,4,0,0,17,0.0,0.0108109
XLOC_002929,24,0,29,21,0,18.5812,19.4888
XLOC_002930,0,0,0,0,0,0.0,0.0
XLOC_002931,0,0,0,0,0,0.0,0.0
XLOC_002932,0,0,0,0,0,0.0,0.0
XLOC_002933,0,0,0,0,0,0.0,0.0
XLOC_002934,0,0,0,0,0,0.00823366,0.0
XLOC_002935,0,0,0,0,0,0.0,0.0
XLOC_002936,0,0,0,0,5,0.0184449,0.0
XLOC_002937,8,0,8,0,17,0.268694,0.339769
XLOC_002938,8,0,8,0,17,37.9561,36.404
XLOC_002939,0,0,0,0,0,1.51819,1.78793
XLOC_002940,0,0,0,0,0,0.772914,0.758618
XLOC_002941,30,8,31,28,0,17.5639,18.9213
XLOC_002943,23,0,26,23,0,27.2294,27.4967
XLOC_002944,27,3,31,28,1,28.7554,28.2519
XLOC_002945,13,6,13,9,16,0.0,0.0
XLOC_002946,4,0,10,0,0,0.0,0.0
XLOC_002947,13,3,14,24,0,3.6676,3.95202
XLOC_002948,0,0,0,1,41,0.0,0.0
XLOC_002949,23,10,25,19,4,1.17931,1.32836
XLOC_002950,0,3,0,0,29,4.41925,4.61708
XLOC_002951,0,3,0,0,29,0.0221529,0.0
XLOC_002952,0,3,0,0,29,0.0,0.0
XLOC_002953,11,0,20,11,0,3.31331,3.5105
XLOC_002954,5,3,0,0,22,0.0,0.0363871
XLOC_002957,0,0,6,0,7,0.0,0.0
XLOC_002958,5,3,0,0,40,0.0,0.0
XLOC_002959,0,0,0,0,8,0.0296404,0.0344655
XLOC_002962,22,5,24,22,0,10.2464,10.1267
XLOC_002963,37,0,41,32,0,8.96993,8.30472
XLOC_002965,9,4,22,11,0,36.8578,39.3058
XLOC_002966,33,15,33,25,0,34.4028,36.7023
XLOC_002967,36,12,43,35,3,16.5047,16.0213
XLOC_002969,0,9,0,0,6,0.0,0.217038
XLOC_002971,0,3,0,0,3,0.0,0.0
XLOC_002972,0,3,0,0,3,12.7403,13.3888
XLOC_002973,49,7,53,46,0,13.5865,12.724
XLOC_002975,35,10,38,31,0,5.39411,5.78201
XLOC_002976,17,0,17,10,0,0.231132,0.34005
XLOC_002977,7,0,12,7,0,0.700215,0.520513
XLOC_002979,24,3,25,23,0,11.2349,12.1903
XLOC_002980,0,0,0,0,0,23.7995,26.4061
XLOC_002981,0,0,0,0,0,0.0,0.0
XLOC_002982,0,4,0,0,0,0.0,0.0
XLOC_002983,15,0,20,17,0,6.10661,6.93326
XLOC_002984,14,0,21,11,0,5.64921,6.0293
XLOC_002987,0,0,0,0,0,0.730559,0.471231
XLOC_002989,15,0,18,11,0,12.0326,12.0706
XLOC_002990,3,16,0,0,91,0.0163062,0.0291396
XLOC_002991,22,0,31,18,3,8.51883,8.65253
XLOC_002992,3,0,0,0,10,0.0,0.0
XLOC_002993,22,3,25,23,0,1.02305,1.00381
XLOC_002994,10,4,10,7,5,1.26519,1.58128
XLOC_002995,15,5,15,7,3,6.3236,4.91153
XLOC_002996,15,5,15,7,3,0.834837,0.588354
XLOC_003001,9,0,0,0,41,0.0111961,0.0132123
XLOC_003002,36,6,31,50,0,21.7248,21.3273
XLOC_003003,36,6,31,50,0,0.668679,0.401747
XLOC_003006,6,0,13,0,23,0.0551446,0.0322774
XLOC_003007,17,8,17,16,2,4.252,4.09654
XLOC_003009,21,16,14,7,86,1.07367,0.755221
XLOC_003010,1,10,0,0,67,0.0,0.0
XLOC_003011,0,3,0,0,36,0.0,0.0
XLOC_003013,14,12,20,3,48,0.0,0.0
XLOC_003014,0,0,0,0,0,0.891368,0.0
XLOC_003015,0,0,0,0,0,0.0,0.0
XLOC_003018,0,0,0,0,0,0.0442276,0.0171719
XLOC_003019,0,0,0,0,0,0.0,0.0
XLOC_003020,0,0,0,0,0,0.0,0.0
XLOC_003021,10,3,11,6,14,0.136691,0.283998
XLOC_003022,14,7,18,10,0,12.2934,13.992
XLOC_003023,0,0,0,0,9,0.0,0.0
XLOC_003024,0,0,0,0,31,0.0,0.0
XLOC_003025,4,27,0,0,63,0.0,0.0
XLOC_003026,4,27,0,0,63,0.0,0.0213221
XLOC_003027,4,27,0,0,63,0.0,0.0
XLOC_003028,0,0,0,1,0,0.143577,0.0
XLOC_003029,47,5,36,64,0,185.622,188.687
XLOC_003031,0,0,0,0,0,2.05356,1.83507
XLOC_003032,13,6,17,11,0,5.39627,5.67075
XLOC_003033,42,12,44,41,0,0.449127,0.464359
XLOC_003034,17,0,16,14,0,1.87287,1.03899
XLOC_003035,12,3,14,0,24,0.0,0.0249277
XLOC_003036,12,3,14,0,24,0.0,0.0
XLOC_003037,12,3,14,0,24,0.0,0.0
XLOC_003038,49,0,43,51,0,53.9085,56.2428
XLOC_003039,0,3,0,0,11,0.0888941,0.0
XLOC_003041,36,0,47,38,0,37.2427,36.7414
XLOC_003042,11,7,15,10,0,14.8365,15.6617
XLOC_003043,16,0,23,15,0,55.6692,60.9045
XLOC_003044,11,0,23,7,9,0.910812,1.02447
XLOC_003045,11,0,23,7,9,0.20808,0.276554
XLOC_003046,60,0,71,81,0,40.0021,37.4333
XLOC_003047,18,4,27,10,0,79.8331,84.5103
XLOC_003048,0,0,0,0,0,0.0,0.0
XLOC_003049,42,0,47,41,0,3.19773,2.94066
XLOC_003050,8,0,7,0,14,0.0,0.0737624
XLOC_003051,22,13,26,21,5,12.3135,12.9311
XLOC_003052,21,0,19,21,0,17.7008,15.2814
XLOC_003053,18,8,24,20,0,1.64214,1.39421
XLOC_003054,18,8,24,20,0,19.1982,19.8689
XLOC_003058,0,0,3,0,0,0.0,0.0
XLOC_003059,23,3,28,15,0,6.74333,7.43991
XLOC_003060,0,0,0,0,0,0.0,0.00987219
XLOC_003061,33,11,38,29,0,62.9455,61.9541
XLOC_003062,34,6,43,27,0,3.16931,3.78163
XLOC_003063,17,5,20,16,0,38.9799,39.5585
XLOC_003064,17,5,20,16,0,0.0,0.0
XLOC_003065,16,0,18,14,3,2.82707,2.86015
XLOC_003066,17,0,18,14,0,13.5777,14.499
XLOC_003067,34,7,29,30,0,85.9824,86.2792
XLOC_003068,14,0,20,10,0,14.0284,12.91
XLOC_003069,0,0,0,0,4,0.172966,0.182185
XLOC_003070,19,0,24,19,0,46.9265,47.0429
XLOC_003071,22,0,24,18,0,13.3341,12.8675
XLOC_003072,22,0,26,13,0,11.1346,10.7813
XLOC_003073,0,0,0,0,0,0.465156,0.234134
XLOC_003074,11,0,12,0,10,1.47712,1.14592
XLOC_003075,12,4,11,5,17,3.25487,3.57119
XLOC_003076,0,7,4,0,53,0.030774,0.0490227
XLOC_003077,22,3,23,21,4,19.6032,19.2058
XLOC_003078,33,4,34,30,0,0.722218,0.636003
XLOC_003079,23,7,20,22,4,28.7091,28.7435
XLOC_003080,11,9,9,0,77,0.0345443,0.0370653
XLOC_003081,0,4,0,0,39,0.0455359,0.0440236
XLOC_003082,16,0,16,13,3,11.6152,11.6909
XLOC_003083,17,0,18,3,49,0.499043,0.404238
XLOC_003084,24,3,17,19,14,12.6742,12.6833
XLOC_003085,8,0,0,0,47,0.11602,0.234056
XLOC_003086,33,13,33,34,0,12.4143,12.2078
XLOC_003087,15,0,23,11,0,27.5158,27.6744
XLOC_003088,47,15,39,76,0,62.3171,60.8347
XLOC_003089,11,6,16,9,0,16.2353,15.5972
XLOC_003090,0,0,0,0,0,1.45006,1.79403
XLOC_003091,12,0,14,16,0,2.88805,2.63338
XLOC_003092,12,0,14,16,0,3.72415,4.52434
XLOC_003093,18,0,22,20,0,0.496241,0.61377
XLOC_003094,36,0,27,19,0,68.5059,69.9786
XLOC_003095,36,0,40,29,0,10.0002,9.26509
XLOC_003096,11,6,12,8,21,1.91883,1.95126
XLOC_003097,23,7,23,18,0,14.0774,14.4035
XLOC_003098,27,0,27,18,0,63.3414,65.374
XLOC_003099,33,12,35,36,0,4.1897,4.28952
XLOC_003100,17,0,9,3,0,7.07182,7.05687
XLOC_003101,24,11,25,21,0,126.055,136.101
XLOC_003103,76,32,76,73,1,3.51397,3.81079
XLOC_003105,0,0,0,5,0,0.55272,0.332179
XLOC_003106,0,0,0,5,0,12.5936,10.3946
