item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K4me3-H3K4me1-H3K36me3-H3K9me3-H3K27me3,0.76,0.8,1.13,48.85,65.77,67.99,0.75,0.88,0.89,1.04,1.12,1.13,51.79,52.56,53.85,0.78,0.78,0.79,54.23,0.79
