model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
RandomForest,1011,H3K4me3,,70.4,0.7813,72.1,0.8057,0.7925,0.7528,0.6614,0.7041,0.767
RandomForest,123,H3K4me3,,75.0,0.8348,72.9,0.8046,0.7991,0.7576,0.6606,0.7058,0.797
RandomForest,42,H3K4me3,,74.9,0.8145,75.2,0.8246,0.8067,0.7606,0.7069,0.7328,0.793
RandomForest,456,H3K4me3,,75.3,0.835,73.1,0.8006,0.7652,0.7472,0.6749,0.7092,0.792
RandomForest,789,H3K4me3,,70.8,0.7875,73.3,0.8125,0.8094,0.7731,0.664,0.7144,0.784
RandomForest,1011,H3K9ac,,70.4,0.79,73.0,0.8206,0.803,0.7788,0.6454,0.7059,0.717
RandomForest,123,H3K9ac,,76.3,0.8382,72.4,0.818,0.8197,0.7727,0.622,0.6892,0.746
RandomForest,42,H3K9ac,,74.2,0.8105,73.9,0.8229,0.8127,0.7657,0.659,0.7084,0.727
RandomForest,456,H3K9ac,,76.4,0.8408,71.5,0.7843,0.7549,0.7519,0.6173,0.678,0.75
RandomForest,789,H3K9ac,,72.6,0.7954,73.4,0.8256,0.7982,0.8094,0.6163,0.6998,0.725
RandomForest,1011,H3K9me3,,52.3,0.5174,51.2,0.5212,0.5154,0.6842,0.0518,0.0963,0.064
RandomForest,123,H3K9me3,,50.9,0.5212,51.8,0.5185,0.5093,0.6042,0.0589,0.1074,0.055
RandomForest,42,H3K9me3,,54.3,0.5227,53.3,0.5423,0.5138,0.6346,0.0686,0.1238,0.096
RandomForest,456,H3K9me3,,53.9,0.5314,52.3,0.5392,0.5056,0.6098,0.0514,0.0949,0.073
RandomForest,789,H3K9me3,,52.9,0.5137,51.0,0.53,0.5287,0.6444,0.0577,0.1058,0.068
RandomForest,1011,H3K27ac,,69.8,0.7893,74.1,0.8259,0.8217,0.7806,0.6733,0.723,0.765
RandomForest,123,H3K27ac,,74.1,0.8335,74.3,0.8205,0.8128,0.7818,0.6626,0.7173,0.796
RandomForest,42,H3K27ac,,75.9,0.8368,77.3,0.8561,0.8409,0.7995,0.7048,0.7492,0.779
RandomForest,456,H3K27ac,,76.5,0.8329,74.2,0.8172,0.7992,0.7701,0.6687,0.7159,0.789
RandomForest,789,H3K27ac,,72.1,0.8011,74.8,0.8308,0.8214,0.7981,0.668,0.7273,0.764
RandomForest,1011,H3K27me3,,52.8,0.5285,50.5,0.5157,0.5104,0.6522,0.0299,0.0571,0.031
RandomForest,123,H3K27me3,,50.6,0.5217,52.2,0.5255,0.5144,0.7917,0.0386,0.0736,0.045
RandomForest,42,H3K27me3,,53.9,0.5217,52.5,0.5206,0.4954,0.6667,0.0249,0.0481,0.039
RandomForest,456,H3K27me3,,54.3,0.5295,52.5,0.5176,0.4981,0.7895,0.0309,0.0594,0.037
RandomForest,789,H3K27me3,,53.4,0.5154,50.2,0.5165,0.5134,0.6,0.0298,0.0568,0.042
RandomForest,1011,H3K4me3-H3K9ac,,71.2,0.798,73.7,0.8223,0.7881,0.7685,0.6813,0.7223,0.788
RandomForest,123,H3K4me3-H3K9ac,,76.7,0.8442,74.6,0.8303,0.8279,0.7705,0.689,0.7275,0.808
RandomForest,42,H3K4me3-H3K9ac,,74.7,0.8239,76.2,0.8407,0.822,0.7743,0.7131,0.7424,0.806
RandomForest,456,H3K4me3-H3K9ac,,77.1,0.8486,74.9,0.8157,0.794,0.7617,0.7037,0.7316,0.811
RandomForest,789,H3K4me3-H3K9ac,,72.1,0.7963,74.5,0.8316,0.8214,0.7911,0.67,0.7255,0.798
RandomForest,1011,H3K4me3-H3K9me3,,70.7,0.7826,73.1,0.8092,0.7966,0.7606,0.6773,0.7165,0.78
RandomForest,123,H3K4me3-H3K9me3,,74.6,0.8343,73.0,0.8073,0.8015,0.7546,0.6687,0.7091,0.81
RandomForest,42,H3K4me3-H3K9me3,,74.5,0.8179,74.4,0.8248,0.8053,0.7462,0.7089,0.7271,0.795
RandomForest,456,H3K4me3-H3K9me3,,76.3,0.8383,73.3,0.8015,0.769,0.7472,0.6811,0.7126,0.808
RandomForest,789,H3K4me3-H3K9me3,,71.2,0.787,73.8,0.8179,0.8168,0.777,0.672,0.7207,0.793
RandomForest,1011,H3K4me3-H3K27ac,,71.6,0.7976,73.7,0.8319,0.8151,0.7638,0.6892,0.7246,0.818
RandomForest,123,H3K4me3-H3K27ac,,76.7,0.8536,76.0,0.8334,0.8316,0.7864,0.7033,0.7425,0.85
RandomForest,42,H3K4me3-H3K27ac,,76.0,0.8442,77.0,0.8541,0.8398,0.7758,0.7339,0.7543,0.828
RandomForest,456,H3K4me3-H3K27ac,,76.4,0.8504,74.9,0.8286,0.8022,0.7617,0.7037,0.7316,0.82
RandomForest,789,H3K4me3-H3K27ac,,73.4,0.8072,76.2,0.8423,0.8364,0.7991,0.7038,0.7484,0.813
RandomForest,1011,H3K4me3-H3K27me3,,70.7,0.7816,72.2,0.8083,0.7939,0.7523,0.6653,0.7061,0.771
RandomForest,123,H3K4me3-H3K27me3,,74.8,0.8324,73.0,0.8068,0.8006,0.7606,0.6585,0.7059,0.806
RandomForest,42,H3K4me3-H3K27me3,,74.8,0.8161,75.1,0.8256,0.8053,0.7544,0.7152,0.7343,0.79
RandomForest,456,H3K4me3-H3K27me3,,75.3,0.8366,73.4,0.8008,0.7654,0.7523,0.6749,0.7115,0.795
RandomForest,789,H3K4me3-H3K27me3,,71.0,0.7847,72.7,0.8161,0.814,0.7662,0.6581,0.708,0.783
RandomForest,1011,H3K9ac-H3K9me3,,70.5,0.7927,72.9,0.8218,0.8045,0.7718,0.6534,0.7077,0.736
RandomForest,123,H3K9ac-H3K9me3,,76.7,0.8412,72.0,0.816,0.8185,0.765,0.622,0.6861,0.757
RandomForest,42,H3K9ac-H3K9me3,,74.1,0.8141,72.9,0.8222,0.81,0.7442,0.6653,0.7025,0.746
RandomForest,456,H3K9ac-H3K9me3,,76.7,0.8459,72.5,0.7893,0.7639,0.753,0.6461,0.6955,0.769
RandomForest,789,H3K9ac-H3K9me3,,71.8,0.8001,73.7,0.8262,0.8067,0.8093,0.6243,0.7048,0.753
RandomForest,1011,H3K9ac-H3K27ac,,71.1,0.8021,75.2,0.8364,0.8198,0.79,0.6892,0.7362,0.795
RandomForest,123,H3K9ac-H3K27ac,,76.2,0.8516,76.0,0.841,0.8408,0.8029,0.6789,0.7357,0.814
RandomForest,42,H3K9ac-H3K27ac,,77.2,0.8448,77.9,0.8555,0.8462,0.7955,0.7277,0.76,0.807
RandomForest,456,H3K9ac-H3K27ac,,77.2,0.8536,75.5,0.8287,0.8121,0.7809,0.6893,0.7322,0.816
RandomForest,789,H3K9ac-H3K27ac,,73.9,0.816,75.5,0.8471,0.8281,0.8116,0.668,0.7328,0.795
RandomForest,1011,H3K9ac-H3K27me3,,71.0,0.7956,72.9,0.8198,0.8061,0.7757,0.6474,0.7058,0.736
RandomForest,123,H3K9ac-H3K27me3,,76.6,0.8383,71.9,0.8191,0.8223,0.7698,0.6118,0.6818,0.745
RandomForest,42,H3K9ac-H3K27me3,,74.5,0.8152,73.5,0.8254,0.8142,0.7571,0.6611,0.7059,0.745
RandomForest,456,H3K9ac-H3K27me3,,75.7,0.8434,71.0,0.7873,0.7569,0.7426,0.6173,0.6742,0.76
RandomForest,789,H3K9ac-H3K27me3,,72.2,0.7982,73.8,0.8271,0.8029,0.813,0.6223,0.705,0.747
RandomForest,1011,H3K9me3-H3K27ac,,70.1,0.7917,73.9,0.8271,0.8231,0.7732,0.6793,0.7232,0.781
RandomForest,123,H3K9me3-H3K27ac,,74.7,0.8381,74.2,0.825,0.8131,0.7759,0.6687,0.7183,0.793
RandomForest,42,H3K9me3-H3K27ac,,76.4,0.8401,77.2,0.8564,0.84,0.7843,0.7256,0.7538,0.799
RandomForest,456,H3K9me3-H3K27ac,,76.5,0.8383,74.4,0.8196,0.7974,0.77,0.6749,0.7193,0.815
