gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,E066
ENSG00000027697,48,0,39,74,0,54.481
ENSG00000105854,34,0,31,81,0,54.475
ENSG00000169718,20,0,27,30,0,54.438
ENSG00000108588,38,0,35,31,0,54.437
ENSG00000104872,26,0,30,44,0,54.403
ENSG00000135437,33,0,31,82,0,54.356
ENSG00000091317,39,0,32,37,0,54.303
ENSG00000090266,0,0,0,0,0,54.254
ENSG00000257727,22,0,22,23,0,54.229
ENSG00000086062,73,0,59,92,0,54.146
ENSG00000017427,36,4,50,52,0,54.07
ENSG00000102910,44,2,41,60,0,54.059
ENSG00000130165,19,0,21,12,0,53.851
ENSG00000064115,53,0,35,46,0,53.67
ENSG00000099800,20,0,22,20,0,53.65
ENSG00000203896,20,0,55,60,0,53.648
ENSG00000125818,5,0,4,3,0,53.644
ENSG00000165280,27,0,34,30,0,53.625
ENSG00000133800,0,11,0,26,0,53.563
ENSG00000165471,61,0,69,100,0,53.502
ENSG00000166183,30,0,31,50,0,53.461
ENSG00000141759,10,13,23,21,0,53.422
ENSG00000112337,48,0,55,66,0,53.311
ENSG00000183172,31,0,28,41,0,53.3
ENSG00000146007,12,0,15,9,0,53.294
ENSG00000152795,41,0,43,29,0,53.289
ENSG00000111229,23,0,23,37,0,53.236
ENSG00000099194,42,0,38,51,0,53.235
ENSG00000084070,11,0,1,18,0,53.171
ENSG00000112304,42,0,42,46,0,53.113
ENSG00000107566,40,0,40,45,0,53.032
ENSG00000062282,0,0,0,36,0,52.999
ENSG00000000419,27,4,35,31,0,52.609
ENSG00000089280,32,0,37,29,0,52.572
ENSG00000134970,14,0,9,15,0,52.507
ENSG00000170385,73,0,70,79,0,52.507
ENSG00000112294,26,0,23,30,0,52.479
ENSG00000170412,17,0,11,26,0,52.477
ENSG00000257046,34,0,46,15,0,52.373
ENSG00000091527,37,0,39,53,0,52.289
ENSG00000137207,25,0,27,15,0,52.274
ENSG00000099330,18,0,18,29,0,52.257
ENSG00000161921,35,0,25,49,0,52.236
ENSG00000177697,12,0,31,56,0,52.23
ENSG00000005486,0,0,0,11,0,52.191
ENSG00000185813,13,0,13,20,0,52.182
ENSG00000119705,25,0,29,22,0,52.161
ENSG00000140479,25,0,10,42,0,52.135
ENSG00000198478,24,0,36,31,0,52.06
ENSG00000114021,33,0,27,83,0,52.029
ENSG00000100024,0,0,0,39,0,51.956
ENSG00000126945,42,0,28,28,0,51.934
ENSG00000065548,29,0,27,22,0,51.898
ENSG00000134825,28,0,25,21,0,51.887
ENSG00000124226,31,0,33,47,0,51.846
ENSG00000137876,26,0,30,21,0,51.843
ENSG00000163382,18,0,16,14,0,51.815
ENSG00000132361,31,0,50,48,0,51.786
ENSG00000100345,41,0,39,57,0,51.756
ENSG00000118508,38,0,28,34,0,51.701
ENSG00000141198,36,0,42,43,0,51.645
ENSG00000155380,40,0,37,33,0,51.618
ENSG00000171867,18,0,17,26,0,51.592
ENSG00000110077,25,0,27,44,0,51.59
ENSG00000178988,36,4,36,32,0,51.574
ENSG00000137714,37,0,28,54,0,51.549
ENSG00000113583,19,0,24,35,0,51.536
ENSG00000170345,69,0,52,94,0,51.529
ENSG00000146859,48,0,45,82,0,51.45
ENSG00000024862,22,0,22,32,0,51.427
ENSG00000255863,0,0,0,0,0,51.413
ENSG00000104529,20,0,28,29,0,51.344
ENSG00000156467,25,0,20,17,0,51.295
ENSG00000158373,51,0,47,47,0,51.266
ENSG00000109332,31,0,30,26,0,51.258
ENSG00000180745,16,0,33,41,0,51.221
ENSG00000187630,6,0,4,0,0,51.187
ENSG00000108387,0,0,0,13,0,51.173
ENSG00000171314,25,0,25,39,0,51.164
ENSG00000100243,33,0,27,58,0,51.131
ENSG00000084090,44,0,40,52,0,51.117
ENSG00000090382,16,0,4,34,0,51.091
ENSG00000115484,22,0,22,25,0,51.058
ENSG00000011304,34,0,46,70,0,51.041
ENSG00000205707,21,0,22,13,0,50.967
ENSG00000141543,28,0,32,24,0,50.959
ENSG00000167460,0,4,7,40,0,50.946
ENSG00000160113,43,0,46,65,0,50.839
ENSG00000123453,38,0,32,82,0,50.83
ENSG00000153904,48,0,50,66,0,50.716
ENSG00000171223,72,0,62,95,0,50.688
ENSG00000168234,6,0,0,11,0,50.639
ENSG00000168542,18,0,5,58,0,50.612
ENSG00000109107,12,0,7,21,0,50.606
ENSG00000184227,0,0,11,32,0,50.605
ENSG00000143106,32,0,36,36,0,50.586
ENSG00000198732,11,0,12,28,0,50.513
ENSG00000168036,15,0,13,13,0,50.447
ENSG00000115234,26,0,28,30,0,50.421
ENSG00000181924,20,0,24,20,0,50.404
ENSG00000092199,36,0,50,58,0,50.331
ENSG00000107796,43,0,30,55,0,50.274
ENSG00000159720,29,0,27,24,0,50.249
ENSG00000073169,48,0,53,79,0,50.246
ENSG00000188554,38,0,37,44,0,50.199
ENSG00000130706,34,0,38,65,0,50.183
ENSG00000173674,20,0,25,28,0,50.128
ENSG00000168090,17,0,17,32,0,50.115
ENSG00000119431,33,0,27,77,0,50.102
ENSG00000155115,18,0,18,17,0,50.082
ENSG00000001630,0,0,0,0,0,50.076
ENSG00000159199,21,0,24,20,0,50.066
ENSG00000144224,27,0,32,28,0,50.018
ENSG00000119396,0,0,0,0,0,49.992
ENSG00000099804,38,5,34,56,0,49.991
ENSG00000258941,44,0,34,43,0,49.905
ENSG00000241553,27,0,26,26,0,49.87
ENSG00000125977,29,0,31,28,0,49.846
ENSG00000181038,29,0,31,39,0,49.803
ENSG00000115486,27,0,33,45,0,49.762
ENSG00000100412,28,0,30,28,0,49.743
ENSG00000114353,17,0,14,31,0,49.737
ENSG00000072062,44,0,42,68,0,49.732
ENSG00000162704,46,0,41,39,0,49.702
ENSG00000213512,40,0,51,64,0,49.488
ENSG00000180398,18,0,25,22,0,49.473
ENSG00000168264,95,0,79,99,0,49.438
ENSG00000058262,31,0,33,47,0,49.4
ENSG00000013583,34,0,41,38,0,49.376
ENSG00000100242,11,2,14,11,0,49.357
ENSG00000163513,52,0,38,68,0,49.329
ENSG00000143198,27,0,25,27,0,49.322
ENSG00000077549,29,0,35,35,0,49.317
ENSG00000129559,24,0,28,21,0,49.316
ENSG00000198356,32,0,46,35,0,49.266
ENSG00000031698,22,0,23,26,0,49.247
ENSG00000198937,10,0,12,8,0,49.231
ENSG00000136052,36,0,39,43,0,49.198
ENSG00000254692,24,0,19,33,0,49.197
ENSG00000117707,61,0,64,82,0,49.05
ENSG00000141002,22,0,22,26,0,49.023
ENSG00000165841,53,3,61,59,0,49.019
ENSG00000188243,13,0,21,13,0,48.968
ENSG00000112308,51,0,57,46,0,48.915
ENSG00000092621,15,0,9,24,0,48.864
ENSG00000164938,74,0,78,90,0,48.817
ENSG00000111269,30,0,29,31,0,48.814
ENSG00000006015,10,0,16,20,0,48.751
ENSG00000175906,49,0,35,65,0,48.675
ENSG00000137364,31,0,36,47,0,48.672
ENSG00000133142,0,0,0,0,0,48.563
ENSG00000130520,40,0,18,51,0,48.559
ENSG00000106688,40,0,46,48,0,48.506
ENSG00000214435,7,0,17,13,0,48.471
ENSG00000160752,44,0,39,67,0,48.409
ENSG00000087302,24,0,23,15,0,48.374
ENSG00000182902,7,0,3,33,0,48.358
ENSG00000100558,6,0,8,10,0,48.294
ENSG00000165688,25,0,25,24,0,48.224
ENSG00000172086,29,0,31,36,0,48.206
ENSG00000117528,60,0,56,50,0,48.191
ENSG00000143545,29,0,27,37,0,48.176
ENSG00000153774,25,0,29,28,0,48.098
ENSG00000122203,20,0,33,20,0,48.075
ENSG00000113384,55,0,41,48,0,48.064
ENSG00000170310,21,0,24,18,0,48.052
ENSG00000241360,28,0,39,52,0,47.952
ENSG00000147140,33,2,25,19,0,47.839
ENSG00000130202,45,0,42,67,0,47.832
ENSG00000093010,42,0,31,69,0,47.824
ENSG00000007080,19,0,19,14,0,47.795
ENSG00000155659,0,0,0,0,0,47.762
ENSG00000164089,25,0,26,52,0,47.754
ENSG00000155666,21,0,21,41,0,47.747
ENSG00000112697,45,0,33,23,0,47.743
ENSG00000143369,0,0,0,27,0,47.729
ENSG00000157103,33,0,42,93,0,47.702
ENSG00000117410,37,0,48,50,0,47.675
ENSG00000116752,22,0,25,21,0,47.673
ENSG00000163468,12,0,13,4,0,47.673
ENSG00000113328,44,0,45,63,0,47.652
ENSG00000198682,47,0,34,83,0,47.58
ENSG00000185000,21,0,27,32,5,47.546
ENSG00000053501,12,0,16,16,0,47.538
ENSG00000121858,55,0,52,61,0,47.536
ENSG00000177556,46,0,39,47,0,47.521
ENSG00000078061,41,0,28,60,0,47.514
ENSG00000118804,16,0,19,22,0,47.467
ENSG00000158526,12,0,19,9,0,47.42
ENSG00000170855,23,0,28,14,0,47.321
ENSG00000249141,32,0,34,59,0,47.315
ENSG00000086065,29,0,32,24,0,47.298
ENSG00000175198,46,0,49,50,0,47.203
ENSG00000164111,27,0,26,36,0,47.149
ENSG00000213614,16,0,25,17,0,47.135
ENSG00000142864,44,0,48,35,0,47.091
ENSG00000132002,15,0,19,18,0,47.084
ENSG00000137575,35,0,31,36,0,47.048
ENSG00000147065,0,0,0,0,0,47.046
ENSG00000179889,21,0,27,23,0,47.004
ENSG00000143891,40,0,26,49,0,46.94
ENSG00000078369,29,0,29,33,0,46.928
ENSG00000108788,33,0,39,74,0,46.924
ENSG00000121851,45,0,41,52,0,46.924
ENSG00000130726,25,0,30,22,0,46.862
ENSG00000131844,18,0,27,19,0,46.844
ENSG00000167397,17,4,25,36,0,46.83
ENSG00000157379,45,0,32,79,0,46.822
ENSG00000138495,23,0,24,21,0,46.769
ENSG00000167588,40,0,25,58,0,46.742
ENSG00000143222,11,0,15,10,0,46.626
ENSG00000159069,60,0,62,100,0,46.611
ENSG00000116962,42,0,40,90,0,46.528
ENSG00000167193,17,0,4,59,0,46.478
ENSG00000171903,15,4,19,28,0,46.471
ENSG00000010278,39,0,20,44,0,46.465
ENSG00000133935,37,0,28,35,0,46.408
ENSG00000258643,37,0,34,38,0,46.291
ENSG00000127125,24,0,21,20,0,46.289
ENSG00000125991,9,0,13,8,0,46.139
ENSG00000163815,0,0,0,23,0,46.134
ENSG00000147471,23,0,19,14,0,46.097
ENSG00000181789,37,0,30,39,0,46.078
ENSG00000132589,45,0,36,56,0,46.075
ENSG00000213593,25,0,34,16,0,46.073
ENSG00000005243,10,0,8,10,0,46.065
ENSG00000131171,25,0,23,17,0,46.017
ENSG00000183077,36,0,47,58,0,45.949
ENSG00000130741,24,0,20,22,0,45.937
ENSG00000185787,0,5,5,20,15,45.922
ENSG00000137312,28,0,32,54,0,45.836
ENSG00000121310,49,0,49,68,0,45.787
ENSG00000111142,33,0,31,26,0,45.728
ENSG00000076662,12,0,16,39,0,45.711
ENSG00000170906,20,0,22,23,0,45.699
ENSG00000155366,34,0,29,53,0,45.697
ENSG00000085117,26,0,23,38,0,45.673
ENSG00000184374,0,0,0,8,0,45.634
ENSG00000095139,32,0,29,23,0,45.632
ENSG00000129103,18,0,18,33,0,45.632
ENSG00000182004,25,0,18,25,0,45.604
ENSG00000108784,33,0,25,65,0,45.583
ENSG00000103150,24,0,25,50,0,45.529
ENSG00000131669,43,0,37,65,0,45.445
ENSG00000213930,43,0,36,53,0,45.428
ENSG00000138071,24,0,29,29,0,45.398
ENSG00000164120,56,0,53,59,0,45.397
ENSG00000170271,44,0,36,41,0,45.376
ENSG00000164898,25,0,31,40,0,45.367
ENSG00000129151,0,0,0,0,0,45.361
ENSG00000108829,17,0,18,15,0,45.337
ENSG00000129084,63,0,50,57,0,45.295
ENSG00000164924,42,3,44,50,5,45.226
ENSG00000166927,11,0,15,32,0,45.175
ENSG00000130332,20,0,29,26,0,45.133
ENSG00000100116,50,0,55,67,0,45.132
ENSG00000177733,50,0,40,36,0,45.132
ENSG00000170275,24,0,18,26,0,45.118
ENSG00000102575,15,0,13,25,0,45.093
ENSG00000005471,14,0,11,49,0,45.08
ENSG00000156885,0,0,16,21,0,45.009
ENSG00000172936,56,0,64,61,0,44.914
ENSG00000254979,47,0,33,76,0,44.908
ENSG00000115306,22,0,33,39,0,44.846
ENSG00000144579,70,0,74,80,0,44.843
ENSG00000082996,46,0,33,51,0,44.735
ENSG00000171298,16,0,17,13,0,44.706
ENSG00000157916,24,0,30,43,0,44.677
ENSG00000095059,11,0,16,27,0,44.675
ENSG00000111726,26,0,24,40,0,44.66
ENSG00000165527,63,0,51,57,0,44.647
ENSG00000126698,32,0,38,34,0,44.638
ENSG00000118985,68,0,60,81,0,44.566
ENSG00000162032,13,0,24,34,0,44.547
ENSG00000162460,15,0,15,9,0,44.536
ENSG00000124370,31,0,39,26,0,44.406
ENSG00000143921,78,0,82,68,0,44.39
ENSG00000090861,20,0,21,27,0,44.376
ENSG00000100567,50,0,49,56,0,44.31
ENSG00000143164,65,0,63,57,0,44.24
ENSG00000176978,0,0,9,0,0,44.227
ENSG00000143727,21,0,25,50,0,44.207
ENSG00000110711,28,0,20,30,0,44.18
ENSG00000134440,23,0,21,18,0,44.17
ENSG00000007520,14,0,22,6,0,44.073
ENSG00000178057,43,0,55,49,0,44.062
ENSG00000205352,23,0,22,23,0,44.058
ENSG00000100138,22,0,22,23,0,44.004
ENSG00000172164,45,0,47,47,0,43.991
ENSG00000041357,24,0,23,20,0,43.961
ENSG00000145824,0,11,3,25,56,43.901
ENSG00000100201,45,0,33,57,0,43.867
ENSG00000184900,6,16,17,22,0,43.852
ENSG00000090487,33,0,24,37,0,43.811
ENSG00000111481,6,0,11,26,0,43.792
ENSG00000156709,25,3,27,25,0,43.739
ENSG00000102316,11,0,21,16,0,43.718
ENSG00000129255,35,0,48,62,0,43.685
ENSG00000204463,48,0,44,65,0,43.677
ENSG00000100577,32,0,50,77,0,43.664
ENSG00000174574,30,0,28,42,0,43.648
ENSG00000001036,22,0,16,13,0,43.631
ENSG00000171202,15,0,19,12,0,43.559
ENSG00000129518,26,0,29,24,0,43.51
ENSG00000100234,31,0,37,33,0,43.484
ENSG00000003436,3,0,0,0,0,43.483
ENSG00000204227,26,0,35,43,0,43.48
ENSG00000128283,75,0,32,89,0,43.45
ENSG00000172336,28,0,25,54,0,43.391
ENSG00000147224,23,0,26,25,0,43.369
ENSG00000240849,24,0,23,33,0,43.291
ENSG00000197747,34,0,25,52,0,43.287
ENSG00000106244,32,0,30,24,0,43.285
ENSG00000069345,51,0,32,51,0,43.252
ENSG00000180425,39,0,38,31,0,43.201
ENSG00000111666,29,0,30,63,0,43.173
ENSG00000161057,42,0,40,33,0,43.169
ENSG00000128789,35,0,23,36,0,43.161
ENSG00000091262,17,0,17,22,0,43.147
ENSG00000157514,22,0,32,14,0,43.135
ENSG00000073060,0,0,0,7,0,43.125
ENSG00000182919,59,0,58,65,0,43.074
ENSG00000147274,27,0,25,19,0,43.058
ENSG00000173210,44,0,44,60,0,43.057
ENSG00000109079,38,0,31,54,0,43.023
ENSG00000067704,26,0,32,36,0,43.022
ENSG00000157326,16,0,34,48,0,43.017
ENSG00000173905,41,0,56,52,0,42.99
ENSG00000070761,35,0,42,46,0,42.923
ENSG00000129235,31,0,29,24,0,42.9
ENSG00000079332,21,0,25,26,0,42.82
ENSG00000147813,9,0,20,56,0,42.778
ENSG00000149357,24,0,24,28,0,42.75
ENSG00000168710,22,0,25,59,0,42.708
ENSG00000105223,22,0,23,18,0,42.638
ENSG00000196083,34,0,46,50,0,42.566
ENSG00000122033,29,0,31,32,0,42.484
ENSG00000067082,69,0,65,77,0,42.478
ENSG00000221995,0,0,0,0,0,42.457
ENSG00000159921,21,0,24,36,0,42.441
ENSG00000165030,60,0,62,74,0,42.409
ENSG00000148339,43,0,47,63,0,42.372
ENSG00000122490,33,0,46,64,0,42.368
ENSG00000184012,4,3,0,11,0,42.339
ENSG00000160213,9,0,17,15,0,42.323
ENSG00000112473,46,0,50,57,0,42.296
ENSG00000181513,33,0,38,38,0,42.221
ENSG00000081154,27,0,25,26,0,42.206
ENSG00000137801,29,0,36,53,7,42.185
ENSG00000120833,56,0,53,55,0,42.158
ENSG00000134575,14,0,28,57,0,42.032
ENSG00000181035,46,0,40,92,0,42.004
ENSG00000095906,39,0,29,50,0,41.968
ENSG00000103423,25,0,27,25,0,41.952
ENSG00000197165,13,0,14,29,0,41.863
ENSG00000111684,45,0,37,42,0,41.838
ENSG00000170027,29,0,26,36,0,41.794
ENSG00000139793,47,0,47,65,0,41.73
ENSG00000059769,62,0,61,85,0,41.698
ENSG00000131446,54,0,32,80,0,41.675
ENSG00000108861,22,0,24,50,0,41.67
ENSG00000130985,27,0,25,25,0,41.65
ENSG00000102898,61,0,49,55,0,41.631
ENSG00000255439,17,2,26,37,0,41.595
ENSG00000125534,7,0,18,19,0,41.59
ENSG00000156261,46,0,44,42,0,41.59
ENSG00000008282,32,0,22,25,0,41.578
ENSG00000168303,37,0,47,45,0,41.559
ENSG00000110107,24,0,25,24,0,41.522
ENSG00000102317,24,0,27,31,0,41.519
ENSG00000214456,39,0,49,84,0,41.51
ENSG00000113811,26,0,29,25,3,41.477
ENSG00000109084,29,0,32,38,0,41.436
ENSG00000147100,29,0,38,40,0,41.43
ENSG00000176153,19,0,33,72,0,41.427
ENSG00000104388,44,0,34,40,0,41.411
ENSG00000147669,27,0,30,22,0,41.397
ENSG00000137414,40,0,33,45,0,41.36
ENSG00000104695,28,0,24,29,0,41.268
ENSG00000143420,32,0,30,33,0,41.245
ENSG00000161267,17,0,44,43,0,41.196
ENSG00000198961,62,0,52,68,0,41.155
ENSG00000114737,73,0,78,79,0,41.153
ENSG00000049245,18,0,20,20,0,41.146
ENSG00000107341,40,0,38,64,0,41.145
ENSG00000002834,52,0,44,66,0,41.127
ENSG00000107874,30,0,30,50,0,41.112
ENSG00000115274,35,0,41,37,0,41.109
ENSG00000099203,15,3,23,20,0,41.056
ENSG00000100836,26,0,27,32,0,40.922
ENSG00000132432,23,0,26,15,0,40.837
ENSG00000130159,17,0,16,22,0,40.82
ENSG00000105135,25,0,23,25,0,40.704
ENSG00000164032,59,0,49,46,0,40.669
ENSG00000163463,15,0,13,13,0,40.657
ENSG00000176101,28,0,33,23,0,40.629
ENSG00000116688,29,0,19,55,0,40.624
ENSG00000149591,0,0,7,58,0,40.587
ENSG00000078808,18,0,24,16,0,40.583
ENSG00000100504,26,0,31,36,0,40.578
ENSG00000105700,21,0,19,51,0,40.51
ENSG00000115524,43,0,38,37,0,40.448
ENSG00000159200,7,0,23,21,0,40.447
ENSG00000108176,21,0,26,11,0,40.415
ENSG00000162385,14,0,17,13,0,40.39
ENSG00000213995,41,0,35,45,0,40.352
ENSG00000164967,24,0,22,37,0,40.314
ENSG00000152082,26,0,27,19,0,40.25
ENSG00000153823,61,0,61,70,0,40.191
ENSG00000167978,40,0,39,27,0,40.183
ENSG00000127774,23,0,24,21,0,40.155
ENSG00000242110,46,0,38,70,0,40.15
ENSG00000100353,23,0,23,27,0,40.148
ENSG00000147677,21,0,26,16,5,40.145
ENSG00000163686,38,0,27,38,0,40.092
ENSG00000198563,47,0,43,36,0,40.083
ENSG00000197888,0,0,8,0,0,40.057
ENSG00000102038,29,0,38,52,0,40.028
ENSG00000103495,29,0,39,65,0,40.026
ENSG00000173418,20,0,23,12,0,40.02
ENSG00000065485,41,0,40,57,0,40.015
ENSG00000255112,34,0,38,33,0,39.985
ENSG00000130725,46,0,57,57,0,39.963
ENSG00000136636,31,0,34,41,0,39.962
ENSG00000103507,9,0,13,54,0,39.898
ENSG00000134802,54,0,33,88,0,39.894
ENSG00000109814,58,0,57,63,0,39.889
ENSG00000144837,12,0,21,23,0,39.867
ENSG00000143977,21,0,23,24,0,39.85
ENSG00000166848,44,0,54,45,0,39.788
ENSG00000116489,42,0,32,50,0,39.771
ENSG00000119986,52,0,44,61,0,39.731
ENSG00000169241,64,0,64,95,0,39.585
ENSG00000099246,22,0,21,23,0,39.582
ENSG00000168259,36,0,33,55,0,39.508
ENSG00000137713,43,0,32,53,0,39.504
ENSG00000073921,45,0,46,53,0,39.497
ENSG00000168118,21,0,36,51,0,39.46
ENSG00000254709,0,0,0,0,0,39.422
ENSG00000132341,18,0,22,21,0,39.394
ENSG00000179820,23,0,26,50,0,39.381
ENSG00000187840,18,0,26,38,0,39.362
ENSG00000139508,27,0,28,46,0,39.361
ENSG00000242612,31,0,36,87,0,39.346
ENSG00000055211,22,0,25,23,0,39.329
ENSG00000172115,23,0,21,23,0,39.304
ENSG00000102158,42,0,39,40,0,39.272
ENSG00000213619,21,0,21,19,0,39.236
ENSG00000161920,39,0,17,68,0,39.222
ENSG00000141580,13,0,22,22,0,39.124
ENSG00000250349,23,0,21,36,0,39.119
ENSG00000120265,41,0,34,57,0,39.108
ENSG00000160783,16,4,15,29,0,39.093
ENSG00000120738,49,0,51,65,0,39.075
ENSG00000204619,30,0,29,28,0,39.071
ENSG00000006712,28,0,24,27,0,39.005
ENSG00000163083,36,0,39,50,0,38.974
ENSG00000100220,19,0,20,15,0,38.941
ENSG00000104131,31,0,29,29,0,38.898
ENSG00000130313,26,0,27,23,0,38.881
ENSG00000067064,36,0,43,68,0,38.861
ENSG00000196365,23,0,25,27,0,38.819
ENSG00000140497,27,0,18,41,0,38.792
ENSG00000114054,15,0,18,36,0,38.77
ENSG00000013364,43,0,44,63,0,38.769
ENSG00000121579,63,0,39,64,0,38.684
ENSG00000122218,44,0,29,58,0,38.663
ENSG00000110108,23,0,22,21,0,38.658
ENSG00000139318,99,0,84,100,0,38.632
ENSG00000163527,49,0,42,35,0,38.628
ENSG00000221869,51,0,52,54,0,38.585
ENSG00000141367,42,0,41,37,0,38.533
ENSG00000171552,45,0,49,53,0,38.497
ENSG00000068120,28,0,29,49,0,38.495
ENSG00000147592,23,0,32,49,0,38.471
ENSG00000196576,32,0,23,73,0,38.455
ENSG00000131504,44,0,39,45,0,38.433
ENSG00000154153,10,0,18,5,0,38.428
ENSG00000104763,37,0,36,43,0,38.408
ENSG00000165507,64,0,54,89,0,38.378
ENSG00000161999,30,0,45,29,0,38.374
ENSG00000083123,14,0,22,23,0,38.363
ENSG00000163399,47,0,44,56,0,38.358
ENSG00000064666,34,0,30,56,0,38.322
ENSG00000167740,37,0,38,34,0,38.316
ENSG00000148572,34,0,28,57,0,38.286
ENSG00000204435,42,0,48,55,0,38.266
ENSG00000063244,36,0,35,26,0,38.243
ENSG00000114520,20,0,20,21,0,38.202
ENSG00000107581,41,0,36,60,0,38.2
ENSG00000196821,34,0,32,44,0,38.175
ENSG00000139168,31,0,24,18,0,38.17
ENSG00000162972,25,0,32,18,0,38.158
ENSG00000198900,27,0,30,28,0,38.148
ENSG00000167797,44,0,45,48,0,38.085
ENSG00000183624,41,0,28,60,0,38.082
ENSG00000138075,77,0,81,67,0,38.047
ENSG00000165474,17,0,25,26,0,38.044
ENSG00000115944,0,0,0,0,0,38.022
ENSG00000259132,57,0,43,64,0,38.009
ENSG00000185745,28,0,26,20,0,37.983
ENSG00000179344,29,0,17,32,0,37.953
ENSG00000178078,39,0,40,72,0,37.948
ENSG00000120438,49,0,35,40,0,37.892
ENSG00000182108,52,0,72,76,0,37.891
ENSG00000175826,37,0,36,39,0,37.866
ENSG00000160948,30,0,31,33,0,37.814
ENSG00000103152,24,0,30,53,0,37.761
ENSG00000164442,77,0,73,100,0,37.76
ENSG00000131238,0,0,13,7,0,37.748
ENSG00000006831,35,0,34,35,0,37.713
ENSG00000121774,28,0,28,24,0,37.71
ENSG00000143570,45,0,44,50,0,37.681
ENSG00000129187,28,0,23,34,0,37.611
ENSG00000109576,9,0,21,11,0,37.593
ENSG00000114850,35,0,26,23,0,37.59
ENSG00000110871,53,0,55,65,0,37.58
ENSG00000138768,40,0,39,51,0,37.567
ENSG00000158604,20,0,23,20,0,37.547
ENSG00000177105,48,0,36,62,0,37.52
ENSG00000132581,32,0,24,28,0,37.511
ENSG00000153187,65,0,55,65,0,37.511
ENSG00000117480,6,14,18,18,0,37.496
ENSG00000162191,27,0,23,19,0,37.478
ENSG00000136167,7,0,12,0,0,37.424
ENSG00000204387,49,0,43,78,0,37.423
ENSG00000197629,21,0,42,51,0,37.42
ENSG00000156298,13,3,24,25,0,37.404
ENSG00000091140,24,0,19,20,0,37.384
ENSG00000150907,58,0,56,57,0,37.362
ENSG00000116044,27,0,28,36,0,37.358
ENSG00000008382,32,0,34,64,0,37.296
ENSG00000167699,25,0,27,19,0,37.265
ENSG00000139269,67,0,37,94,0,37.229
ENSG00000242616,16,0,20,25,0,37.216
ENSG00000065809,0,0,0,4,0,37.193
ENSG00000103202,7,0,15,51,0,37.127
ENSG00000129055,37,0,33,34,0,37.089
ENSG00000108278,24,0,24,18,0,37.08
ENSG00000096060,91,0,51,100,0,37.04
ENSG00000114698,31,0,33,27,0,37.011
ENSG00000004478,30,0,28,30,0,36.999
ENSG00000035862,4,0,9,35,0,36.992
ENSG00000154262,41,0,33,49,0,36.92
ENSG00000182087,34,0,25,55,0,36.916
ENSG00000082146,0,0,0,0,0,36.898
ENSG00000136807,59,0,46,86,0,36.871
ENSG00000132716,21,0,29,18,0,36.864
ENSG00000086232,21,0,27,29,0,36.859
ENSG00000128050,26,0,40,28,0,36.843
ENSG00000123124,42,0,60,57,0,36.826
ENSG00000196139,0,14,0,0,0,36.802
ENSG00000187838,17,0,26,28,0,36.756
ENSG00000168066,36,0,38,41,0,36.745
ENSG00000100612,17,0,12,13,0,36.742
ENSG00000143365,66,0,56,88,0,36.73
ENSG00000136450,28,0,35,31,0,36.727
ENSG00000128739,0,16,0,0,0,36.72
ENSG00000163634,27,0,26,26,0,36.703
ENSG00000150527,39,0,36,38,0,36.691
ENSG00000011009,10,0,18,34,0,36.675
ENSG00000165637,29,0,25,31,0,36.666
ENSG00000162434,23,0,22,36,0,36.661
ENSG00000049860,49,0,42,58,0,36.584
ENSG00000147533,22,0,22,24,0,36.543
ENSG00000165389,24,0,24,27,0,36.523
ENSG00000104886,41,0,33,37,0,36.504
ENSG00000131100,18,0,25,22,0,36.474
ENSG00000105676,26,0,22,21,0,36.451
ENSG00000124523,35,0,33,62,0,36.447
ENSG00000113712,35,0,39,41,0,36.434
ENSG00000092820,41,0,33,37,0,36.426
ENSG00000167106,60,0,61,63,0,36.407
ENSG00000156642,41,0,29,56,0,36.401
ENSG00000138175,21,0,23,34,0,36.362
ENSG00000174446,10,0,12,44,0,36.345
ENSG00000124762,29,0,29,42,0,36.343
ENSG00000135617,32,0,33,27,0,36.343
ENSG00000165376,50,0,31,61,0,36.34
ENSG00000132612,24,0,25,42,0,36.309
ENSG00000124839,16,0,9,33,0,36.297
ENSG00000248993,11,0,5,15,0,36.277
ENSG00000180573,92,0,81,81,0,36.265
ENSG00000105612,9,23,28,18,13,36.259
ENSG00000258466,11,0,7,14,0,36.225
ENSG00000100814,42,0,45,53,0,36.208
ENSG00000141385,18,0,25,23,0,36.175
ENSG00000175550,19,0,30,44,0,36.116
ENSG00000144674,34,0,29,31,0,36.109
ENSG00000139597,45,0,39,72,0,36.083
ENSG00000206418,27,0,31,26,0,36.078
ENSG00000163110,56,0,51,60,0,36.068
ENSG00000197043,37,0,34,41,0,36.064
ENSG00000111786,25,0,26,25,0,36.046
ENSG00000100442,32,0,35,21,0,35.995
ENSG00000162236,34,0,29,33,0,35.978
ENSG00000169733,19,0,23,33,0,35.97
ENSG00000162517,22,0,23,19,0,35.945
ENSG00000177666,24,0,36,40,0,35.943
ENSG00000142871,45,0,50,62,0,35.934
ENSG00000119801,30,0,26,33,0,35.911
ENSG00000092531,38,0,32,49,0,35.91
ENSG00000101161,14,0,29,42,0,35.897
ENSG00000119048,46,0,45,42,0,35.879
ENSG00000102103,22,3,23,22,0,35.856
ENSG00000198053,25,0,35,67,0,35.829
