item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K4me3-H3K9ac-H3K27me3-H3K9me3,0.4801,0.5009,0.6798,57.21,78.0959,79.31,0.5,0.7683,0.78,0.4948,0.505,0.656,60.82,77.7886,78.65,0.5,0.7708,0.78
H3K4me3-H3K9me3-H3K9ac-H3K27me3,0.4787,0.5002,0.6706,60.01,78.2287,79.36,0.5,0.771,0.79,0.4954,0.5054,0.6394,60.82,77.7549,78.58,0.5,0.771,0.78
H3K4me3-H3K9me3-H3K27me3-H3K9ac,0.4782,0.5003,0.6708,59.85,78.0516,79.39,0.5,0.7683,0.79,0.496,0.5058,0.6462,60.82,77.7377,78.7,0.5,0.7703,0.78
H3K4me3-H3K27me3-H3K9ac-H3K9me3,0.4759,0.4976,0.6542,60.82,78.3204,79.5,0.5,0.7729,0.79,0.4952,0.5036,0.6105,60.82,77.9666,78.69,0.5,0.7735,0.78
H3K4me3-H3K27me3-H3K9me3-H3K9ac,0.4794,0.5022,0.6595,60.82,77.956,79.42,0.5,0.7661,0.79,0.4956,0.5066,0.6342,60.82,77.6016,78.69,0.5,0.7677,0.78
H3K9ac-H3K4me3-H3K9me3-H3K27me3,0.4791,0.5005,0.6727,60.79,78.1601,79.42,0.5,0.7695,0.79,0.4952,0.5053,0.6444,60.82,77.7483,78.58,0.5,0.7707,0.78
H3K9ac-H3K4me3-H3K27me3-H3K9me3,0.4786,0.4977,0.6634,60.82,78.2501,79.4,0.5,0.7706,0.79,0.4947,0.5025,0.6401,60.82,77.7987,78.65,0.5,0.7714,0.78
H3K9ac-H3K9me3-H3K4me3-H3K27me3,0.4764,0.4974,0.661,60.78,78.2717,79.48,0.5,0.7714,0.79,0.4956,0.5035,0.6292,60.82,77.95,78.7,0.5,0.7731,0.78
H3K9ac-H3K9me3-H3K27me3-H3K4me3,0.4782,0.498,0.6652,59.83,78.2784,79.52,0.5,0.7707,0.79,0.4947,0.5034,0.6354,60.82,77.9185,78.65,0.5,0.7733,0.78
H3K9ac-H3K27me3-H3K4me3-H3K9me3,0.48,0.5002,0.6577,60.82,78.1709,79.38,0.5,0.7694,0.78,0.4952,0.5045,0.6298,60.82,77.7745,78.65,0.5,0.771,0.78
H3K9ac-H3K27me3-H3K9me3-H3K4me3,0.4766,0.4978,0.6669,60.06,78.3407,79.51,0.5,0.7724,0.79,0.4956,0.5041,0.6307,60.82,77.9217,78.65,0.5,0.773,0.78
H3K9me3-H3K4me3-H3K9ac-H3K27me3,0.4793,0.5011,0.6628,60.82,78.0679,79.32,0.5,0.7671,0.78,0.4952,0.5055,0.6413,60.82,77.5828,78.64,0.5,0.7683,0.78
H3K9me3-H3K4me3-H3K27me3-H3K9ac,0.4806,0.4995,0.6745,58.76,78.1486,79.39,0.5,0.7699,0.79,0.4949,0.504,0.6505,60.82,77.7781,78.65,0.5,0.7709,0.78
H3K9me3-H3K9ac-H3K4me3-H3K27me3,0.4778,0.4982,0.667,59.95,78.3204,79.44,0.5,0.7728,0.79,0.4952,0.5035,0.6252,60.82,77.9445,78.65,0.5,0.7737,0.78
H3K9me3-H3K9ac-H3K27me3-H3K4me3,0.4786,0.4981,0.662,60.82,78.277,79.38,0.5,0.7712,0.78,0.4951,0.5032,0.6365,60.82,77.9702,78.69,0.5,0.7736,0.78
H3K9me3-H3K27me3-H3K4me3-H3K9ac,0.4778,0.5,0.6602,60.81,78.0512,79.36,0.5,0.7678,0.79,0.4955,0.5054,0.6333,60.82,77.7266,78.68,0.5,0.7703,0.78
H3K9me3-H3K27me3-H3K9ac-H3K4me3,0.48,0.5006,0.6643,60.82,78.1907,79.29,0.5,0.7699,0.78,0.4955,0.5052,0.6344,60.82,77.7915,78.62,0.5,0.771,0.78
H3K27me3-H3K4me3-H3K9ac-H3K9me3,0.4788,0.4983,0.6641,60.24,78.2892,79.32,0.5,0.7714,0.78,0.4942,0.5028,0.6311,60.82,77.986,78.65,0.5,0.7738,0.78
H3K27me3-H3K4me3-H3K9me3-H3K9ac,0.4774,0.4992,0.6723,58.2,78.0409,79.38,0.5,0.7695,0.79,0.4953,0.5044,0.6423,60.82,77.8363,78.76,0.5,0.7714,0.78
H3K27me3-H3K9ac-H3K4me3-H3K9me3,0.4817,0.5031,0.672,60.82,78.02,79.19,0.5,0.7679,0.78,0.4961,0.5071,0.6494,60.82,77.7278,78.64,0.5,0.7704,0.78
H3K27me3-H3K9ac-H3K9me3-H3K4me3,0.4792,0.4977,0.6543,60.82,78.4199,79.44,0.5,0.7736,0.79,0.496,0.5029,0.6139,60.82,77.9748,78.66,0.5,0.7739,0.78
H3K27me3-H3K9me3-H3K4me3-H3K9ac,0.4794,0.4982,0.661,59.29,78.287,79.43,0.5,0.7716,0.79,0.4949,0.5031,0.6288,60.82,77.9503,78.65,0.5,0.774,0.78
H3K27me3-H3K9me3-H3K9ac-H3K4me3,0.4774,0.4988,0.6579,59.95,78.1995,79.48,0.5,0.7703,0.79,0.495,0.5044,0.6217,60.82,77.8201,78.66,0.5,0.7711,0.78
H3K4me3-H3K9ac-H3K27ac-H3K27me3,0.469,0.4907,0.65,62.12,78.7808,80.04,0.55,0.7792,0.79,0.4925,0.499,0.6048,60.82,78.4103,78.99,0.5,0.7769,0.78
H3K4me3-H3K9ac-H3K27me3-H3K27ac,0.4684,0.492,0.6441,60.58,78.5855,79.86,0.5,0.776,0.79,0.4925,0.5006,0.601,60.82,78.3149,79.16,0.5,0.7742,0.78
H3K4me3-H3K27ac-H3K9ac-H3K27me3,0.4681,0.4906,0.6383,60.82,78.6286,79.93,0.5,0.7769,0.79,0.4915,0.4989,0.6016,60.82,78.3,79.15,0.5,0.7744,0.78
H3K4me3-H3K27ac-H3K27me3-H3K9ac,0.4689,0.4928,0.6627,59.16,78.5568,79.93,0.5,0.7764,0.79,0.4922,0.5011,0.6256,60.82,78.1623,79.03,0.5,0.7737,0.78
H3K4me3-H3K27me3-H3K9ac-H3K27ac,0.4696,0.4931,0.6615,60.82,78.4751,79.9,0.5,0.7747,0.79,0.4913,0.5001,0.6359,60.82,78.126,79.11,0.5,0.7715,0.79
H3K4me3-H3K27me3-H3K27ac-H3K9ac,0.4696,0.4938,0.6657,60.82,78.4152,79.92,0.5,0.7734,0.79,0.4913,0.5009,0.6434,60.82,78.1006,79.1,0.5,0.7719,0.79
H3K9ac-H3K4me3-H3K27ac-H3K27me3,0.471,0.4947,0.6599,60.82,78.5031,79.88,0.5,0.7749,0.79,0.4918,0.501,0.6242,60.82,78.2456,79.07,0.5,0.7738,0.79
H3K9ac-H3K4me3-H3K27me3-H3K27ac,0.4696,0.4943,0.6702,60.82,78.3528,80.01,0.5,0.7717,0.79,0.4906,0.5009,0.649,60.82,78.0339,79.16,0.5,0.7697,0.79
H3K9ac-H3K27ac-H3K4me3-H3K27me3,0.4689,0.4946,0.6584,60.82,78.3396,79.84,0.5,0.7729,0.79,0.4935,0.5032,0.6265,60.82,77.9588,78.95,0.5,0.7709,0.78
H3K9ac-H3K27ac-H3K27me3-H3K4me3,0.4654,0.4893,0.6425,60.82,78.708,79.92,0.5,0.7779,0.79,0.4915,0.4991,0.6086,60.82,78.2792,79.03,0.5,0.7742,0.78
H3K9ac-H3K27me3-H3K4me3-H3K27ac,0.4704,0.4933,0.6564,60.81,78.51,79.85,0.5,0.7751,0.79,0.4916,0.5004,0.6313,60.82,78.2249,79.04,0.5,0.7738,0.78
H3K9ac-H3K27me3-H3K27ac-H3K4me3,0.4688,0.4921,0.6516,60.82,78.596,79.81,0.5,0.7755,0.79,0.4917,0.5,0.6173,60.82,78.2522,79.03,0.5,0.7742,0.78
H3K27ac-H3K4me3-H3K9ac-H3K27me3,0.4677,0.4908,0.6465,60.81,78.6552,79.79,0.5,0.7772,0.79,0.4925,0.4997,0.6048,60.82,78.402,79.04,0.5,0.7765,0.78
H3K27ac-H3K4me3-H3K27me3-H3K9ac,0.4696,0.4943,0.6646,60.24,78.489,79.88,0.5,0.7746,0.79,0.4915,0.5015,0.6318,60.82,78.0454,78.99,0.5,0.7713,0.78
H3K27ac-H3K9ac-H3K4me3-H3K27me3,0.4711,0.493,0.6595,59.95,78.5666,79.96,0.5,0.7762,0.79,0.4914,0.4998,0.6165,60.82,78.2616,79.1,0.5,0.774,0.78
H3K27ac-H3K9ac-H3K27me3-H3K4me3,0.4691,0.4935,0.6625,60.81,78.4467,80.01,0.5,0.7735,0.79,0.4912,0.5006,0.6359,60.82,78.1061,79.11,0.5,0.7714,0.78
H3K27ac-H3K27me3-H3K4me3-H3K9ac,0.4676,0.4896,0.6555,60.82,78.7095,80.06,0.5,0.7773,0.79,0.4911,0.498,0.6253,60.82,78.3602,79.14,0.5,0.7744,0.79
