item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K9me3-H3K9ac-H3K27ac-H3K4me3,0.4715,0.493,0.6378,63.21,78.7202,79.74,0.54,0.7787,0.79,0.4954,0.5023,0.5899,60.82,78.3455,78.92,0.5,0.7768,0.78
H3K9me3-H3K27ac-H3K4me3-H3K9ac,0.4706,0.4943,0.6411,60.82,78.5481,79.75,0.5,0.7759,0.79,0.4951,0.5029,0.6022,60.82,78.1545,78.88,0.5,0.7741,0.78
H3K9me3-H3K27ac-H3K9ac-H3K4me3,0.4743,0.4972,0.6573,60.82,78.3915,79.67,0.5,0.7743,0.79,0.4953,0.504,0.6233,60.82,78.0278,78.79,0.5,0.7738,0.78
H3K27ac-H3K4me3-H3K9ac-H3K9me3,0.473,0.4961,0.6471,60.24,78.3563,79.7,0.5,0.7742,0.79,0.4951,0.5037,0.6094,60.82,78.0089,79.0,0.5,0.7715,0.78
H3K27ac-H3K4me3-H3K9me3-H3K9ac,0.4732,0.4937,0.661,60.82,78.5025,79.71,0.5,0.7749,0.79,0.4949,0.5015,0.6324,60.82,78.2091,78.91,0.5,0.7743,0.78
H3K27ac-H3K9ac-H3K4me3-H3K9me3,0.474,0.4949,0.6634,59.98,78.4682,79.73,0.5,0.7753,0.79,0.4946,0.5018,0.6273,60.82,78.2102,78.96,0.5,0.7742,0.78
H3K27ac-H3K9ac-H3K9me3-H3K4me3,0.4743,0.4958,0.6587,60.76,78.443,79.66,0.5,0.7734,0.79,0.4943,0.502,0.6273,60.82,78.2032,78.91,0.5,0.7741,0.78
H3K27ac-H3K9me3-H3K4me3-H3K9ac,0.4728,0.4953,0.6554,60.82,78.5019,79.82,0.5,0.7765,0.79,0.4953,0.5032,0.6093,60.82,78.1384,78.91,0.5,0.7743,0.78
H3K27ac-H3K9me3-H3K9ac-H3K4me3,0.4747,0.4966,0.6633,60.82,78.3133,79.67,0.5,0.7713,0.79,0.4946,0.5028,0.6378,60.82,78.0307,78.99,0.5,0.7714,0.78
H3K4me3-H3K9ac-H3K9me3-H3K27me3,0.4782,0.4976,0.6659,60.67,78.3001,79.34,0.5,0.7714,0.78,0.4954,0.503,0.638,60.82,77.9848,78.65,0.5,0.7739,0.78
