item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K27ac-H3K27me3-H3K9ac-H3K4me3,0.4692,0.495,0.6553,60.82,78.455,79.93,0.5,0.7748,0.79,0.4922,0.5021,0.6136,60.82,78.1643,79.06,0.5,0.7734,0.78
H3K27me3-H3K4me3-H3K9ac-H3K27ac,0.4664,0.4898,0.6473,60.82,78.6724,79.92,0.5,0.7766,0.79,0.4918,0.4989,0.6123,60.82,78.2972,79.04,0.5,0.7743,0.78
H3K27me3-H3K4me3-H3K27ac-H3K9ac,0.4667,0.4928,0.6405,60.82,78.5004,79.93,0.5,0.7743,0.79,0.4926,0.5021,0.6057,60.82,78.0285,78.99,0.5,0.7713,0.78
H3K27me3-H3K9ac-H3K4me3-H3K27ac,0.4664,0.4916,0.6465,60.72,78.6574,80.02,0.5,0.7763,0.79,0.492,0.5006,0.6075,60.82,78.2673,79.08,0.5,0.7741,0.78
H3K27me3-H3K9ac-H3K27ac-H3K4me3,0.4699,0.4925,0.6715,60.79,78.6589,79.84,0.5,0.7785,0.79,0.4924,0.4997,0.6252,60.82,78.2722,79.22,0.5,0.7743,0.78
H3K27me3-H3K27ac-H3K4me3-H3K9ac,0.4645,0.4892,0.6494,60.82,78.7299,80.04,0.5,0.7774,0.79,0.4916,0.4993,0.6153,60.82,78.3291,79.08,0.5,0.7743,0.78
H3K27me3-H3K27ac-H3K9ac-H3K4me3,0.4719,0.4958,0.667,59.98,78.2833,79.71,0.5,0.7718,0.79,0.4922,0.5019,0.6399,60.82,78.0526,79.12,0.5,0.7714,0.78
H3K4me3-H3K9me3-H3K27ac-H3K27me3,0.4733,0.4974,0.6628,60.82,78.2987,79.84,0.5,0.7724,0.79,0.492,0.5041,0.6322,60.82,77.8437,78.84,0.5,0.7696,0.78
H3K4me3-H3K9me3-H3K27me3-H3K27ac,0.4722,0.4948,0.6478,60.82,78.5286,79.86,0.5,0.7766,0.79,0.4922,0.5019,0.6034,60.82,78.1418,78.87,0.5,0.7742,0.78
H3K4me3-H3K27ac-H3K9me3-H3K27me3,0.4733,0.4975,0.6603,60.82,78.4185,79.73,0.5,0.7754,0.79,0.4923,0.5038,0.6191,60.82,78.0009,78.89,0.5,0.7729,0.78
H3K4me3-H3K27ac-H3K27me3-H3K9me3,0.4753,0.4986,0.6583,58.74,78.2789,79.73,0.5,0.7741,0.79,0.4929,0.5044,0.6214,60.82,77.8907,78.87,0.5,0.7715,0.78
H3K4me3-H3K27me3-H3K9me3-H3K27ac,0.4721,0.4943,0.6514,60.82,78.4195,79.79,0.5,0.7745,0.79,0.4912,0.5006,0.6237,60.82,78.1573,78.92,0.5,0.7738,0.78
H3K4me3-H3K27me3-H3K27ac-H3K9me3,0.4735,0.4956,0.6676,60.28,78.3516,79.74,0.5,0.7737,0.79,0.4913,0.501,0.6374,60.82,78.021,78.96,0.5,0.7715,0.78
H3K9me3-H3K4me3-H3K27ac-H3K27me3,0.4737,0.4956,0.6661,60.29,78.3847,79.92,0.5,0.7739,0.79,0.492,0.5015,0.6375,60.82,78.002,78.87,0.5,0.7715,0.78
H3K9me3-H3K4me3-H3K27me3-H3K27ac,0.475,0.4975,0.667,60.82,78.2708,79.7,0.5,0.7731,0.79,0.4919,0.5029,0.6406,60.82,77.9737,78.89,0.5,0.7714,0.78
H3K9me3-H3K27ac-H3K4me3-H3K27me3,0.4716,0.4953,0.6542,60.81,78.4469,79.84,0.5,0.7751,0.79,0.4922,0.5026,0.6245,60.82,78.081,78.88,0.5,0.7733,0.78
H3K9me3-H3K27ac-H3K27me3-H3K4me3,0.4727,0.4937,0.652,60.31,78.5056,79.88,0.5,0.7753,0.79,0.4921,0.5006,0.6167,60.82,78.1795,79.0,0.5,0.7739,0.78
H3K9me3-H3K27me3-H3K4me3-H3K27ac,0.4743,0.4957,0.6639,60.82,78.3905,79.89,0.5,0.7735,0.79,0.4921,0.5016,0.6348,60.82,77.9866,78.88,0.5,0.7713,0.78
H3K9me3-H3K27me3-H3K27ac-H3K4me3,0.4748,0.4973,0.6662,60.82,78.1879,79.73,0.5,0.7719,0.79,0.4916,0.5028,0.6463,60.82,77.9129,78.84,0.5,0.7704,0.78
H3K27ac-H3K4me3-H3K9me3-H3K27me3,0.4754,0.4985,0.6681,60.58,78.1335,79.69,0.5,0.7705,0.79,0.4927,0.5041,0.643,60.82,77.9688,78.88,0.5,0.7709,0.78
H3K27ac-H3K4me3-H3K27me3-H3K9me3,0.4731,0.4978,0.665,59.32,78.2332,79.78,0.5,0.773,0.79,0.4924,0.5038,0.6286,60.82,77.8856,78.99,0.5,0.7707,0.78
H3K27ac-H3K9me3-H3K4me3-H3K27me3,0.4732,0.4939,0.6532,60.82,78.511,79.89,0.5,0.7757,0.79,0.4922,0.5007,0.6209,60.82,78.1962,78.92,0.5,0.7741,0.78
H3K27ac-H3K9me3-H3K27me3-H3K4me3,0.4727,0.495,0.6578,59.54,78.4181,79.82,0.5,0.7749,0.79,0.4929,0.5023,0.6229,60.82,78.0616,78.93,0.5,0.7732,0.78
H3K27ac-H3K27me3-H3K4me3-H3K9me3,0.4768,0.4987,0.681,57.67,78.1279,79.75,0.5,0.7718,0.79,0.492,0.5032,0.6534,60.82,77.9799,78.91,0.5,0.7714,0.78
H3K27ac-H3K27me3-H3K9me3-H3K4me3,0.4737,0.4967,0.6709,58.62,78.271,79.84,0.5,0.773,0.79,0.4919,0.5027,0.644,60.82,77.8922,78.89,0.5,0.7704,0.78
H3K27me3-H3K4me3-H3K9me3-H3K27ac,0.4741,0.4985,0.6753,60.78,78.1144,79.66,0.5,0.7705,0.79,0.4924,0.5045,0.6572,60.82,77.8844,78.83,0.5,0.77,0.78
H3K27me3-H3K4me3-H3K27ac-H3K9me3,0.4776,0.5016,0.6811,60.13,77.9109,79.67,0.5,0.7665,0.79,0.4916,0.5055,0.6675,60.82,77.5832,78.88,0.5,0.7655,0.78
H3K27me3-H3K9me3-H3K4me3-H3K27ac,0.4752,0.5009,0.6892,53.62,77.9687,79.79,0.5,0.769,0.79,0.4921,0.5054,0.6646,60.82,77.7713,78.88,0.5,0.7681,0.78
H3K27me3-H3K9me3-H3K27ac-H3K4me3,0.4733,0.4976,0.6657,59.14,78.2523,79.79,0.5,0.7729,0.79,0.4924,0.5039,0.6316,60.82,77.9043,78.84,0.5,0.7711,0.78
H3K27me3-H3K27ac-H3K4me3-H3K9me3,0.4736,0.4955,0.6578,60.82,78.2802,79.78,0.5,0.7722,0.79,0.4923,0.5021,0.636,60.82,77.9639,78.93,0.5,0.7708,0.78
H3K27me3-H3K27ac-H3K9me3-H3K4me3,0.4718,0.4926,0.6497,60.86,78.6001,79.89,0.5,0.7775,0.79,0.4919,0.4998,0.613,60.82,78.1906,79.02,0.5,0.7738,0.78
H3K9ac-H3K9me3-H3K27ac-H3K27me3,0.4791,0.5035,0.6761,60.74,77.8615,79.4,0.5,0.7689,0.79,0.4924,0.5049,0.6586,60.82,77.751,78.99,0.5,0.7719,0.79
H3K9ac-H3K9me3-H3K27me3-H3K27ac,0.4793,0.5046,0.675,60.12,77.8404,79.43,0.5,0.7694,0.79,0.4924,0.5058,0.6532,60.82,77.7707,79.07,0.5,0.772,0.79
H3K9ac-H3K27ac-H3K9me3-H3K27me3,0.4779,0.5017,0.6696,60.75,77.9862,79.47,0.5,0.7716,0.79,0.4933,0.5048,0.6445,60.82,77.8243,78.87,0.5,0.7716,0.79
H3K9ac-H3K27ac-H3K27me3-H3K9me3,0.4808,0.5057,0.6818,57.76,77.8059,79.38,0.5,0.7709,0.79,0.493,0.5061,0.6479,60.82,77.6533,78.95,0.5,0.7699,0.79
H3K9ac-H3K27me3-H3K9me3-H3K27ac,0.4782,0.5053,0.6748,60.82,77.6726,79.43,0.5,0.766,0.79,0.4927,0.5068,0.6599,60.82,77.5833,79.03,0.5,0.7697,0.79
H3K9ac-H3K27me3-H3K27ac-H3K9me3,0.4774,0.4989,0.6666,60.67,78.1679,79.47,0.5,0.774,0.79,0.4921,0.5021,0.64,60.82,77.9228,79.04,0.5,0.7736,0.79
H3K9me3-H3K9ac-H3K27ac-H3K27me3,0.4772,0.504,0.67,60.45,77.7853,79.4,0.5,0.7686,0.79,0.4928,0.506,0.6467,60.82,77.6235,78.93,0.5,0.7701,0.79
H3K9me3-H3K9ac-H3K27me3-H3K27ac,0.4796,0.5069,0.6868,55.17,77.5251,79.38,0.5,0.767,0.79,0.4932,0.5086,0.6634,60.82,77.477,78.91,0.5,0.7686,0.79
H3K9me3-H3K27ac-H3K9ac-H3K27me3,0.4792,0.4979,0.6532,60.82,78.3011,79.34,0.5,0.7767,0.79,0.4933,0.5011,0.6235,60.82,78.1145,78.95,0.5,0.7758,0.79
H3K9me3-H3K27ac-H3K27me3-H3K9ac,0.4778,0.4997,0.6622,60.82,78.1571,79.51,0.5,0.7743,0.79,0.4925,0.5025,0.6342,60.82,78.0715,79.0,0.5,0.777,0.79
H3K9me3-H3K27me3-H3K9ac-H3K27ac,0.4769,0.499,0.662,60.66,78.1917,79.54,0.5,0.7739,0.79,0.4927,0.5025,0.6303,60.82,77.9724,78.96,0.5,0.7755,0.79
H3K9me3-H3K27me3-H3K27ac-H3K9ac,0.4797,0.5011,0.661,60.82,77.9887,79.36,0.5,0.7714,0.79,0.4927,0.5033,0.6347,60.82,77.8965,78.98,0.5,0.773,0.79
H3K27ac-H3K9ac-H3K9me3-H3K27me3,0.4783,0.5005,0.66,60.82,78.0096,79.54,0.5,0.7724,0.79,0.4926,0.5036,0.6412,60.82,77.8984,79.06,0.5,0.7748,0.79
H3K27ac-H3K9ac-H3K27me3-H3K9me3,0.4764,0.5007,0.6653,60.82,78.0208,79.54,0.5,0.7733,0.79,0.4926,0.5039,0.6408,60.82,77.8491,78.91,0.5,0.7729,0.79
H3K27ac-H3K9me3-H3K9ac-H3K27me3,0.4791,0.5021,0.662,60.82,77.9944,79.39,0.5,0.7711,0.79,0.4925,0.5038,0.6393,60.82,77.8778,79.02,0.5,0.7735,0.79
H3K27ac-H3K9me3-H3K27me3-H3K9ac,0.4787,0.5032,0.668,60.36,77.8801,79.43,0.5,0.7703,0.79,0.4926,0.5052,0.6432,60.82,77.6699,78.92,0.5,0.7708,0.79
H3K27ac-H3K27me3-H3K9ac-H3K9me3,0.4796,0.5017,0.6716,60.82,77.9762,79.46,0.5,0.7722,0.79,0.492,0.5033,0.6561,60.82,77.8907,78.99,0.5,0.7741,0.79
H3K27ac-H3K27me3-H3K9me3-H3K9ac,0.4808,0.5019,0.6763,58.76,78.071,79.36,0.5,0.7737,0.79,0.4927,0.5033,0.6491,60.82,77.9087,78.92,0.5,0.7733,0.79
H3K27me3-H3K9ac-H3K9me3-H3K27ac,0.4793,0.5047,0.6845,58.56,77.816,79.47,0.5,0.7688,0.79,0.4929,0.5056,0.6697,60.82,77.7215,79.0,0.5,0.7708,0.79
