item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max
H3K27ac-H3K27me3-H3K9me3-H3K9ac-H3K4me3,0.4703,0.4942,0.6586,60.82,78.4053,79.86,0.5,0.7732,0.79,0.4913,0.5004,0.6336,60.82,78.139,79.26,0.5,0.7721,0.79
H3K27me3-H3K4me3-H3K9ac-H3K9me3-H3K27ac,0.4699,0.4924,0.6558,60.74,78.6177,79.96,0.5,0.7766,0.79,0.4923,0.5001,0.6199,60.82,78.2614,79.18,0.5,0.7743,0.79
H3K27me3-H3K4me3-H3K9ac-H3K27ac-H3K9me3,0.4706,0.4947,0.6651,60.71,78.4094,79.78,0.5,0.7735,0.79,0.4919,0.5019,0.6395,60.82,78.0376,79.03,0.5,0.7712,0.78
H3K27me3-H3K4me3-H3K9me3-H3K9ac-H3K27ac,0.4703,0.4947,0.6666,60.82,78.4578,79.94,0.5,0.7737,0.79,0.4919,0.5016,0.6403,60.82,78.0976,79.14,0.5,0.7716,0.79
H3K27me3-H3K4me3-H3K9me3-H3K27ac-H3K9ac,0.4687,0.4932,0.6517,60.82,78.6479,79.94,0.5,0.7769,0.79,0.492,0.501,0.6035,60.82,78.271,79.03,0.5,0.7742,0.78
H3K27me3-H3K4me3-H3K27ac-H3K9ac-H3K9me3,0.4716,0.494,0.6743,60.62,78.4574,79.88,0.5,0.7744,0.79,0.491,0.4999,0.6551,60.82,78.1992,79.25,0.5,0.7724,0.79
H3K27me3-H3K4me3-H3K27ac-H3K9me3-H3K9ac,0.4694,0.4932,0.6571,60.21,78.5409,79.78,0.5,0.7755,0.79,0.4922,0.5007,0.6153,60.82,78.2747,79.1,0.5,0.7742,0.78
H3K27me3-H3K9ac-H3K4me3-H3K9me3-H3K27ac,0.4711,0.4956,0.6632,60.82,78.4451,79.96,0.5,0.7747,0.79,0.4918,0.502,0.6281,60.82,78.0552,79.1,0.5,0.7714,0.78
H3K27me3-H3K9ac-H3K4me3-H3K27ac-H3K9me3,0.4725,0.496,0.6679,60.82,78.4133,79.79,0.5,0.7739,0.79,0.4921,0.502,0.6339,60.81,78.0701,79.07,0.5,0.7714,0.78
H3K27me3-H3K9ac-H3K9me3-H3K4me3-H3K27ac,0.4726,0.497,0.6602,60.4,78.3493,79.79,0.5,0.7731,0.79,0.4918,0.5025,0.6232,60.82,78.0434,79.18,0.5,0.7721,0.79
H3K27me3-H3K9ac-H3K9me3-H3K27ac-H3K4me3,0.4716,0.4966,0.6609,60.82,78.3043,79.84,0.5,0.7726,0.79,0.4925,0.5031,0.6324,60.82,77.9736,79.1,0.5,0.7712,0.78
H3K27me3-H3K9ac-H3K27ac-H3K4me3-H3K9me3,0.468,0.4928,0.6678,60.82,78.6684,79.94,0.5,0.7777,0.79,0.4928,0.5011,0.6273,60.82,78.2128,79.04,0.5,0.7739,0.78
H3K27me3-H3K9ac-H3K27ac-H3K9me3-H3K4me3,0.4727,0.4954,0.6589,60.08,78.4699,79.62,0.5,0.7732,0.79,0.4923,0.5007,0.6239,60.82,78.2583,79.08,0.5,0.7741,0.78
H3K27me3-H3K9me3-H3K4me3-H3K9ac-H3K27ac,0.4725,0.4969,0.6681,60.76,78.2409,79.94,0.5,0.7709,0.79,0.493,0.5035,0.6445,60.82,77.8472,79.12,0.5,0.7685,0.78
H3K27me3-H3K9me3-H3K4me3-H3K27ac-H3K9ac,0.4738,0.5012,0.6726,60.82,78.031,79.7,0.5,0.7696,0.79,0.4923,0.5059,0.6446,60.82,77.7804,79.0,0.5,0.7683,0.78
H3K27me3-H3K9me3-H3K9ac-H3K4me3-H3K27ac,0.4691,0.4907,0.6534,60.82,78.6902,79.88,0.5,0.7778,0.79,0.4916,0.4986,0.6197,60.82,78.3079,79.11,0.5,0.7743,0.78
H3K27me3-H3K9me3-H3K9ac-H3K27ac-H3K4me3,0.4688,0.4923,0.6514,60.76,78.5112,79.92,0.5,0.7748,0.79,0.4921,0.5007,0.6154,60.82,78.0991,79.18,0.5,0.7717,0.79
H3K27me3-H3K9me3-H3K27ac-H3K4me3-H3K9ac,0.4696,0.4938,0.6682,60.51,78.4302,79.89,0.5,0.7745,0.79,0.4919,0.501,0.6379,60.82,78.0486,79.15,0.5,0.7713,0.78
