train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
0.6739,74.24,0.74,0.6527,75.78,0.76
0.6363,76.27,0.76,0.6148,76.26,0.76
0.6042,76.96,0.77,0.5883,76.36,0.76
0.5803,77.28,0.77,0.5711,76.52,0.77
0.5626,77.27,0.77,0.559,76.54,0.77
0.5517,77.27,0.77,0.5511,76.28,0.76
0.5431,77.19,0.77,0.5452,76.28,0.76
0.5384,77.13,0.77,0.5409,76.35,0.76
0.5337,77.24,0.77,0.5377,76.47,0.76
0.5285,77.54,0.78,0.5357,76.58,0.77
0.5275,77.5,0.77,0.5337,76.48,0.76
0.5248,77.51,0.78,0.5325,76.62,0.77
0.5231,77.66,0.78,0.5316,76.67,0.77
0.5215,77.67,0.78,0.5307,76.77,0.77
0.5207,77.74,0.78,0.5301,76.71,0.77
0.5197,77.71,0.78,0.5295,76.87,0.77
0.5181,77.77,0.78,0.529,76.9,0.77
0.5182,77.63,0.78,0.5287,76.91,0.77
0.5165,77.79,0.78,0.5283,76.89,0.77
0.5164,77.67,0.78,0.5279,76.94,0.77
0.5148,77.77,0.78,0.5278,76.93,0.77
0.5157,77.74,0.78,0.5268,77.02,0.77
0.5142,77.65,0.78,0.5269,77.01,0.77
0.5144,77.77,0.78,0.5267,76.94,0.77
0.5136,77.74,0.78,0.5266,77.04,0.77
0.5128,77.74,0.78,0.5258,77.09,0.77
0.5126,77.86,0.78,0.5256,77.15,0.77
0.5107,77.78,0.78,0.5253,77.16,0.77
0.5121,77.82,0.78,0.5249,77.23,0.77
0.5111,77.85,0.78,0.5246,77.24,0.77
0.5095,77.77,0.78,0.5244,77.19,0.77
0.5093,77.92,0.78,0.5247,77.05,0.77
0.5085,77.75,0.78,0.5239,77.32,0.77
0.5079,77.83,0.78,0.5239,77.23,0.77
0.5098,77.83,0.78,0.5236,77.24,0.77
0.5077,77.89,0.78,0.5238,77.06,0.77
0.5076,77.78,0.78,0.5237,77.12,0.77
0.5059,77.9,0.78,0.5229,77.21,0.77
0.5063,77.97,0.78,0.5228,77.24,0.77
0.5052,78.01,0.78,0.5228,77.28,0.77
0.5047,77.92,0.78,0.5226,77.19,0.77
0.504,78.05,0.78,0.5223,77.23,0.77
0.5057,78.01,0.78,0.522,77.36,0.77
0.5061,78.12,0.78,0.5218,77.5,0.77
0.5034,78.0,0.78,0.5221,77.27,0.77
0.5027,78.17,0.78,0.5219,77.29,0.77
0.5019,78.01,0.78,0.5218,77.27,0.77
0.5018,78.29,0.78,0.5213,77.46,0.77
0.5005,78.2,0.78,0.5214,77.36,0.77
0.5004,78.15,0.78,0.5213,77.32,0.77
0.5013,78.17,0.78,0.5212,77.5,0.77
0.5016,78.23,0.78,0.5212,77.36,0.77
0.5004,78.33,0.78,0.5216,77.25,0.77
0.499,78.38,0.78,0.5213,77.39,0.77
0.4989,78.32,0.78,0.5211,77.33,0.77
0.4986,78.35,0.78,0.5206,77.44,0.77
0.4991,78.44,0.78,0.5206,77.51,0.78
0.4988,78.31,0.78,0.5209,77.42,0.77
0.4977,78.35,0.78,0.5207,77.54,0.78
0.4968,78.35,0.78,0.5212,77.43,0.77
0.4959,78.5,0.78,0.5209,77.39,0.77
0.4968,78.47,0.78,0.521,77.42,0.77
0.4969,78.61,0.79,0.5208,77.57,0.78
0.4968,78.66,0.79,0.5206,77.55,0.78
0.4953,78.55,0.79,0.5206,77.55,0.78
0.4933,78.59,0.79,0.5217,77.33,0.77
0.4953,78.61,0.79,0.5208,77.44,0.77
0.4942,78.56,0.79,0.5207,77.46,0.77
0.4922,78.59,0.79,0.5209,77.48,0.77
0.4935,78.56,0.79,0.522,77.29,0.77
0.4922,78.52,0.79,0.5209,77.54,0.78
0.4917,78.65,0.79,0.5212,77.48,0.77
0.4914,78.77,0.79,0.5218,77.38,0.77
0.4914,78.79,0.79,0.5227,77.29,0.77
0.4909,78.71,0.79,0.5211,77.54,0.78
0.4903,78.69,0.79,0.5212,77.61,0.78
0.4915,78.65,0.79,0.5218,77.52,0.78
0.4883,78.67,0.79,0.5213,77.55,0.78
0.4895,78.75,0.79,0.5218,77.51,0.78
0.4906,78.73,0.79,0.5212,77.59,0.78
0.4883,78.73,0.79,0.5216,77.54,0.78
0.4871,78.83,0.79,0.5216,77.59,0.78
0.4887,78.78,0.79,0.5218,77.58,0.78
0.4861,78.71,0.79,0.5227,77.65,0.78
0.4882,78.96,0.79,0.5231,77.52,0.78
0.4856,78.82,0.79,0.5221,77.67,0.78
0.4854,78.96,0.79,0.5224,77.61,0.78
0.4874,78.81,0.79,0.5222,77.67,0.78
0.4848,79.19,0.79,0.5221,77.66,0.78
0.483,79.12,0.79,0.5222,77.71,0.78
0.4845,78.94,0.79,0.5227,77.73,0.78
0.4833,79.02,0.79,0.5232,77.77,0.78
0.4843,78.81,0.79,0.5226,77.71,0.78
0.482,79.05,0.79,0.5242,77.59,0.78
0.4825,79.2,0.79,0.5232,77.76,0.78
0.4811,79.04,0.79,0.5233,77.74,0.78
0.4802,79.0,0.79,0.5246,77.55,0.78
0.4813,79.11,0.79,0.5244,77.65,0.78
0.4816,79.28,0.79,0.5258,77.52,0.78
0.4814,79.12,0.79,0.5238,77.86,0.78
