train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
0.6824,72.04,0.72,0.6678,75.65,0.76
0.6572,75.39,0.75,0.6385,76.51,0.77
0.6282,77.08,0.77,0.6101,76.96,0.77
0.6026,77.12,0.77,0.5891,76.77,0.77
0.5838,76.92,0.77,0.5754,76.4,0.76
0.5708,76.62,0.77,0.5651,76.22,0.76
0.5604,76.36,0.76,0.5578,76.07,0.76
0.5534,76.25,0.76,0.5527,76.03,0.76
0.5511,76.33,0.76,0.5486,75.97,0.76
0.5439,76.39,0.76,0.5452,76.09,0.76
0.5418,76.56,0.77,0.5425,76.2,0.76
0.5374,76.7,0.77,0.5408,75.94,0.76
0.5347,76.52,0.77,0.5382,76.54,0.77
0.5317,76.78,0.77,0.5366,76.64,0.77
0.531,76.89,0.77,0.5351,76.72,0.77
0.5278,77.15,0.77,0.5339,76.74,0.77
0.526,77.16,0.77,0.5327,76.85,0.77
0.5246,77.29,0.77,0.5319,76.85,0.77
0.525,77.27,0.77,0.5309,76.86,0.77
0.5231,77.25,0.77,0.53,76.86,0.77
0.5223,77.35,0.77,0.5295,76.89,0.77
0.5212,77.63,0.78,0.5287,77.01,0.77
0.519,77.62,0.78,0.5282,77.04,0.77
0.5192,77.65,0.78,0.5275,77.2,0.77
0.5179,77.66,0.78,0.527,77.31,0.77
0.5176,77.75,0.78,0.5268,77.21,0.77
0.5173,77.74,0.78,0.5261,77.35,0.77
0.5155,77.89,0.78,0.5257,77.36,0.77
0.5154,77.85,0.78,0.5253,77.47,0.77
0.5144,77.93,0.78,0.5256,77.27,0.77
0.514,77.92,0.78,0.5246,77.51,0.78
0.5121,78.02,0.78,0.5245,77.62,0.78
0.5118,78.01,0.78,0.5239,77.59,0.78
0.5117,78.01,0.78,0.5237,77.65,0.78
0.5115,78.04,0.78,0.5236,77.55,0.78
0.5118,78.15,0.78,0.5234,77.59,0.78
0.5104,78.05,0.78,0.5233,77.55,0.78
0.5098,78.21,0.78,0.5229,77.57,0.78
0.5107,78.17,0.78,0.5228,77.61,0.78
0.5091,78.16,0.78,0.5225,77.54,0.78
0.5091,78.27,0.78,0.5226,77.57,0.78
0.5092,78.31,0.78,0.5223,77.54,0.78
0.5068,78.17,0.78,0.5227,77.51,0.78
0.5077,78.2,0.78,0.5222,77.52,0.78
0.5059,78.31,0.78,0.5223,77.5,0.77
0.5059,78.31,0.78,0.5223,77.58,0.78
0.5057,78.29,0.78,0.5224,77.33,0.77
0.5053,78.21,0.78,0.5225,77.51,0.78
0.5057,78.21,0.78,0.5217,77.51,0.78
0.5047,78.29,0.78,0.5219,77.52,0.78
0.5046,78.29,0.78,0.5216,77.51,0.78
0.5032,78.39,0.78,0.5216,77.48,0.77
0.5028,78.29,0.78,0.5215,77.48,0.77
0.5039,78.35,0.78,0.5217,77.43,0.77
0.5029,78.29,0.78,0.5222,77.46,0.77
0.5041,78.36,0.78,0.5215,77.5,0.77
0.5022,78.44,0.78,0.5218,77.5,0.77
0.5036,78.35,0.78,0.5218,77.5,0.77
0.5023,78.29,0.78,0.5217,77.47,0.77
0.5018,78.4,0.78,0.5218,77.43,0.77
0.5,78.52,0.79,0.5223,77.39,0.77
0.5011,78.46,0.78,0.5218,77.48,0.77
0.5009,78.31,0.78,0.522,77.4,0.77
0.5009,78.38,0.78,0.5222,77.57,0.78
0.5024,78.43,0.78,0.5229,77.46,0.77
0.4992,78.39,0.78,0.5222,77.51,0.78
0.4998,78.54,0.79,0.5219,77.58,0.78
0.5007,78.47,0.78,0.523,77.46,0.77
0.4993,78.55,0.79,0.5218,77.57,0.78
0.4987,78.51,0.79,0.5229,77.42,0.77
0.4973,78.62,0.79,0.5219,77.61,0.78
0.4977,78.61,0.79,0.5217,77.61,0.78
0.499,78.54,0.79,0.5219,77.57,0.78
0.4988,78.71,0.79,0.5219,77.62,0.78
0.4975,78.51,0.79,0.5222,77.51,0.78
0.4976,78.55,0.79,0.5221,77.59,0.78
0.4988,78.59,0.79,0.5219,77.54,0.78
0.4959,78.55,0.79,0.5225,77.57,0.78
0.4961,78.58,0.79,0.5221,77.52,0.78
0.4968,78.73,0.79,0.522,77.54,0.78
0.495,78.59,0.79,0.5224,77.5,0.77
0.4955,78.58,0.79,0.5226,77.5,0.77
0.495,78.56,0.79,0.5224,77.52,0.78
0.4948,78.61,0.79,0.5225,77.54,0.78
0.4944,78.52,0.79,0.5225,77.66,0.78
0.4947,78.66,0.79,0.5222,77.51,0.78
0.4949,78.71,0.79,0.5228,77.58,0.78
0.4938,78.74,0.79,0.5224,77.5,0.77
0.4934,78.65,0.79,0.5226,77.54,0.78
0.4934,78.58,0.79,0.5225,77.51,0.78
0.4949,78.81,0.79,0.523,77.54,0.78
0.4925,78.7,0.79,0.523,77.65,0.78
0.4929,78.77,0.79,0.5227,77.54,0.78
0.4921,78.71,0.79,0.5228,77.57,0.78
0.4915,78.74,0.79,0.5228,77.51,0.78
0.4913,78.81,0.79,0.5237,77.54,0.78
0.4908,78.79,0.79,0.523,77.54,0.78
0.492,78.86,0.79,0.5234,77.54,0.78
0.4904,78.85,0.79,0.5232,77.52,0.78
0.491,78.77,0.79,0.5233,77.66,0.78
