train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
0.681,65.25,0.65,0.6637,75.71,0.76
0.65,76.25,0.76,0.6285,76.13,0.76
0.6143,76.59,0.77,0.594,76.16,0.76
0.5819,76.46,0.76,0.5687,75.91,0.76
0.5602,76.58,0.77,0.555,75.69,0.76
0.5492,76.62,0.77,0.5481,75.57,0.76
0.5433,76.52,0.77,0.5438,75.76,0.76
0.537,76.58,0.77,0.541,75.97,0.76
0.534,76.75,0.77,0.539,75.94,0.76
0.5311,77.05,0.77,0.5373,76.16,0.76
0.5295,77.05,0.77,0.5361,76.11,0.76
0.5281,77.04,0.77,0.5349,76.21,0.76
0.5277,77.12,0.77,0.534,76.18,0.76
0.5256,77.2,0.77,0.5332,76.26,0.76
0.5257,77.31,0.77,0.5323,76.43,0.76
0.5236,77.32,0.77,0.5316,76.48,0.76
0.523,77.33,0.77,0.531,76.56,0.77
0.5217,77.31,0.77,0.5309,76.48,0.76
0.5215,77.27,0.77,0.5303,76.51,0.77
0.5216,77.28,0.77,0.5295,76.78,0.77
0.5207,77.23,0.77,0.5289,76.81,0.77
0.5187,77.28,0.77,0.5294,76.55,0.77
0.5186,77.35,0.77,0.5285,76.77,0.77
0.5195,77.4,0.77,0.5279,76.86,0.77
0.5172,77.5,0.77,0.5273,76.96,0.77
0.517,77.46,0.77,0.5269,77.04,0.77
0.5167,77.48,0.77,0.527,76.9,0.77
0.5158,77.54,0.78,0.5269,76.83,0.77
0.5161,77.62,0.78,0.5264,76.9,0.77
0.5144,77.63,0.78,0.5259,77.0,0.77
0.5157,77.69,0.78,0.5253,77.23,0.77
0.5145,77.69,0.78,0.5249,77.21,0.77
0.5136,77.62,0.78,0.5263,76.85,0.77
0.5123,77.77,0.78,0.5243,77.24,0.77
0.515,77.73,0.78,0.5239,77.24,0.77
0.5118,77.88,0.78,0.5237,77.21,0.77
0.5121,77.75,0.78,0.5234,77.16,0.77
0.5111,77.89,0.78,0.5234,77.27,0.77
0.5124,78.01,0.78,0.5227,77.36,0.77
0.5095,78.05,0.78,0.5243,77.17,0.77
0.5094,77.83,0.78,0.5228,77.32,0.77
0.5095,78.0,0.78,0.5221,77.32,0.77
0.509,77.97,0.78,0.5223,77.38,0.77
0.508,78.04,0.78,0.522,77.38,0.77
0.5075,77.9,0.78,0.5224,77.35,0.77
0.5079,78.0,0.78,0.5216,77.44,0.77
0.5068,77.9,0.78,0.5212,77.4,0.77
0.5066,78.02,0.78,0.521,77.46,0.77
0.5062,78.09,0.78,0.5207,77.44,0.77
0.5049,78.02,0.78,0.5207,77.48,0.77
0.5044,78.06,0.78,0.5213,77.44,0.77
0.5059,78.06,0.78,0.5204,77.51,0.78
0.5054,78.24,0.78,0.521,77.48,0.77
0.5037,78.21,0.78,0.5201,77.55,0.78
0.5035,78.27,0.78,0.5203,77.52,0.78
0.5018,78.12,0.78,0.5214,77.5,0.77
0.5028,78.15,0.78,0.5198,77.65,0.78
0.5021,78.33,0.78,0.5203,77.51,0.78
0.5036,78.17,0.78,0.5198,77.52,0.78
0.5025,78.23,0.78,0.5199,77.52,0.78
0.5011,78.11,0.78,0.5199,77.66,0.78
0.5009,78.11,0.78,0.5197,77.61,0.78
0.5017,78.25,0.78,0.5196,77.63,0.78
0.5008,78.27,0.78,0.5199,77.58,0.78
0.4982,78.36,0.78,0.5209,77.65,0.78
0.4982,78.35,0.78,0.5197,77.69,0.78
0.4992,78.28,0.78,0.5201,77.7,0.78
0.4985,78.51,0.79,0.5197,77.66,0.78
0.4996,78.27,0.78,0.52,77.66,0.78
0.4985,78.2,0.78,0.5195,77.78,0.78
0.4979,78.27,0.78,0.5216,77.58,0.78
0.4969,78.33,0.78,0.5198,77.74,0.78
0.4974,78.39,0.78,0.5198,77.76,0.78
0.4963,78.38,0.78,0.5197,77.8,0.78
0.4961,78.52,0.79,0.5207,77.76,0.78
0.4969,78.4,0.78,0.5197,77.78,0.78
0.4956,78.56,0.79,0.52,77.8,0.78
0.498,78.28,0.78,0.5203,77.7,0.78
0.4963,78.59,0.79,0.5199,77.81,0.78
0.4954,78.47,0.78,0.5206,77.77,0.78
0.4964,78.58,0.79,0.5208,77.69,0.78
0.4943,78.35,0.78,0.5202,77.8,0.78
0.4952,78.39,0.78,0.5206,77.74,0.78
0.495,78.52,0.79,0.5211,77.82,0.78
0.4954,78.56,0.79,0.5214,77.71,0.78
0.4934,78.56,0.79,0.5209,77.67,0.78
0.4935,78.7,0.79,0.5204,77.77,0.78
0.4927,78.44,0.78,0.5221,77.74,0.78
0.4923,78.69,0.79,0.5215,77.8,0.78
0.4914,78.47,0.78,0.5219,77.76,0.78
0.4934,78.5,0.78,0.5206,77.77,0.78
0.4919,78.52,0.79,0.5214,77.7,0.78
0.4915,78.63,0.79,0.5211,77.7,0.78
0.4901,78.62,0.79,0.522,77.7,0.78
0.4928,78.48,0.78,0.5218,77.69,0.78
0.4908,78.67,0.79,0.5211,77.76,0.78
0.4907,78.47,0.78,0.5213,77.74,0.78
0.4902,78.65,0.79,0.5215,77.77,0.78
0.4886,78.63,0.79,0.5233,77.7,0.78
0.4894,78.66,0.79,0.5218,77.71,0.78
