train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
0.6799,68.68,0.69,0.6634,75.93,0.76
0.6501,76.35,0.76,0.6295,76.16,0.76
0.6172,76.7,0.77,0.5986,76.26,0.76
0.5899,77.08,0.77,0.5771,76.44,0.76
0.5708,77.02,0.77,0.5635,76.3,0.76
0.5585,76.98,0.77,0.555,76.3,0.76
0.5517,76.86,0.77,0.5494,76.2,0.76
0.544,76.88,0.77,0.5452,76.14,0.76
0.5396,76.82,0.77,0.5419,76.21,0.76
0.5355,76.82,0.77,0.5392,76.37,0.76
0.5329,77.02,0.77,0.5372,76.36,0.76
0.5302,77.21,0.77,0.5357,76.39,0.76
0.5274,77.01,0.77,0.5344,76.56,0.77
0.5271,77.21,0.77,0.5334,76.58,0.77
0.5251,77.4,0.77,0.5324,76.6,0.77
0.526,77.28,0.77,0.5318,76.64,0.77
0.5236,77.33,0.77,0.531,76.74,0.77
0.522,77.52,0.78,0.5302,76.75,0.77
0.5207,77.75,0.78,0.5299,76.72,0.77
0.5212,77.56,0.78,0.5292,76.98,0.77
0.5199,77.63,0.78,0.5287,77.01,0.77
0.5177,77.51,0.78,0.5284,77.02,0.77
0.5197,77.66,0.78,0.5278,77.04,0.77
0.5174,77.74,0.78,0.5275,77.05,0.77
0.5168,77.61,0.78,0.5269,77.05,0.77
0.5161,77.65,0.78,0.5267,77.09,0.77
0.5152,77.63,0.78,0.5262,77.16,0.77
0.5148,77.55,0.78,0.526,77.12,0.77
0.5139,77.65,0.78,0.5259,77.17,0.77
0.514,77.81,0.78,0.5254,77.13,0.77
0.5124,77.75,0.78,0.5252,77.29,0.77
0.514,77.69,0.78,0.5247,77.2,0.77
0.512,77.69,0.78,0.5242,77.28,0.77
0.5112,77.83,0.78,0.5248,77.15,0.77
0.5113,77.73,0.78,0.5237,77.32,0.77
0.5113,77.79,0.78,0.5242,77.23,0.77
0.5092,77.79,0.78,0.524,77.21,0.77
0.5091,77.93,0.78,0.5233,77.35,0.77
0.5092,78.04,0.78,0.5228,77.5,0.77
0.509,78.05,0.78,0.5223,77.57,0.78
0.5071,78.15,0.78,0.5223,77.55,0.78
0.5074,78.06,0.78,0.5221,77.57,0.78
0.5054,78.09,0.78,0.5221,77.55,0.78
0.5055,78.08,0.78,0.5221,77.46,0.77
0.5066,77.94,0.78,0.5219,77.48,0.77
0.5064,77.98,0.78,0.5211,77.57,0.78
0.5049,78.25,0.78,0.521,77.57,0.78
0.5052,78.21,0.78,0.521,77.57,0.78
0.5045,78.27,0.78,0.5211,77.52,0.78
0.5041,78.17,0.78,0.5206,77.58,0.78
0.5036,78.19,0.78,0.5217,77.52,0.78
0.5033,78.24,0.78,0.5217,77.52,0.78
0.5036,78.19,0.78,0.5209,77.51,0.78
0.5017,78.09,0.78,0.5211,77.57,0.78
0.5021,78.23,0.78,0.5206,77.55,0.78
0.5023,78.32,0.78,0.5206,77.61,0.78
0.5018,78.13,0.78,0.5202,77.61,0.78
0.501,78.38,0.78,0.5204,77.61,0.78
0.4999,78.35,0.78,0.5206,77.62,0.78
0.5014,78.27,0.78,0.5203,77.61,0.78
0.4998,78.42,0.78,0.5205,77.69,0.78
0.5006,78.27,0.78,0.5202,77.63,0.78
0.5001,78.32,0.78,0.5202,77.66,0.78
0.4985,78.35,0.78,0.5202,77.71,0.78
0.5001,78.33,0.78,0.5205,77.74,0.78
0.4968,78.28,0.78,0.5203,77.74,0.78
0.4978,78.39,0.78,0.5205,77.8,0.78
0.4973,78.46,0.78,0.5212,77.74,0.78
0.4963,78.47,0.78,0.5207,77.81,0.78
0.499,78.48,0.78,0.5209,77.73,0.78
0.4953,78.43,0.78,0.5206,77.82,0.78
0.4961,78.44,0.78,0.5232,77.54,0.78
0.4947,78.36,0.78,0.5214,77.78,0.78
0.4965,78.39,0.78,0.5211,77.82,0.78
0.494,78.46,0.78,0.522,77.76,0.78
0.4955,78.52,0.79,0.5207,77.81,0.78
0.4956,78.47,0.78,0.5214,77.78,0.78
0.4947,78.54,0.79,0.5211,77.86,0.78
0.494,78.47,0.78,0.5215,77.82,0.78
0.4932,78.56,0.79,0.5218,77.82,0.78
0.494,78.69,0.79,0.5212,77.85,0.78
0.4918,78.58,0.79,0.5219,77.84,0.78
0.4922,78.67,0.79,0.5216,77.84,0.78
0.493,78.66,0.79,0.522,77.9,0.78
0.4916,78.58,0.79,0.5218,77.82,0.78
0.4928,78.58,0.79,0.5223,77.8,0.78
0.4916,78.48,0.78,0.5216,77.85,0.78
0.4912,78.58,0.79,0.522,77.84,0.78
0.4905,78.48,0.78,0.5221,77.86,0.78
0.4907,78.66,0.79,0.5222,77.86,0.78
0.4899,78.79,0.79,0.522,77.84,0.78
0.4896,78.59,0.79,0.5224,77.8,0.78
0.4907,78.55,0.79,0.5224,77.86,0.78
0.4889,78.69,0.79,0.5221,77.9,0.78
0.4892,78.73,0.79,0.5224,77.86,0.78
0.4899,78.63,0.79,0.5249,77.67,0.78
0.4872,78.88,0.79,0.523,77.81,0.78
0.4893,78.85,0.79,0.5228,77.78,0.78
0.4886,78.54,0.79,0.5235,77.78,0.78
0.488,78.7,0.79,0.5229,77.86,0.78
