histone_marker,val_accuracy_mean,val_accuracy_std,test_accuracy_mean,test_accuracy_std
H3K9ac-H3K9me3,68.45946,5.2677117383167475,74.4,5.983310120660635
H3K4me3-H3K9me3-H3K27ac-H3K27me3,71.74436,3.9167887896847353,74.2,6.6105975524153635
H3K4me3-H3K9ac-H3K9me3-H3K27me3,70.50111999999999,2.8223615957208623,74.2,5.848076606885377
H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,72.14876000000001,3.562001211819001,74.0,6.782329983125269
H3K9ac-H3K9me3-H3K27ac-H3K27me3,72.78551999999999,3.6593746476686415,73.8,4.38178046004133
H3K4me3-H3K27ac-H3K27me3,73.14569999999999,3.438398132851975,73.8,7.259476565152615
H3K4me3-H3K9ac-H3K9me3,69.80168,3.5063982969708385,73.6,7.402702209328701
H3K9me3-H3K27ac-H3K27me3,72.93156,2.455330560841047,73.4,4.449719092257398
H3K9ac-H3K9me3-H3K27me3,68.92056,4.263544015018489,73.4,3.781534080237806
H3K4me3-H3K27me3,69.75607999999998,3.259898285529776,73.2,6.833739825307955
H3K4me3-H3K9ac-H3K27me3,69.50753999999999,3.2179125202528445,73.2,5.263078946776306
H3K4me3-H3K9ac-H3K9me3-H3K27ac,72.13669999999999,3.4057257714032123,73.2,4.919349550499536
H3K4me3-H3K9ac-H3K27ac,71.5245,4.353327027113863,73.0,5.522680508593631
H3K4me3-H3K27ac,72.28164,4.119299973660568,73.0,6.123724356957946
H3K9ac-H3K27me3,69.39527999999999,4.1160409852186755,73.0,3.8078865529319548
H3K9ac-H3K9me3-H3K27ac,71.92776,4.078038430789979,73.0,4.47213595499958
H3K4me3-H3K9me3-H3K27ac,72.56002,3.98138194249183,73.0,7.87400787401181
H3K27ac-H3K27me3,72.90405999999999,3.300996775672465,72.8,4.549725266430931
H3K9ac,68.43051999999999,6.22572295496675,72.8,6.058052492344385
H3K4me3-H3K9ac,69.80282,5.039735754183944,72.6,6.18869937870632
H3K4me3,70.04517999999999,1.9660423093107597,72.6,7.635443667528431
H3K9me3-H3K27ac,71.21578000000001,3.7084889182792535,72.2,7.085195833567339
H3K4me3-H3K9me3,70.50095999999999,2.1548565388442933,72.2,7.596051605933177
H3K4me3-H3K9ac-H3K27ac-H3K27me3,72.02763999999999,4.0355578217887,72.0,4.582575694955839
H3K9ac-H3K27ac-H3K27me3,72.21448000000001,4.880875745908726,72.0,5.1478150704934995
H3K4me3-H3K9me3-H3K27me3,69.59704,3.302004044970267,71.6,4.929503017546496
H3K27ac,71.30850000000001,4.332018453330958,71.4,4.827007354458866
H3K9ac-H3K27ac,71.25288,4.484202083648773,71.0,3.674234614174766
H3K27me3,56.866,5.996939219301791,58.2,4.207136793592525
H3K9me3-H3K27me3,56.888,4.679206129248852,57.4,4.159326868617085
H3K9me3,48.513999999999996,5.590257596926995,51.0,4.242640687119284
