h_value_1,Predicted
23.9011,28.889019
1.49123,25.912209
0.346404,5.042194
8.26423,20.736677
0.0,25.912209
71.1452,16.40247
5.1564,15.270952
75.3521,16.15796
0.711576,5.100302
2.80295,14.988212
0.31687,21.027256
0.511178,15.037862
7.67191,18.624638
0.00557245,3.12059
7.75683,12.164021
22.1832,18.843864
2.92734,8.760996
3.53293,24.217442
0.304523,8.596262
0.0,3.12059
0.029949,15.536883
0.0,25.912209
6.70987,33.26709
12.3578,15.121368
7.13458,14.126408
0.0,3.9543538
25.2336,12.727755
6.35234,15.047014
0.152073,25.912209
4.27785,25.912209
32.4171,20.382551
0.0339982,13.738301
0.296036,25.912209
0.0,14.692465
204.262,16.114147
7.06927,18.893738
5.90059,12.790005
3.65365,15.047014
1.3827,21.30902
7.03976,25.912209
8.25545,20.019121
3.45172,19.912678
12.1527,14.989878
2.59898,14.129897
0.0,25.912209
0.0,25.912209
0.0,14.525777
0.0,25.912209
10.7566,34.580917
0.0,15.270952
0.0,3.9543538
143.863,67.139656
3.8617,14.538375
0.150153,21.884974
0.0,25.912209
2.0575,15.263024
75.3521,16.15796
0.0272456,25.912209
26.4945,11.268591
12.5184,7.770093
0.51474,3.7277677
9.55987,14.538375
0.0,25.912209
26.1315,25.912209
0.0339982,13.738301
35.0216,22.29318
3.84818,16.449007
37.0203,18.598595
0.0,25.912209
0.196942,25.912209
0.0293579,25.912209
0.0,25.912209
0.0,25.912209
47.1426,15.536883
6.33662,23.819553
11.5815,15.700493
10.7566,34.580917
21.0285,15.45775
6.21198,15.700493
0.0,25.912209
0.0108776,25.912209
12.0339,12.164021
12.3578,15.121368
99.9945,8.931811
0.0,4.5572553
0.0,25.912209
0.0108776,25.912209
0.0,3.12059
0.0,25.912209
0.0,3.9543538
428.302,25.912209
0.0,15.270952
28.1376,13.738301
6.68511,17.293612
0.0844384,25.912209
0.0,25.912209
39.8526,19.208582
0.156531,25.912209
0.0,16.14848
2.0575,15.263024
7.75683,12.164021
40.1571,15.754211
0.0115644,25.912209
6.33973,14.682769
0.0,25.912209
0.0683726,4.4349413
8.58381,20.99101
8.87697,21.2353
2.46103,12.177349
0.0,3.9543538
8.90259,33.703156
88.227,16.14848
20.2289,14.682769
0.5899,13.738301
2.61288,18.504862
39.8546,16.449007
0.0,25.912209
0.0183687,7.770093
13.4987,14.525777
3.44411,15.700493
0.97247,8.131665
0.0,3.9543538
0.029949,3.1252801
5.64967,16.076065
1.85764,15.536883
2.9901,3.1252801
3.02215,4.5572553
2.59898,14.129897
7.75683,12.164021
3.65365,22.29318
4.545,13.738301
0.0130336,3.315408
2.18261,15.367464
2.59898,14.129897
1.39755,12.177349
0.0,3.9543538
0.0,25.912209
6.39349,14.994502
0.0,3.1252801
0.0,3.12059
11.4609,15.220748
16.2677,13.835835
6.60336,13.517127
0.0,25.912209
16.1453,18.893738
2.507,20.019121
0.0574451,3.8510745
2.92734,8.760996
3.54183,9.52457
0.0,13.607859
0.0285535,3.12059
7.05002,16.42585
28.244,17.293612
0.0,25.912209
0.937133,18.598595
0.0105311,4.5572553
36.9143,20.382551
18.7859,15.45775
0.0,25.912209
8.26423,20.736677
0.0,4.5572553
0.0,16.449007
0.024356,3.1252801
1.02578,8.37697
0.303486,25.912209
28.1376,13.738301
6.77438,12.177349
0.0,3.12059
0.0105311,4.5572553
0.0,25.912209
1.05183,3.2505426
0.010561,25.912209
0.0,25.912209
41.4786,15.655934
7.13458,14.126408
0.0,25.912209
6.22231,31.358337
2.59898,14.129897
0.126606,25.912209
1.93037,12.696852
0.354983,25.912209
0.0,71.10052
24.1481,19.363134
0.348552,25.912209
1.42763,5.138601
12.8278,18.155376
0.0,25.912209
0.0,25.912209
88.227,16.14848
0.0,25.912209
19.6701,14.367431
0.0,25.912209
2.59898,14.129897
0.97247,8.131665
8.12195,4.803193
0.0,25.912209
0.0339982,13.738301
0.0,25.912209
0.123299,25.912209
0.0,3.9543538
0.94857,14.772108
0.0120289,6.462512
16.7901,8.425054
22.5788,10.384081
0.0,9.0244875
0.0231881,16.449007
8.87697,21.2353
0.0116914,25.912209
0.0,3.1252801
6.88691,25.912209
0.0,25.912209
41.4786,15.655934
1.42191,15.263024
8.7493,12.353559
0.0231081,14.528236
0.0285535,3.12059
3.02215,4.5572553
0.0,25.912209
0.0933876,3.9835389
0.0,22.29318
0.5899,13.738301
1.42191,15.263024
4.545,13.738301
41.4786,15.655934
8.51378,13.68157
76.7176,23.819553
0.0,25.912209
8.74772,16.73598
0.0,25.912209
0.155749,9.0244875
0.0,4.5572553
32.727,18.890205
0.0283879,3.12059
31.1224,21.79548
2.92653,25.912209
0.0,3.1252801
0.287353,25.912209
9.41833,15.536883
0.232573,14.692465
16.9595,15.536883
0.0,25.912209
0.0420718,25.912209
3.77614,14.538375
0.0822271,9.0244875
5.72192,14.994502
2.59898,14.129897
10.7566,34.580917
5.38437,17.037825
37.4822,18.899195
12.4457,18.140253
8.51827,12.798808
0.0,25.912209
0.620975,25.912209
4.71807,15.700493
4.21561,7.846328
1.08083,12.247316
3.5073,20.019121
28.1376,13.738301
22.6966,14.208302
0.0224556,25.912209
0.0130336,3.315408
0.159707,15.536883
0.0,8.931811
0.0,25.912209
7.95512,15.754211
0.0626684,9.0244875
17.2508,15.224592
0.127812,3.1252801
8.51378,13.68157
5.1564,15.270952
0.0,25.912209
16.651,16.496424
2.59898,14.129897
0.938493,22.438232
4.27785,17.992075
0.0304211,13.517127
0.0,25.912209
0.0,25.912209
4.23574,17.108238
65.9041,61.410217
0.0,3.9543538
0.0,3.12059
8.48308,13.738301
0.186278,5.042194
0.304523,8.596262
18.6755,25.912209
16.643,3.841458
1.27604,11.760702
0.0,25.912209
95.8946,40.719067
9.99413,7.846328
2.59898,14.129897
71.1736,24.654438
0.0,3.9543538
8.48308,13.738301
0.272837,9.119965
0.0,25.912209
0.0,25.912209
8.46703,14.994502
0.0,25.912209
26.6451,14.682769
0.0,25.912209
0.0,3.9543538
0.711576,5.100302
0.0603654,9.0244875
41.4786,15.655934
5.1564,15.270952
0.542523,7.9578524
8.51378,13.68157
18.9655,18.140253
0.0,25.912209
4.50339,25.912209
5.57806,15.490278
0.0,25.912209
0.303486,25.912209
1.05183,3.2505426
0.0,25.912209
11.1051,11.760702
8.96255,16.73598
8.48195,11.675011
0.0163334,25.912209
0.0,3.9543538
0.480086,4.5572553
0.675582,8.425054
0.620975,25.912209
6.17769,15.333554
28.1376,13.738301
6.77438,12.177349
1.70305,49.36467
0.0,25.912209
2.73993,12.164021
3.41662,18.82467
0.0,15.270952
0.241907,25.912209
8.74772,15.260855
11.0104,16.40247
202.223,27.97872
0.0183687,7.770093
0.0,25.912209
0.0,3.12059
0.052786,25.912209
1.27604,11.760702
0.0,14.692465
9.40349,21.391222
5.22253,7.56469
0.620975,25.912209
5.59409,25.912209
96.5523,44.403324
26.3643,9.0244875
33.4182,38.611843
25.1371,14.666197
0.0289529,25.912209
0.0,16.449007
0.0,16.14848
0.0,25.912209
19.1486,20.344824
16.1453,18.893738
8.31828,24.567873
39.8526,26.137068
8.26423,20.736677
0.0,3.9543538
10.6271,19.989845
17.6518,25.912209
4.71807,15.700493
6.33662,23.819553
0.0,17.293612
8.18569,9.152856
8.74888,14.5513935
0.0104218,3.7859902
5475.9,25.912209
4.02535,15.655934
0.0,3.841458
0.307996,21.027256
6.09922,16.367111
0.97247,8.131665
12.3578,15.121368
16.651,16.496424
2.36522,13.738301
7.21241,19.10799
16.651,16.496424
1.79644,12.727755
2.73993,12.164021
16.8671,13.738301
0.0115644,25.912209
88.227,16.14848
2.59898,14.129897
9.40349,21.391222
0.0112075,25.912209
0.0,25.912209
2.13995,15.45775
0.0648115,14.129897
0.0,8.931811
48.0737,19.849777
0.0735687,8.1635
0.0,25.912209
0.0456051,8.37697
0.620975,25.912209
16.1453,18.893738
1.93037,12.696852
2.73993,12.164021
0.0,3.9543538
2.02097,7.846328
2.69787,9.3386545
0.0,25.912209
13.3034,30.418526
41.4786,15.655934
6.4306,8.596262
1.65636,12.164021
143.863,67.139656
2.36522,13.738301
12.1394,15.536883
0.0166473,25.912209
12.8278,18.155376
0.0,4.5572553
0.0,25.912209
17.5639,14.722928
25.0313,19.989845
14.2453,15.782387
28.1376,13.738301
1.27604,11.760702
0.0130336,3.315408
0.628994,8.425054
7.13458,14.126408
0.0164483,25.912209
17.3319,18.140253
0.0,25.912209
7.13458,14.126408
0.0,15.700493
0.0,8.891479
14.298,13.430209
6.98341,21.027256
0.152073,25.912209
8.36759,35.293873
35.0216,22.29318
12.3578,15.121368
11.1801,15.655934
0.173196,9.0244875
0.0470562,25.912209
0.0572197,8.891479
28.1376,13.738301
56.8403,16.15796
7.56588,20.637074
35.0216,22.29318
0.0240347,25.912209
16.651,16.496424
5.33753,14.682769
1.24157,25.912209
5.64967,16.076065
0.0,25.912209
6.70987,33.26709
0.0,3.1252801
0.0183687,7.770093
0.0844384,25.912209
8.03788,16.14848
0.341334,7.7664156
2.2757,20.99101
8.48195,11.675011
0.0644364,5.138601
11.5518,32.19358
11.7336,16.14848
0.600308,6.891137
0.120019,3.12059
0.206025,8.425054
0.0,25.912209
0.0,25.912209
39.5552,21.027256
0.0,10.384081
35.0216,22.29318
15.1876,14.525777
0.0212548,4.5572553
36.9143,20.382551
9.71452,15.461085
5.0881,5.100302
44.4679,12.696852
0.486084,21.68528
0.0,25.912209
0.0,25.912209
16.2677,14.682769
37.4822,18.899195
37.4822,18.899195
0.0,16.14848
0.0,25.912209
0.0,25.912209
93.093,16.40247
15.6575,14.129897
0.0,25.912209
6.70987,33.26709
39.8526,26.137068
16.651,16.496424
0.0141945,25.912209
2.92734,8.760996
30.2157,15.270952
35.0216,22.29318
0.044921,71.10052
10.6686,7.7664156
11.0804,22.173521
11.1051,11.760702
21.6066,19.792593
0.0,3.2652218
0.0,25.912209
0.0,14.692465
183.352,25.118065
0.0,25.912209
397.223,16.40247
5.33753,14.682769
0.0648115,14.129897
8.58346,16.14848
0.245531,3.7859902
74.4531,19.912678
6.95536,16.3595
0.0236038,25.912209
3.24191,16.14848
0.232211,7.4620194
6.33075,14.626038
0.0,25.912209
0.0,21.68528
0.0,7.846328
0.0,25.912209
6.77438,12.177349
78.8296,34.580917
31.496,19.792593
8.52065,16.15796
12.3578,15.121368
0.0115644,25.912209
0.288601,3.315408
0.0,3.9543538
16.4543,24.217442
7.75683,12.164021
2.59898,14.129897
6.70987,33.26709
12.1394,15.536883
2.73993,12.164021
0.88287,11.764769
1.79644,12.727755
12.0077,16.42585
0.0339982,13.738301
12.3692,11.764769
4.814,9.152856
8.26423,20.736677
0.0,3.3095906
0.0156715,25.912209
0.0,25.912209
0.196942,25.912209
3.02215,4.5572553
6.70987,33.26709
0.178165,16.15796
12.4457,18.140253
12.011,15.224592
4.1697,15.45775
8.74772,16.73598
0.0616964,3.8510745
2.92734,8.760996
0.970146,8.931811
0.232573,14.692465
0.0212548,4.5572553
0.0442241,25.912209
6.87925,15.367464
19.2125,14.203497
0.0,25.912209
4.54608,25.912209
13.2664,14.538375
26.1315,14.666197
4.545,13.738301
14.5588,16.076065
12.3578,15.121368
6.70987,33.26709
0.0,3.9543538
7.03976,25.912209
0.00692642,3.841458
0.0,25.912209
40.7339,24.09142
20.089,25.912209
0.486084,21.68528
6.70987,33.26709
2.64048,18.284143
0.0,25.912209
5.22253,5.138601
6.33662,25.912209
0.620975,25.912209
22.5788,10.384081
16.0908,25.912209
12.1938,8.199196
0.365214,8.4374485
3.9012,6.462512
0.0183687,7.770093
0.0,3.9543538
0.0462628,25.912209
12.3578,15.121368
0.459308,13.607859
14.298,13.430209
7.75683,12.164021
0.268027,15.490278
0.00507226,25.912209
0.0,44.403324
21.6066,19.792593
0.14997,25.912209
7.75683,12.164021
0.0,25.912209
2.59898,14.129897
0.287353,25.912209
2.92734,8.760996
0.0,25.912209
4.23574,20.019121
3.71846,25.912209
5.22253,18.140253
18.2979,7.846328
0.0,25.912209
39.5552,21.027256
123.002,15.263024
11.8606,12.164021
8.87697,21.2353
9.71452,15.461085
0.014271,3.9543538
0.0289529,25.912209
0.168411,18.893738
11.5518,25.912209
0.711576,5.100302
0.0143126,25.912209
8.26088,14.711392
0.0,25.912209
24.3894,49.36467
0.0,3.9543538
0.0,16.449007
5.45664,15.490278
0.0,25.912209
13.8527,20.243475
0.0198511,25.912209
5.36827,14.988212
0.0218113,25.912209
26.8509,15.270952
5.0881,5.100302
11.1051,11.760702
2.59898,14.129897
0.0120871,3.2524822
0.0228892,3.3142807
0.97247,8.131665
38.4839,27.97872
0.214822,15.367464
0.0339982,13.738301
0.0,25.912209
4.545,13.738301
0.0183687,7.770093
110.305,14.772108
7.13458,14.126408
0.0,3.9543538
0.0,13.738301
0.5899,13.738301
0.112139,25.912209
0.0744665,25.912209
0.51474,3.7277677
0.0,25.912209
16.1453,18.893738
0.0137231,25.912209
0.0,15.270952
0.0289529,25.912209
8.26423,20.736677
0.0,3.1252801
35.0216,22.29318
0.97247,8.131665
0.0,25.912209
39.8526,26.137068
5.90745,14.722928
2.13995,15.45775
0.0,25.912209
16.651,16.496424
0.0,25.912209
2.64048,18.284143
0.0,16.367111
8.55836,18.893738
103.211,25.912209
28.1376,13.738301
21.9546,35.293873
13.2085,14.970749
0.0,25.912209
2.36522,13.738301
23.3864,12.198713
41.4786,15.655934
0.0390648,3.9543538
65.6935,17.293612
5.1564,15.270952
12.3578,15.121368
679.721,329.055
6.08989,15.45775
26.0107,14.528236
7.86301,20.019121
1.93037,15.224592
41.4786,15.655934
10.6686,7.7664156
4.545,13.738301
8.35015,13.965936
0.287353,25.912209
8.58381,20.99101
0.042854,15.655934
1.3827,21.30902
0.456719,18.893738
0.0846917,25.912209
88.2999,21.30902
6.09922,16.367111
0.0,25.912209
0.107545,9.0244875
46.9142,16.73598
0.0,25.912209
63.9287,27.326948
0.127812,3.1252801
5.72192,14.994502
22.6966,14.208302
12.011,15.224592
0.0291621,25.912209
16.651,16.496424
47.1426,15.536883
0.0206405,25.912209
0.288601,3.315408
0.0423925,25.912209
1.9817,11.760702
111.689,16.367111
0.0,25.912209
12.3578,15.121368
0.818625,15.224592
41.4786,15.655934
0.277669,4.5572553
8.51378,13.68157
0.0,25.912209
0.0,25.912209
0.0,3.1252801
4.74741,21.696789
0.0,25.912209
14.1121,15.270952
32.8704,16.42585
41.0336,18.67799
7.56588,20.637074
12.3578,15.121368
0.287353,25.912209
0.0,3.1252801
3.71083,14.666197
15.9863,9.152856
0.0,3.9543538
0.0,25.912209
16.7044,15.461085
93.0804,13.738301
12.1527,14.989878
0.0,25.912209
0.0339982,13.738301
0.126526,18.843864
6.87925,15.367464
2.73993,12.164021
0.0211071,25.912209
21.3134,16.14848
92.8442,21.884974
0.155163,19.056158
0.489898,3.2652218
5.59409,25.912209
24.0281,19.588245
0.0,14.692465
41.4786,15.655934
11.1051,11.760702
8.74772,15.260855
2.64489,15.186927
128.636,40.49471
2.85794,15.584483
1.79644,12.727755
0.0,25.912209
5.1564,15.270952
5.57806,15.490278
11.0804,25.912209
0.0125586,9.0244875
72.1933,21.30902
17.1518,14.994502
16.6565,17.992075
9.75266,15.536883
22.852,27.516485
0.0,25.912209
0.0,25.912209
2.1687,21.30902
80.9914,14.126408
3.20182,6.891137
5.1564,15.270952
58.7983,16.15796
12.4457,18.140253
13.5853,23.591244
31.496,19.792593
8.51378,13.68157
0.0,20.318527
3.65365,22.29318
30.3527,19.637253
44.1261,16.066584
28.1376,13.738301
35.0216,22.29318
14.4787,20.318527
0.029949,3.1252801
0.0,25.912209
0.0,3.9543538
35.0216,22.29318
0.0,25.912209
0.143781,4.5572553
0.0289529,25.912209
0.0,25.912209
0.0603654,9.0244875
0.0,25.912209
0.0546641,25.912209
0.0973819,25.912209
0.00557245,3.12059
12.3578,15.121368
0.0,14.692465
0.16082,25.912209
41.4786,15.655934
2.13995,15.45775
0.0224391,25.912209
0.0,3.12059
2.61288,18.504862
7.09968,24.654438
74.4531,19.912678
0.0,15.45775
4.814,11.760702
2.35093,17.293612
7.95817,14.538375
0.0,25.912209
0.0513269,5.138601
9.1663,9.655664
0.00826875,25.912209
78.8296,34.580917
0.0,4.4349413
6.70987,33.26709
4.27785,17.992075
15.4757,14.772108
151.923,77.48619
2.59898,14.129897
23.3864,12.198713
5.27784,25.912209
5.64967,16.076065
0.00607313,3.1252801
12.3578,15.121368
0.0471918,25.912209
8.86263,31.358337
0.0,25.912209
0.0289529,25.912209
7.86085,25.912209
12.9969,15.367464
0.0,15.270952
0.0,14.692465
7.13458,14.126408
11.6675,14.538375
0.516177,3.841458
5475.9,25.912209
0.0,3.9543538
0.0,25.912209
2.2831,16.449007
0.0,3.12059
0.0,25.912209
0.0471918,25.912209
0.0,25.912209
0.203546,15.367464
16.651,16.496424
12.3578,15.121368
3.34477,13.94408
0.0,8.596262
13.4987,14.525777
16.651,16.496424
0.0,25.912209
1.4259,11.723616
6.6427,15.445575
14.8687,15.224592
6.08989,15.45775
7.56588,20.637074
3.91661,18.70098
29.1463,15.461085
4.89209,6.0724254
7.13458,14.126408
0.0,25.912209
6.56271,25.912209
11.4609,15.220748
8.76341,11.268591
6.21952,25.912209
2.69787,9.3386545
7.30085,15.367464
28.1376,13.738301
0.0,25.912209
22.5521,13.738301
2.73699,16.164017
1.17167,25.912209
35.0216,22.29318
8.58381,20.99101
0.0,25.912209
1.42191,15.263024
88.227,16.14848
37.4822,18.899195
0.0883291,3.12059
12.1527,14.989878
9.9758,18.598595
2.73993,12.164021
6.49102,15.700493
0.0,25.912209
0.715985,8.596262
2.97393,15.270952
1.37359,28.975655
0.0,25.912209
0.0193289,25.912209
27.6206,18.785295
7.13458,14.126408
0.186278,5.042194
10.7566,34.580917
41.5651,19.912678
0.00507226,25.912209
33.4795,12.682833
0.00557245,3.12059
1.2981,25.912209
96.5523,44.403324
0.0547491,25.912209
9.41833,15.536883
0.0,3.9543538
5.90117,18.37309
6.49652,16.42585
0.620975,25.912209
0.0,25.912209
12.3578,15.121368
5.59409,25.912209
16.3773,15.270952
2.78299,19.896444
22.5788,25.912209
8.18569,9.152856
0.152073,25.912209
0.0,9.237351
0.0,3.1252801
10.7566,34.580917
0.0,25.912209
0.0,25.912209
0.0,25.912209
30.5976,14.722928
0.620975,25.912209
0.0,15.270952
12.3578,15.121368
11.8606,12.164021
0.156531,25.912209
0.0,13.738301
2.74767,20.243475
5475.9,25.912209
0.0175443,25.912209
26.0107,14.528236
47.1426,15.536883
12.5184,7.770093
15.842,14.538375
2.57179,34.857906
0.210362,25.912209
123.002,15.263024
7.13458,14.126408
92.8442,21.884974
11.6675,14.538375
8.87697,21.2353
15.5622,456.77942
0.073954,3.12059
6.70053,14.538375
0.0313712,3.1252801
8.90259,33.703156
6.8555,17.108238
0.0,3.3095906
0.0,16.14848
0.147898,9.0244875
3.04928,15.260855
37.0203,18.598595
8.74772,16.73598
929.506,16.42585
0.0931813,25.912209
0.287353,25.912209
18.7859,15.45775
0.287353,25.912209
16.6777,14.692465
3.54183,30.946564
13.2085,14.970749
43.4767,15.655934
22.1832,18.843864
12.011,15.224592
4.41998,16.14848
0.0,25.912209
0.5899,13.738301
8.51378,13.68157
248.611,15.445575
5.64451,19.056158
0.0,3.841458
0.0224391,25.912209
